~~~~~~~~~~~~~~~
Text File : itemname_jpn_kanji.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	なし
ZKN_SHIELD_565_000	水の中と　くらべて　動きは 鈍いが　獲物を　探し求め 陸上でも　活動するぞ。
ZKN_SHIELD_566_000	鳥ポケモンの　祖先と　言われる。 木の上で　暮らし　木の実や 虫ポケモンを　食っていた。
ZKN_SHIELD_567_000	飛ぶことも　できるが　地上で 獲物を　狩ることの　ほうが ずっと　得意だったようだ。
ZKN_SHIELD_568_000	ゴミの　詰まった　ゴミ袋から 生まれた。　吐き出す　毒ガスは ガラルの　マタドガスの　好物。
ZKN_SHIELD_569_000	右腕から　出す　毒液は 弱った　生物が　浴びれば 即死するほど　危険な　シロモノ。
ZKN_SHIELD_570_000	エサを　もとめて　人に　化け 町に　現れることも　あるぞ。 おもに　子どもに　化けている。
ZKN_SHIELD_571_000	孤独なトレーナーは　ゾロアークに 幻を　見せるように　命じて ひとりの　さみしさを　紛らわす。
ZKN_SHIELD_572_000	しっぽで　なであって　挨拶。 しっぽの　毛が　大きな　ほうが 少し　威張っているぞ。
ZKN_SHIELD_573_000	特別な　油の　染みた　毛は 攻撃を　受け流す。　油は 高値で　取り引き　されている。
ZKN_SHIELD_574_000	誰もいないのに　ボソッと　鳴く。 ゴチムにしか　見えていない なにかと　話している　らしい。
ZKN_SHIELD_575_000	星の　輝く　晩に　もっとも サイコパワーが　高まるらしい。 宇宙との　関係は　不明。
ZKN_SHIELD_576_000	ゴチルゼルに　自分の　最期を 見せられた　悪人は　その日を 最後に　行方を　絶った。
ZKN_SHIELD_577_000	特殊な　液体に　体を 包んでいるので　宇宙でも 生きられるとも　いわれている。
ZKN_SHIELD_578_000	分裂した　２つの　脳みその 考えは　ほぼ　一致せず まるで　行動が　読めない。
ZKN_SHIELD_579_000	特殊な　液体を　飲むと 知恵を　授かると　いわれるが ランクルス以外には　猛毒。
ZKN_SHIELD_580_000	
ZKN_SHIELD_581_000	
ZKN_SHIELD_582_000	氷柱から　生まれたと　いわれる。 マイナス５０度の　冷気を　吐いて あたりを　凍らせ　棲みやすくする。
ZKN_SHIELD_583_000	マイナス１００度の　冷気で 敵を　凍らせるが　命までは 奪わない　優しい　気質。
ZKN_SHIELD_584_000	体温は　マイナス６度　前後。 ２匹の　バニリッチが　くっつき 生まれたと　いわれている。
ZKN_SHIELD_585_000	
ZKN_SHIELD_586_000	
ZKN_SHIELD_587_000	甘い　木の実が　大好物。 頬袋に　エサを　溜めすぎ うまく　飛べないときも　ある。
ZKN_SHIELD_588_000	口から　吐き出す　液体で チョボマキの　殻を　溶かす。 中身　だけを　いただくのだ。
ZKN_SHIELD_589_000	槍を　構え　敵へ　突撃。 ネギガナイトとの　決闘を 描いた　絵画が　有名。
ZKN_SHIELD_590_000	両手から　吹き出す　胞子は 猛毒だが　よく　乾かせば お腹の　薬に　なるという。
ZKN_SHIELD_591_000	ふだんは　あんまり　動かない。 落ちている　モンスターボールの そばで　ただじっと　している。
ZKN_SHIELD_592_000	海底に　沈んだ　古代都市の 住民が　ポケモンに　なったと いう　言い伝えが　残されている。
ZKN_SHIELD_593_000	満月に　なると　群れを　引き連れ 海面に　姿を　見せる。 獲物が　来るのを　待っているのだ。
ZKN_SHIELD_594_000	
ZKN_SHIELD_595_000	ほかの　ポケモンに　とりついて 静電気を　吸い取る。　ワンパチの お尻に　よく　くっついている。
ZKN_SHIELD_596_000	飛ぶのが　ヘタな　ヒナを　狙い 鳥ポケモンの　巣の　近くに 電気の　糸で　罠を　張るぞ。
ZKN_SHIELD_597_000	苔むした　洞窟を　好む。 苔が　含む　酵素が　棘を 大きく　丈夫に　育むのだ。
ZKN_SHIELD_598_000	鋼より　硬い　棘を　もつ。 触手の　棘を　突き刺し 岩壁を　這って　移動する。
ZKN_SHIELD_599_000	大昔に　ギアルを　見た 人間が　歯車の　構造を 思いついたと　いわれている。
ZKN_SHIELD_600_000	工業技術の　シンボルとして 多くの　ガラルの　会社で 企業ロゴに　採用　される。
ZKN_SHIELD_601_000	３つの　ギアを　高速回転。 新たに　増えた　棘の　ついた ギアは　生き物では　ないのだ。
ZKN_SHIELD_602_000	
ZKN_SHIELD_603_000	
ZKN_SHIELD_604_000	
ZKN_SHIELD_605_000	５０年　ほど　前に　見つかった ポケモン。　大きく　発達した 脳で　サイコパワーを　操るぞ。
ZKN_SHIELD_606_000	相手の　記憶を　操作できる。 麦畑の　上を　さまよう 姿が　ときおり　目撃される。
ZKN_SHIELD_607_000	吸い取る　命が　若ければ 若いほど　頭の　炎は 大きく　妖しく　燃え上がる。
ZKN_SHIELD_608_000	ランプの　ふりをして　町中に 潜む。　死期が　近い　人を 見つけると　そっと　後を　つける。
ZKN_SHIELD_609_000	シャンデラを　灯りの　かわりに していた　屋敷では　葬式が 絶えることが　なかった　という。
ZKN_SHIELD_610_000	大きな　キバを　打ちつけ　仲間と じゃれあう。　キバは　折れても すぐ　生えてくるから　へっちゃらだ。
ZKN_SHIELD_611_000	鎧の　ように　硬い　皮膚。 体当たりと　同時に　キバを 突き刺す　戦法が　得意　だぞ。
ZKN_SHIELD_612_000	温厚な　性質だが　怒ると 怖い。　鉄骨をも　切り裂く 自慢の　キバを　おみまい　するぞ。
ZKN_SHIELD_613_000	技を　出す前に　鼻を　すする。 鼻水に　含まれる　強い 冷気が　氷の　技の　もとだ。
ZKN_SHIELD_614_000	冷たい　海を　元気に　泳ぐ。 疲れたときは　吐息で　海水を 凍らせて　その上で　休むぞ。
ZKN_SHIELD_615_000	暑くなると　水蒸気に　変わる。 夏場に　姿を　見ることは ほとんどない。
ZKN_SHIELD_616_000	電気　エネルギーに　反応する 不思議な　体質。　カブルモと ともに　いると　なぜか　進化する。
ZKN_SHIELD_617_000	殻を　脱ぎ捨て　身軽に　なった。 帯状の　粘膜を　体に 巻きつけ　乾燥を　防ぐ。
ZKN_SHIELD_618_000	体の　黄色い　模様から 強い　電気を　放つとき なぜか　すこし　微笑んでいる。
ZKN_SHIELD_619_000	小さくても　気性は　荒い。 油断して　近づく　相手には 華麗な　連打を　おみまいする。
ZKN_SHIELD_620_000	目にも　止まらぬ　スピードで 繰りだす　蹴りは　巨大な　岩も 木っ端みじんに　砕く。
ZKN_SHIELD_621_000	凶暴で　ずる賢い。 ほかの　ポケモンが　掘った 巣穴を　奪って　すみかにする。
ZKN_SHIELD_622_000	粘土から　つくられた　ポケモン。 何千年も　前の　主の 命令を　今も　守っている。
ZKN_SHIELD_623_000	体内に　エネルギーを　生み出す 永久機関が　あると　いうが 未だに　解明は　されていない。
ZKN_SHIELD_624_000	キリキザンを　ボスとした　群れを つくる。　群れを　率いる　ことを 夢見て　日々　鍛錬を　積む。
ZKN_SHIELD_625_000	刃を　研ぐ　石が　ある 場所を　めぐって　オノンドと 激しい　争いを　繰りひろげる。
ZKN_SHIELD_626_000	２０匹程度の　群れで　暮らす。 群れを　裏切った　バッフロンは なぜか　頭の　毛が　抜ける。
ZKN_SHIELD_627_000	硬い　木の実も　粉々に　砕く 握力。　喧嘩っ早く 誰にでも　勝負を　仕掛ける。
ZKN_SHIELD_628_000	血の気が　多く　荒っぽいので ガラルの　運び屋の　座は アーマーガアに　奪われた。
ZKN_SHIELD_629_000	すぐに　大きく　育つので お尻の　骸骨は　巣の　中で お下がりとして　使いまわされる。
ZKN_SHIELD_630_000	拾った　骨で　身を　飾る。 まとう　骨の　形には 流行が　あるらしい。
ZKN_SHIELD_631_000	炎を　ベロの　ように　使う。 アイアントの　硬い　外骨格を じわじわと　溶かし　いただくのだ。
ZKN_SHIELD_632_000	大きな顎は　岩石をも　かみ砕く。 サダイジャから　タマゴを 守るため　群れで　戦う。
ZKN_SHIELD_633_000	目が　見えないので　手あたりしだい 噛みついて　自分の　まわりの 状況を　把握　している。
ZKN_SHIELD_634_000	１つの　エサを　２つの　頭で 奪い合う。　誰とも　戦って いないのに　いつも　傷だらけ。
ZKN_SHIELD_635_000	３つの　頭で　代わるがわる 噛みつく。　相手が　倒れるまで 攻撃の　手を　休めない。
ZKN_SHIELD_636_000	全身が　かなり　温かい。 ツノの先から　炎を　出し 天敵や　獲物を　威嚇する。
ZKN_SHIELD_637_000	燃えさかる　炎の　繭から 生まれる。　古代の　壁画に 炎の神として　描かれている。
ZKN_SHIELD_638_000	生まれながら　リーダーの　風格を 身につける。　狂暴な　相手も コバルオンの　前では　おとなしい。
ZKN_SHIELD_639_000	ポケモンを　守るため　人間に 戦いを　挑んだ　伝説が イッシュ地方に　残されている。
ZKN_SHIELD_640_000	素早い　身のこなしで　つむじ風の ように　敵を　翻弄し　鋭い ツノで　容赦なく　切り刻む。
ZKN_SHIELD_641_000	
ZKN_SHIELD_642_000	
ZKN_SHIELD_643_000	人が　真実を　蔑ろにして 欲に　まみれると　炎で　国を 焼きつくすと　神話に　描かれた。
ZKN_SHIELD_644_000	人が　正しい　心を　なくすと 激しい　雷を　落とし　国を 亡ぼすと　神話に　描かれた。
ZKN_SHIELD_645_000	
ZKN_SHIELD_646_000	細胞組織を　安定させるため 自分で　発生させた　冷気で 体を　凍りつかせているらしい。
ZKN_SHIELD_647_000	厳しい　戦いを　潜りぬけて 額の　ツノが　鍛えられると 真の　力が　目覚めるという。
ZKN_SHIELD_648_000	
ZKN_SHIELD_649_000	
ZKN_SHIELD_650_000	
ZKN_SHIELD_651_000	
ZKN_SHIELD_652_000	
ZKN_SHIELD_653_000	
ZKN_SHIELD_654_000	
ZKN_SHIELD_655_000	
ZKN_SHIELD_656_000	
ZKN_SHIELD_657_000	
ZKN_SHIELD_658_000	
ZKN_SHIELD_659_000	危険に　敏感。　アーマーガアの 羽音を　聴きとると　あっという間に 穴を　掘って　地面に　潜る。
ZKN_SHIELD_660_000	お腹の　体毛は　保温性に 優れる。　昔の　人は　抜けた 体毛で　防寒着を　つくった。
ZKN_SHIELD_661_000	興奮すると　体温が グッと　上がる。　素手で　触ると 火傷することも　あるほどだ。
ZKN_SHIELD_662_000	縄張り意識が　とても　強く 好戦的。　餌場を　めぐり ヒノヤコマ同士で　争う。
ZKN_SHIELD_663_000	時速５００キロで　突撃。 獲物が　逃げるすきを　与えずに 強烈な　蹴りで　しとめる。
ZKN_SHIELD_664_000	
ZKN_SHIELD_665_000	
ZKN_SHIELD_666_000	
ZKN_SHIELD_667_000	
ZKN_SHIELD_668_000	
ZKN_SHIELD_669_000	
ZKN_SHIELD_670_000	
ZKN_SHIELD_671_000	
ZKN_SHIELD_672_000	
ZKN_SHIELD_673_000	
ZKN_SHIELD_674_000	なめられないように　いつも　相手を 睨みつけているが　気が　緩むと つい　笑い顔に　なってしまう。
ZKN_SHIELD_675_000	葉っぱで　相手の　動きを　読む。 大型　ダンプカーを　一撃で スクラップにする　パンチを　もつ。
ZKN_SHIELD_676_000	
ZKN_SHIELD_677_000	プロレスラーを　吹きとばす　ほどの サイコパワーを　内に　秘めているが コントロールできずに　困っている。
ZKN_SHIELD_678_000	オスは　防衛本能が　強く 自分や　パートナーを　守るときに 最大級の　パワーを　出す。
ZKN_SHIELD_679_000	剣の　鍔の　青い　目玉が ヒトツキの　本体。　古びた 布で　人の　生気を　吸い取る。
ZKN_SHIELD_680_000	２本の　剣は　攻撃と 防御が　目まぐるしく　入れ替わる 戦法で　獲物を　しとめる。
ZKN_SHIELD_681_000	強力な　霊力で　人や ポケモンを　操り　ギルガルドに 都合の　良い　国を　つくらせた。
ZKN_SHIELD_682_000	人を　魅了する　香しい においを　体から　漂わせる。 高貴な　婦人たちに　愛された。
ZKN_SHIELD_683_000	敵の　戦う　気持ちを　なくす 悪臭や　味方を　助ける 香しい　香りを　つくりだす。
ZKN_SHIELD_684_000	ふわふわの　体毛は　綿飴の ように　甘い　におい。　べたつく 糸を　出して　敵を　絡めとる。
ZKN_SHIELD_685_000	体毛に　たくさん　空気を 含んでいるので　触り心地は 柔らかく　見た目より　軽い。
ZKN_SHIELD_686_000	敵に　発光体の　点滅を 浴びせて　戦意を　なくしてしまう。 その　隙に　逃げ出すのだ。
ZKN_SHIELD_687_000	歴史を　変えるほどの　大事件は カラマネロの　催眠能力が かかわっていたと　いわれている。
ZKN_SHIELD_688_000	２匹の　息が　合わないと 攻撃　防御　どちらも おろそかになり　生き残れない。
ZKN_SHIELD_689_000	手のひらの　目玉が　前後左右を 見張る。　ピンチのときは　手足が 勝手に　動いて　敵を　倒す。
ZKN_SHIELD_690_000	腐った　海藻に　似ているので 海を　漂う　藻屑の　中に 隠れて　敵の目を　ごまかす。
ZKN_SHIELD_691_000	頭の　笠を　海面から　出し 太陽の　光を　浴びることで ドラゴンエネルギーを　作るのだ。
ZKN_SHIELD_692_000	右腕の　ハサミの　中に　溜まる ガスの　爆発で　弾丸のように 水を　発射し　敵を　倒す。
ZKN_SHIELD_693_000	右腕は　海水の　砲弾を 発射する　大砲。　タンカーを 沈めてしまうほどの　威力だ。
ZKN_SHIELD_694_000	太陽発電の　仕組みを　もつ。 発電を　じゃま　されると ストレスで　弱ってしまう。
ZKN_SHIELD_695_000	襟巻を　広げて　太陽光を 浴びると　大都会で　使われる 電気を　１匹で　発電する。
ZKN_SHIELD_696_000	わがままだが　甘えん坊。 じゃれてるだけで　トレーナーに 大けがを　負わせてしまう。
ZKN_SHIELD_697_000	大顎は　ひと噛みするだけで 自動車も　粉々に　する。 古代の　世界の　王者。
ZKN_SHIELD_698_000	全滅した　古代の　ポケモン。 氷漬けの　状態で 発見されることも　あるぞ。
ZKN_SHIELD_699_000	激しい　怒りに　かられると 猛烈な　冷気を　噴き出して あたり一面を　氷漬けにする。
ZKN_SHIELD_700_000	恐ろしい　ドラゴンポケモンを 美しい　ニンフィアが　退治する 童話が　ガラル地方に　残る。
ZKN_SHIELD_701_000	とどめの　大技を　出す　前は かならず　ポーズを　決める。　その 隙に　反撃される　こともある。
ZKN_SHIELD_702_000	電気を　生みだす　力が　弱いので コンセントや　ほかの 電気ポケモンから　盗むのだ。
ZKN_SHIELD_703_000	世界の　どこかには　メレシーが たくさん　眠る　鉱脈があり 群れの　女王も　いるという。
ZKN_SHIELD_704_000	ツノは　優れた　感覚器官。 敵の　気配を　感じ取り　すぐに 隠れる　ことで　生き残ってきた。
ZKN_SHIELD_705_000	背中の　突起の　中に　小さな 脳みそが　ある。　エサと　敵から 逃げることしか　考えていない。
ZKN_SHIELD_706_000	長い　ツノを　伸ばす　勢いで 攻撃。　威力は　ヘビー級 ボクサーの　パンチの　１００倍だ。
ZKN_SHIELD_707_000	頭の先で　金属イオンを　吸い取る。 鍵に　似ているのは 好きすぎて　まねているかららしい。
ZKN_SHIELD_708_000	人間の　子どもに　似た　声で 鳴いて　大人を　森の　奥へ 誘い込み　迷わせて　しまうのだ。
ZKN_SHIELD_709_000	足の　先から　細い　根っこを 伸ばして　森の　木々と　結びつき 自在に　操る　力を　もつ。
ZKN_SHIELD_710_000	かぼちゃの　穴から　照らしている 光は　見た　人や　ポケモンを 催眠状態にして　操る。
ZKN_SHIELD_711_000	新月の　夜　玄関の　ドアを パンプジンが　ノックする。　開けた 人を　あの世へ　連れて行くのだ。
ZKN_SHIELD_712_000	極寒の　地域に　生息する。 クレベースの　背中と　自分の 足を　凍りつかせて　固定する。
ZKN_SHIELD_713_000	日中の　活動で　体の 亀裂は　深くなるが　一晩で 亀裂の　ない　体に　もどる。
ZKN_SHIELD_714_000	あらゆる　周波数の　音波を 操る。　超音波を　浴びると 巨体の　ポケモンも　たまらない。
ZKN_SHIELD_715_000	暗闇を　飛びながら　岩をも 砕く　超音波で　痛めつけ 鋭い　キバで　とどめを　刺す。
ZKN_SHIELD_716_000	
ZKN_SHIELD_717_000	
ZKN_SHIELD_718_000	
ZKN_SHIELD_719_000	
ZKN_SHIELD_720_000	
ZKN_SHIELD_721_000	
ZKN_SHIELD_722_000	昼間は　光合成で　力を 蓄え　夜に　なると　羽音を 立てずに　飛んで　獲物を　探す。
ZKN_SHIELD_723_000	羽の　手入れを　怠らない。 身だしなみを　整える　だけでなく 刃羽根の　切れ味を　保つためだ。
ZKN_SHIELD_724_000	０．１秒で　矢羽根を　翼の 蔓に　つがえて　放つ。　相手が 気づく前に　急所を　射貫く。
ZKN_SHIELD_725_000	ニャビーに　信頼される　前に 撫でようとすると　鋭い　ツメで ひどく　ひっかかれるので　注意。
ZKN_SHIELD_726_000	強敵を　相手にすると 戦闘意欲の　高まりと　ともに 炎の鈴の　火力も　上がる。
ZKN_SHIELD_727_000	乱暴な　ふるまいも　目につくが 小さい　ポケモンを　助ける 優しい　一面も　もっている。
ZKN_SHIELD_728_000	毎日　懸命に　練習して ようやく　大きくて　高性能な バルーンを　つくれるようになるのだ。
ZKN_SHIELD_729_000	波の　穏やかな　夜になると リーダーの　アシレーヌの　歌声に 合わせて　仲間たちと　踊る。
ZKN_SHIELD_730_000	戦いは　アシレーヌの　ステージ。 歌と　バルーンの　舞う　様子は 観戦者たちを　魅了する。
ZKN_SHIELD_731_000	
ZKN_SHIELD_732_000	
ZKN_SHIELD_733_000	
ZKN_SHIELD_734_000	
ZKN_SHIELD_735_000	
ZKN_SHIELD_736_000	大きな　顎で　森の　地面を 掘って　巣穴を　つくる。 甘い　樹液が　大好物。
ZKN_SHIELD_737_000	食べた　落ち葉を　消化するとき 発電する　仕組み。　お腹の 電気袋に　充電される。
ZKN_SHIELD_738_000	予備バッテリーとして　デンヂムシを 抱えて　飛べば　大電力の 電磁ビームを　連射できる。
ZKN_SHIELD_739_000	
ZKN_SHIELD_740_000	
ZKN_SHIELD_741_000	
ZKN_SHIELD_742_000	敵が　発する　オーラから　つぎの 行動を　予測する。　攻撃を ひらりと　かわして　反撃する。
ZKN_SHIELD_743_000	雨に　濡れることが　大嫌い。 曇りがちな　ガラル地方では 姿を　めったに　拝めない。
ZKN_SHIELD_744_000	首の岩を　地面に　打ちつけ 相手を　威嚇。 怯んだ　瞬間に　襲いかかるのだ。
ZKN_SHIELD_745_000	素早い　動きで　獲物を じわじわ　追いつめる。　キバは つねに　急所を　狙っている。
ZKN_SHIELD_746_000	危険を　感じると　目が　潤む。 涙の　光りが　シグナルとなって たくさんの　仲間が　集まるのだ。
ZKN_SHIELD_747_000	アローラ地方の　ヒドイデと　違い ガラルの　ヒドイデは　サニーゴの 枝の　美味しさに　気づいていない。
ZKN_SHIELD_748_000	ホエルオーも　三日三晩　苦しむ 猛毒を　体内の　毒袋に たっぷり　溜めこんでいる。
ZKN_SHIELD_749_000	土を　食べて　つくった　泥を 脚に　塗りつけると　悪路でも 滑らず　歩けるようになるのだ。
ZKN_SHIELD_750_000	１０トンを　超える　荷物を　引いて 不眠不休で　ガラル地方を 縦断できる　持久力。
ZKN_SHIELD_751_000	普段は　水の　中で　生活 しているが　エサを　探しに　陸に 上がるときは　水泡を　かぶる。
ZKN_SHIELD_752_000	頭の　水泡の　中に シズクモを　入れて　エサの　残りを 食べさせながら　世話を　するのだ。
ZKN_SHIELD_753_000	昼間は　陽の　光を　浴び すやすやと　眠る。　夜中に 目を　覚まし　活動を　はじめる。
ZKN_SHIELD_754_000	両腕の　花びらは　薄く 切れ味は　鋭い。　光を　集めて ビームも　放てるぞ。
ZKN_SHIELD_755_000	昼間でも　暗い　森で　暮らす。 点滅しながら　光る　胞子を ばらまいて　敵を　眠らせる。
ZKN_SHIELD_756_000	真夜中　森の　奥に　灯りを 見つけても　近づいては　いけない。 マシェードに　眠らされてしまうぞ。
ZKN_SHIELD_757_000	獲物の　背後に　忍び寄り 気づかれる　前に　毒ガスを 浴びせて　動けなくしてしまう。
ZKN_SHIELD_758_000	エンニュート同士の　争いは 引き連れている　オスの　ヤトウモリの 数で　勝敗が　決まるらしい。
ZKN_SHIELD_759_000	前脚を　じたばた　振って　身を 守る　様子が　可愛らしいが 大木を　へし折る　威力だ。
ZKN_SHIELD_760_000	格闘家　顔負けの　技で 仕留めた　獲物を　両脇に 抱えて　すみかへ　持ち帰る。
ZKN_SHIELD_761_000	襲われた　ときに　流す　汗は 甘くて　美味しい。　その　香りが さらに　敵を　増やしてしまうのだ。
ZKN_SHIELD_762_000	突いてくる　アオガラスには 頭の　ヘタで　殴りつけてから 鋭い　蹴り技を　おみまいする。
ZKN_SHIELD_763_000	硬く　尖った　つま先で　蹴りを おみまいして　相手の　体と 心に　消えない　傷を　残す。
ZKN_SHIELD_764_000	とても　良い香りがする　ポケモン。 身につける　花が　違うので キュワワーごとに　香りは　違う。
ZKN_SHIELD_765_000	森の　隅々まで　知り尽くし 傷ついた　ポケモンが　いると 薬草を　探して　治療する。
ZKN_SHIELD_766_000	２０匹ほどの　グループで　暮らす。 決まった　役割を　こなすことで 厳しい　自然を　生き抜いてきた。
ZKN_SHIELD_767_000	群れで　かたまり　つねに　まわりを 警戒している。　敵の　気配を 感じると　散り散りに　逃げ出す。
ZKN_SHIELD_768_000	海底の　穴や　沈没船が すみか。　オトスパスと　戦い 負けた　ほうが　エサになるのだ。
ZKN_SHIELD_769_000	砂浜が　おもな　棲み処。 口の中に　手を入れた　相手を 操り　自分を　大きくする。
ZKN_SHIELD_770_000	ビーチに　棲むが　水が　嫌い。 激しい　雨に　打たれると お城の　形を　保てない。
ZKN_SHIELD_771_000	保湿効果に　優れた　粘液が 皮膚を　被っているので　何日も 陸地に　いても　干からびない。
ZKN_SHIELD_772_000	神話の　ポケモンを　モデルに つくられたが　力の　暴走を 抑える　マスクを　着けられている。
ZKN_SHIELD_773_000	本来の　力を　解き放つ 最後の　ファクターは　信頼する トレーナーとの　絆　だった。
ZKN_SHIELD_774_000	
ZKN_SHIELD_775_000	
ZKN_SHIELD_776_000	火山で　暮らし　食べた　硫黄が 甲羅の　爆薬の　もとになる。 フンも　爆発する　危険物。
ZKN_SHIELD_777_000	ピンチになると　体を　丸めて 背中の　とげとげを　逆立てると でたらめに　電撃を　撃ちまくる。
ZKN_SHIELD_778_000	研究のため　ボロ布の　中を 見てしまった　学者が　謎の 病気で　命を　落とした。
ZKN_SHIELD_779_000	
ZKN_SHIELD_780_000	人懐っこく　心優しいが ひとたび　怒ると　強風を 巻き起こし　すべてを　なぎ倒す。
ZKN_SHIELD_781_000	海に　錨を　下して　獲物を 待ち伏せ。　大物の　ホエルオーを 捕まえて　生気を　吸い取る。
ZKN_SHIELD_782_000	体毛が　金属のように　硬く なった　ウロコを　打ち鳴らして 仲間と　コミュニケーションする。
ZKN_SHIELD_783_000	ウロコを　打ち鳴らし　雄叫びを あげてから　相手に　挑みかかり 鋭い　ツメで　ずたずたに　する。
ZKN_SHIELD_784_000	ジャラランガの　ウロコで　つくった 鎧を　身に　まとった　古代の 戦士が　遺跡に　描かれている。
ZKN_SHIELD_785_000	
ZKN_SHIELD_786_000	
ZKN_SHIELD_787_000	
ZKN_SHIELD_788_000	
ZKN_SHIELD_789_000	無警戒で　好奇心が　強く 危ない　目に　あうことも　多い。 ピンチになると　ワープで　逃げる。
ZKN_SHIELD_790_000	大気の　塵を　すごい　勢いで 吸いこみ　進化の　エネルギーを コアで　懸命に　つくっている。
ZKN_SHIELD_791_000	太陽を　食らいし　獣　と かつて　呼ばれた。　無尽蔵の 光エネルギーを　放出する。
ZKN_SHIELD_792_000	周囲から　光を　すべて　奪い 自らは　満月の　姿となり 闇夜に　光を　放つ。
ZKN_SHIELD_793_000	
ZKN_SHIELD_794_000	
ZKN_SHIELD_795_000	
ZKN_SHIELD_796_000	
ZKN_SHIELD_797_000	
ZKN_SHIELD_798_000	
ZKN_SHIELD_799_000	
ZKN_SHIELD_800_000	生きるために　光を　求めて 暴れまわる。　レーザー光線を 放ち　あらゆるものを　切り刻む。
ZKN_SHIELD_801_000	
ZKN_SHIELD_802_000	あらゆる　影の　中に　潜りこむ 能力を　もっているため　長い あいだ　誰にも　見つからなかった。
ZKN_SHIELD_803_000	
ZKN_SHIELD_804_000	
ZKN_SHIELD_805_000	
ZKN_SHIELD_806_000	
ZKN_SHIELD_807_000	手足の　肉球から　放電。 ゼラオラが　駆け抜けると　稲妻が 光り　雷鳴が　轟く。
ZKN_SHIELD_808_000	群れになって　生活するが　時が くると　１匹の　強い　メルタンが 仲間たちを　取りこみ　進化する。
ZKN_SHIELD_809_000	遠心力で　弾みを　つけて 繰りだす　重い　ナットの　パンチは ポケモン　最強と　いわれる。
ZKN_SHIELD_810_000	スティックの　連打で　攻撃。 すごい　スピードで　叩くうちに どんどん　テンションが　上がるのだ。
ZKN_SHIELD_811_000	激しい　ビートを　刻むことに 夢中になる　あまり　戦いで 相手が　気絶しても　気づかない。
ZKN_SHIELD_812_000	ドラムテクニックに　優れた　ものが ボスになる。　穏やかな　気性で グループの　調和を　重んじる。
ZKN_SHIELD_813_000	戦う　準備が　整うと 鼻の　頭と　足の　裏の 肉球が　高熱を　発する。
ZKN_SHIELD_814_000	手を　使わずに　木の　枝から 木の実を　摘み取り　リフティング。 足技を　磨く　練習。
ZKN_SHIELD_815_000	攻守に　優れ　応援されると さらに　燃えるが　スタンドプレイに 走り　ピンチを　招くこともある。
ZKN_SHIELD_816_000	皮膚の　色は　濡れると　変わる。 カモフラージュ　されたかの　ように 姿が　見えなく　なるのだ。
ZKN_SHIELD_817_000	頭が　よく　面倒くさがり。 縄張りに　敵が　近づかないよう そこかしこに　罠を　仕掛けている。
ZKN_SHIELD_818_000	指先から　放つ　水鉄砲は マッハ３の　速さ。　瞬膜で 急所を　見抜いて　撃ちぬくぞ。
ZKN_SHIELD_819_000	つねに　木の実を　食っているので 見かけ以上に　タフ。　木の実を 狙って　畑に　現れる。
ZKN_SHIELD_820_000	どんなに　硬い　木の実の　殻も 自慢の　歯で　ボリボリ　齧る。 ガラルでは　よく　見る　ポケモン。
ZKN_SHIELD_821_000	小さい　体で　機敏に　飛んで 隙を　突く　戦法で　体の 大きな　相手を　手玉に取る。
ZKN_SHIELD_822_000	厳しい　戦いを　くぐり抜けて 相手の　力量を　正確に 判断する　力が　身についた。
ZKN_SHIELD_823_000	飛行能力に　優れていて とても　賢いため　ガラル地方で 空の　タクシーとして　活躍。
ZKN_SHIELD_824_000	畑で　よく見かける　ポケモン。 体に　生えた　毛で　まわりで 起きていることを　感じとる。
ZKN_SHIELD_825_000	殻の　中で　成長中。 サイコパワーで　外の　様子を うかがい　進化に　備えている。
ZKN_SHIELD_826_000	サイコパワーを　放ち　周囲を 調べている。　観測範囲は 周囲　１０キロにも　達するぞ。
ZKN_SHIELD_827_000	用心深く　ずる賢い。 エサを　盗むと　しっぽで 足跡を　消しながら　逃げるのだ。
ZKN_SHIELD_828_000	身軽な　体と　鋭い　ツメで エサや　タマゴを　盗んで　まわる。 パルスワンが　天敵。
ZKN_SHIELD_829_000	そよ風で　くるくる　回りながら 楽しそうに　歌う　愛らしさに 魅せられ　育てる　人が　多い。
ZKN_SHIELD_830_000	頭の　綿毛で　つくった　糸は 光沢があり　とても　美しい。 ガラル地方の　名産品。
ZKN_SHIELD_831_000	毛が　伸びすぎると　動けない。 ウールーの　体毛で　織られた 布は　驚くほど　丈夫。
ZKN_SHIELD_832_000	立派に　伸びた　ツノは　異性に アピールするために　生えている。 武器として　使うことはない。
ZKN_SHIELD_833_000	頭の　ツノは　岩の　硬さ。 ツノで　戦い　ひるんだ　隙に パクリと　噛みつき　離さない。
ZKN_SHIELD_834_000	首が　伸び縮みする。　離れた ところから　首を　一気に　伸ばし 鋭い　キバで　敵を　しとめる。
ZKN_SHIELD_835_000	おやつに　釣られて　人の　仕事を 手伝う　食いしん坊。　パチパチと 電気を　まとって　ひた走る。
ZKN_SHIELD_836_000	電気の　力で　脚力を 増強。　トップスピードは 時速　９０キロを　軽く　超える。
ZKN_SHIELD_837_000	岩だらけの　悪路を　ものともせず 一輪車のように　走りまわる。 石炭を　燃やして　生きている。
