~~~~~~~~~~~~~~~
Text File : monsname_deu.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	Ei
ZKN_LETSGO_641_001	
ZKN_LETSGO_642_001	
ZKN_LETSGO_645_001	
ZKN_LETSGO_646_001	
ZKN_LETSGO_646_002	
ZKN_LETSGO_647_001	
ZKN_LETSGO_648_001	
ZKN_LETSGO_649_001	
ZKN_LETSGO_649_002	
ZKN_LETSGO_649_003	
ZKN_LETSGO_649_004	
ZKN_LETSGO_658_001	
ZKN_LETSGO_658_002	
ZKN_LETSGO_664_001	
ZKN_LETSGO_664_002	
ZKN_LETSGO_664_003	
ZKN_LETSGO_664_004	
ZKN_LETSGO_664_005	
ZKN_LETSGO_664_006	
ZKN_LETSGO_664_007	
ZKN_LETSGO_664_008	
ZKN_LETSGO_664_009	
ZKN_LETSGO_664_010	
ZKN_LETSGO_664_011	
ZKN_LETSGO_664_012	
ZKN_LETSGO_664_013	
ZKN_LETSGO_664_014	
ZKN_LETSGO_664_015	
ZKN_LETSGO_664_016	
ZKN_LETSGO_664_017	
ZKN_LETSGO_664_018	
ZKN_LETSGO_664_019	
ZKN_LETSGO_665_001	
ZKN_LETSGO_665_002	
ZKN_LETSGO_665_003	
ZKN_LETSGO_665_004	
ZKN_LETSGO_665_005	
ZKN_LETSGO_665_006	
ZKN_LETSGO_665_007	
ZKN_LETSGO_665_008	
ZKN_LETSGO_665_009	
ZKN_LETSGO_665_010	
ZKN_LETSGO_665_011	
ZKN_LETSGO_665_012	
ZKN_LETSGO_665_013	
ZKN_LETSGO_665_014	
ZKN_LETSGO_665_015	
ZKN_LETSGO_665_016	
ZKN_LETSGO_665_017	
ZKN_LETSGO_665_018	
ZKN_LETSGO_665_019	
ZKN_LETSGO_666_001	
ZKN_LETSGO_666_002	
ZKN_LETSGO_666_003	
ZKN_LETSGO_666_004	
ZKN_LETSGO_666_005	
ZKN_LETSGO_666_006	
ZKN_LETSGO_666_007	
ZKN_LETSGO_666_008	
ZKN_LETSGO_666_009	
ZKN_LETSGO_666_010	
ZKN_LETSGO_666_011	
ZKN_LETSGO_666_012	
ZKN_LETSGO_666_013	
ZKN_LETSGO_666_014	
ZKN_LETSGO_666_015	
ZKN_LETSGO_666_016	
ZKN_LETSGO_666_017	
ZKN_LETSGO_666_018	
ZKN_LETSGO_666_019	
ZKN_LETSGO_669_001	
ZKN_LETSGO_669_002	
ZKN_LETSGO_669_003	
ZKN_LETSGO_669_004	
ZKN_LETSGO_670_001	
ZKN_LETSGO_670_002	
ZKN_LETSGO_670_003	
ZKN_LETSGO_670_004	
ZKN_LETSGO_670_005	
ZKN_LETSGO_671_001	
ZKN_LETSGO_671_002	
ZKN_LETSGO_671_003	
ZKN_LETSGO_671_004	
ZKN_LETSGO_676_001	
ZKN_LETSGO_676_002	
ZKN_LETSGO_676_003	
ZKN_LETSGO_676_004	
ZKN_LETSGO_676_005	
ZKN_LETSGO_676_006	
ZKN_LETSGO_676_007	
ZKN_LETSGO_676_008	
ZKN_LETSGO_676_009	
ZKN_LETSGO_678_001	
ZKN_LETSGO_681_001	
ZKN_LETSGO_710_001	
ZKN_LETSGO_710_002	
ZKN_LETSGO_710_003	
ZKN_LETSGO_711_001	
ZKN_LETSGO_711_002	
ZKN_LETSGO_711_003	
ZKN_LETSGO_716_001	
ZKN_LETSGO_718_001	
ZKN_LETSGO_718_002	
ZKN_LETSGO_718_003	
ZKN_LETSGO_718_004	
ZKN_LETSGO_719_001	
ZKN_LETSGO_720_001	
ZKN_LETSGO_735_001	
ZKN_LETSGO_738_001	
ZKN_LETSGO_741_001	
ZKN_LETSGO_741_002	
ZKN_LETSGO_741_003	
ZKN_LETSGO_743_001	
ZKN_LETSGO_744_001	
ZKN_LETSGO_745_001	
ZKN_LETSGO_745_002	
ZKN_LETSGO_746_001	
ZKN_LETSGO_752_001	
ZKN_LETSGO_754_001	
ZKN_LETSGO_758_001	
ZKN_LETSGO_773_001	
ZKN_LETSGO_773_002	
ZKN_LETSGO_773_003	
ZKN_LETSGO_773_004	
ZKN_LETSGO_773_005	
ZKN_LETSGO_773_006	
ZKN_LETSGO_773_007	
ZKN_LETSGO_773_008	
ZKN_LETSGO_773_009	
ZKN_LETSGO_773_010	
ZKN_LETSGO_773_011	
ZKN_LETSGO_773_012	
ZKN_LETSGO_773_013	
ZKN_LETSGO_773_014	
ZKN_LETSGO_773_015	
ZKN_LETSGO_773_016	
ZKN_LETSGO_773_017	
ZKN_LETSGO_774_001	
ZKN_LETSGO_774_002	
ZKN_LETSGO_774_003	
ZKN_LETSGO_774_004	
ZKN_LETSGO_774_005	
ZKN_LETSGO_774_006	
ZKN_LETSGO_774_007	
ZKN_LETSGO_774_008	
ZKN_LETSGO_774_009	
ZKN_LETSGO_774_010	
ZKN_LETSGO_774_011	
ZKN_LETSGO_774_012	
ZKN_LETSGO_774_013	
ZKN_LETSGO_777_001	
ZKN_LETSGO_778_001	
ZKN_LETSGO_778_002	
ZKN_LETSGO_778_003	
ZKN_LETSGO_784_001	
ZKN_LETSGO_800_001	
ZKN_LETSGO_800_002	
ZKN_LETSGO_800_003	
ZKN_LETSGO_801_001	

~~~~~~~~~~~~~~~
Text File : zukan_comment_moon_deu.msbt
~~~~~~~~~~~~~~~
ZKN_MOON_000_000	
ZKN_MOON_001_000	
ZKN_MOON_002_000	
ZKN_MOON_003_000	
ZKN_MOON_004_000	
ZKN_MOON_005_000	
ZKN_MOON_006_000	
ZKN_MOON_007_000	
ZKN_MOON_008_000	
ZKN_MOON_009_000	
ZKN_MOON_010_000	Es eignet sich bestens für frischgebackene Trainer, da es sich leicht fangen lässt und sich sehr schnell entwickelt.
ZKN_MOON_011_000	Sein Panzer ist zwar hart, aber dennoch anfällig für Risse, da es ein Käfer-Pokémon ist. Für schwere Kämpfe ist es daher ungeeignet.
ZKN_MOON_012_000	Wird es von einem anderen Pokémon angegriffen, wehrt es sich, indem es mit den Flügeln schlägt und giftigen Flügelstaub verstreut.
ZKN_MOON_013_000	
ZKN_MOON_014_000	
ZKN_MOON_015_000	
ZKN_MOON_016_000	
ZKN_MOON_017_000	
ZKN_MOON_018_000	
ZKN_MOON_019_000	Sie strotzen vor Lebenskraft und können selbst an schmutzigen Orten problemlos überleben. Bleiben sie ungestört, vermehren sie sich rasch.
ZKN_MOON_020_000	Es ist aggressiver, als sein Äußeres vermuten lässt. Hält man einen Finger vor sein Gesicht, muss man damit rechnen, dass es hineinbeißt.
ZKN_MOON_021_000	Bauern, deren Felder von Käfer-Pokémon befallen sind, schätzen Habitak wegen seines unstillbaren Appetits ganz besonders.
ZKN_MOON_022_000	Wie kürzlich bekannt wurde, existieren uralte Wandmalereien, auf denen Pokémon abgebildet sind, die Ähnlichkeiten mit Ibitak aufweisen.
ZKN_MOON_023_000	
ZKN_MOON_024_000	
ZKN_MOON_025_000	Es liegt in seiner Natur, konstant Elektrizität in sich anzustauen. Kann es diese nicht regelmäßig entladen, löst dies Stress aus.
ZKN_MOON_026_000	Wenn es sich elektrisch auflädt, steigt seine Aggressivität. Selbst sein Trainer läuft dann Gefahr, von ihm angegriffen zu werden.
ZKN_MOON_027_000	Es lebt hauptsächlich in trockenen Regionen und Wüsten, wo wenig Regen fällt. Es gräbt Löcher, um Käfer-Pokémon zu fangen.
ZKN_MOON_028_000	Es erklimmt mit seinen Krallen Bäume, rollt sich ein und wartet, bis Beute erscheint. Dann stürzt es sich als stachelige Kugel auf sie herab.
ZKN_MOON_029_000	
ZKN_MOON_030_000	
ZKN_MOON_031_000	
ZKN_MOON_032_000	
ZKN_MOON_033_000	
ZKN_MOON_034_000	
ZKN_MOON_035_000	Bei Vollmond versammeln sie sich und tanzen gemeinsam. Um sie herum entsteht dadurch ein ungewöhnliches Magnetfeld.
ZKN_MOON_036_000	Man sagt, zwei herumtollende Pixi zu sehen, verheiße eine glückliche Ehe.
ZKN_MOON_037_000	Es kann Feuerbälle speien, die Irrlichtern ähneln. Aus diesem Grund wird es gelegentlich für ein Gespenst gehalten.
ZKN_MOON_038_000	Man sagt, es könne bis zu 1 000 Jahre alt werden. Mit mystischen Kräften kontrolliert es das Feuer und brät sich damit seine Beute.
ZKN_MOON_039_000	Sein Stimmumfang übersteigt zwölf Oktaven. Wie gut ein Pummeluff singen kann, hängt jedoch davon ab, wie fleißig es übt.
ZKN_MOON_040_000	Es kann sich größer machen, indem es Luft einatmet. Mit Artgenossen wetteifert es, wer sich am meisten aufblasen kann.
ZKN_MOON_041_000	Sonnenlicht verursacht bei ihm Verbrennungen. Die Frequenz seiner Ultraschallwellen variiert von Schwarm zu Schwarm.
ZKN_MOON_042_000	Manchmal saugt es so viel Blut, dass es hilflos zu Boden fällt und leichte Beute für andere Pokémon wird.
ZKN_MOON_043_000	
ZKN_MOON_044_000	
ZKN_MOON_045_000	
ZKN_MOON_046_000	Die Pilze auf seinem Rücken heißen Tochukaso. Sie lassen sich als lebensverlängernde Medizin verwerten, wenn man sie trocknet und zermahlt.
ZKN_MOON_047_000	Der Pilz auf seinem Rücken stößt Giftsporen aus. Kocht man ihn ab, lässt er sich als natürliches Heilmittel verwerten.
ZKN_MOON_048_000	
ZKN_MOON_049_000	
ZKN_MOON_050_000	Digda wird gerne auf Farmen gezüchtet, da es das Erdreich, in dem es wohnt, gut durchpflügt und mit seinen Ausscheidungen düngt.
ZKN_MOON_051_000	Trotz seiner Beliebtheit bei Farmern und vielen anderen Menschen, hat noch niemand den unter der Erde versteckten Teil von Digdri gesehen.
ZKN_MOON_052_000	Es liebt glänzende Objekte. Mauzi und Kramurx nehmen sich oft gegenseitig die Beute weg, was regelmäßig zu heftigem Streit führt.
ZKN_MOON_053_000	Es ist von Natur aus sehr stolz, wenn auch nicht im gleichen Maße wie Snobilikat aus Alola. Sie lassen sich nur sehr schwer zähmen.
ZKN_MOON_054_000	Es wird permanent von Kopfschmerzen geplagt. Je größer diese Schmerzen sind, desto stärker werden seine Psycho-Kräfte.
ZKN_MOON_055_000	Es schwimmt Küstengebiete auf der Suche nach Fisch-Pokémon ab. Hat es eines gefangen, geht es ans Ufer, um es in aller Ruhe zu verschlingen.
ZKN_MOON_056_000	Es ärgert sich, bis es vor Erschöpfung eindöst. Doch selbst im Traum findet es keine Ruhe, also wacht es wieder auf und wird noch wütender.
ZKN_MOON_057_000	Der Theorie eines Forschers zufolge schäumt Rasaff sogar im Inneren von Pokébällen weiter vor Wut.
ZKN_MOON_058_000	Es mag zwar niedlich aussehen, doch nähert man sich dem Fukano eines fremden Trainers, bellt es laut und schnappt nach einem.
ZKN_MOON_059_000	Mithilfe der Energie, die das in ihm lodernde Feuer erzeugt, eilt es über Berg und Tal. Viele Legenden ranken sich um dieses Pokémon.
ZKN_MOON_060_000	Es kann noch nicht gut laufen. Sein Trainer sollte daher jeden Tag Laufübungen mit ihm durchführen.
ZKN_MOON_061_000	Es geht an Land, um sich auf die Suche nach Käfer-Pokémon zu machen. Diese nimmt es als Beute mit ins Wasser, wo es sie verzehrt.
ZKN_MOON_062_000	Sein Körperfettanteil geht gegen null. Es ist sehr schwer, besteht aber fast nur aus Muskeln. So konnte es seine Schwimmfähigkeiten ausbauen.
ZKN_MOON_063_000	Es bringt sich selbst im Schlaf mit Teleport vor Angreifern in Sicherheit. Wacht es danach auf, gerät es in Panik, weil es nicht weiß, wo es ist.
ZKN_MOON_064_000	Hält sich Kadabra in der Nähe von Geräten mit Bildschirmen wie Fernsehern auf, huscht ein Unglück bringender Schatten über den Screen.
ZKN_MOON_065_000	Seine Gehirnzellen vervielfachen sich sein ganzes Leben lang. Je älter ein Simsala ist, desto größer ist demzufolge auch sein Kopf.
ZKN_MOON_066_000	Es stemmt jeden Tag Georok, wodurch seine Muskelkraft ins schier Unendliche steigt. Daher kann es auch 100 Erwachsene zugleich tragen.
ZKN_MOON_067_000	Es bietet freiwillig seine Hilfe bei körperlicher Schwerstarbeit an, da es weiß, dass dies eine sehr effektive Form des Muskeltrainings ist.
ZKN_MOON_068_000	Es kann mühelos Kipplaster hochheben. Da es jedoch Grobmotoriker ist, sollte man ihm keine Arbeit geben, die Fingerspitzengefühl erfordert.
ZKN_MOON_069_000	
ZKN_MOON_070_000	
ZKN_MOON_071_000	
ZKN_MOON_072_000	Es treibt durch seichte Gewässer in der Nähe von Stränden. Durch seine Tentakel verursachte Verletzungen müssen sofort untersucht werden.
ZKN_MOON_073_000	In äußerst seltenen Fällen bilden sie einen Schwarm und rotten alle Fisch-Pokémon in der näheren Umgebung aus.
ZKN_MOON_074_000	Man findet sie in rauen Mengen am Straßenrand. Ein Forscher hat in seiner Freizeit auf einer Straße einmal 100 Exemplare gezählt.
ZKN_MOON_075_000	Da sich seine Beine nicht zum Gehen eignen, bewegt es sich rollend fort. Kommt es richtig in Fahrt, erreicht es dabei bis zu 100 km/h.
ZKN_MOON_076_000	Einmal im Jahr häutet es sich. Die abgestreifte Haut wird oft von Bauern eingesammelt, da sie sich ausgezeichnet als Dünger verwenden lässt.
ZKN_MOON_077_000	
ZKN_MOON_078_000	
ZKN_MOON_079_000	In Alola bereiten viele Familien Flegmon-Ruten zu, indem sie diese zuerst trocknen und dann in Salzwasser kochen.
ZKN_MOON_080_000	Beißt das Muschas an seinem Schweif beherzt zu, hat es eine geniale Idee, die es aber sofort wieder vergisst.
ZKN_MOON_081_000	Es sendet elektromagnetische Wellen aus und segelt durch die Luft. Berührt man es, während es Strom saugt, bekommt man einen Schlag.
ZKN_MOON_082_000	Seine Stromstärke ist fast dreimal so hoch wie die eines Magnetilos. Es erscheint vermehrt, wenn Flecken auf der Sonne auftauchen.
ZKN_MOON_083_000	
ZKN_MOON_084_000	
ZKN_MOON_085_000	
ZKN_MOON_086_000	
ZKN_MOON_087_000	
ZKN_MOON_088_000	Schlamm, der Röntgenstrahlung vom Mond ausgesetzt war, wurde zu Sleima. Sinkt die Zahl der Bakterien in seinem Körper, stirbt es.
ZKN_MOON_089_000	Es wird immer seltener gesehen, da zunehmend mehr Wert auf Umweltschutz gelegt wird. Man vermutet, dass es irgendwann ganz ausstirbt.
ZKN_MOON_090_000	Seine Zunge hängt immer aus seiner Schale. Es sucht nach Beute, indem es mit ihr gezielt den Sand am Meeresboden aufwirbelt.
ZKN_MOON_091_000	In Gräbern alter Jägervölker werden oft Speere ausgegraben, welche aus abgebrochenen Stacheln seiner Schale gefertigt wurden.
ZKN_MOON_092_000	Dass sich ein Nebulak in der Nähe aufhält, erkennt man hauptsächlich an einem süßlichen Duft. Sehen kann man es fast gar nicht.
ZKN_MOON_093_000	Es ist lichtscheu und bevorzugt die Dunkelheit. Aufgrund der hellen Lichter der Großstädte ist es dort vom Aussterben bedroht.
ZKN_MOON_094_000	Gengar raubt Menschen das Leben, um einen Begleiter an seiner Seite zu haben, der wie es selbst einmal ein Mensch war.
ZKN_MOON_095_000	
ZKN_MOON_096_000	Lustige Träume schmecken ihm am besten. Ist man nett zu ihm, zeigt es einem ab und an Träume, die ihm besonders gemundet haben.
ZKN_MOON_097_000	Es versetzt jeden, dem es begegnet, sofort in Schlaf und kostet seine Träume. Schmeckt ihm ein Traum, nimmt es die Person mit.
ZKN_MOON_098_000	
ZKN_MOON_099_000	
ZKN_MOON_100_000	
ZKN_MOON_101_000	
ZKN_MOON_102_000	Es besteht aus sechs Eiern. Krabbox versucht oft, es sich einzuverleiben, doch wehrt es sich tapfer mit seinen Psycho-Kräften.
ZKN_MOON_103_000	Zu einer bestimmten Jahreszeit fällt einer seiner drei Köpfe ab. Dieser wird schließlich zu einem neuen Owei.
ZKN_MOON_104_000	Der Schädel auf seinem Kopf gehörte seiner verstorbenen Mutter. Überwindet es diesen Verlust, setzt angeblich die Entwicklung ein.
ZKN_MOON_105_000	Es wirft seinen Knochen bumeranggleich nach Grypheldis, dem Erzfeind seiner Vorstufe, um es vom Himmel zu holen und sich an ihm zu rächen.
ZKN_MOON_106_000	
ZKN_MOON_107_000	
ZKN_MOON_108_000	
ZKN_MOON_109_000	
ZKN_MOON_110_000	
ZKN_MOON_111_000	
ZKN_MOON_112_000	
ZKN_MOON_113_000	Es ist äußerst selten und kann zudem sehr schnell davonlaufen. Schafft man es trotzdem, eins zu fangen, bringt es angeblich Glück.
ZKN_MOON_114_000	
ZKN_MOON_115_000	Das Junge verlässt den Beutel der Mutter im Alter von drei Jahren. Dies ist der einzige Zeit- punkt, zu dem man die Mutter laut weinen hört.
ZKN_MOON_116_000	
ZKN_MOON_117_000	
ZKN_MOON_118_000	Einige Trainer sind von seinem langen Horn und seiner Eleganz so entzückt, dass sie ausschließlich Goldini trainieren.
ZKN_MOON_119_000	Golkings Fangemeinde spaltet sich in zwei Lager, die sich gegenseitig nicht riechen können: die Hornenthusiasten und die Flossenfans.
ZKN_MOON_120_000	Es wird ab und zu von Lumineon angeknabbert, aber solange es seinen roten Kern hat, kann es den abgebissenen Teil sofort wiederherstellen.
ZKN_MOON_121_000	Aufgrund seiner ungewöhnlichen Körperform hegen viele Einheimische den Verdacht, es sei in Wirklichkeit ein Eindringling aus dem All.
ZKN_MOON_122_000	
ZKN_MOON_123_000	Junge Sichlor wohnen in Gruppen tief in den Bergen. Dort trainieren sie ihre Schnelligkeit und üben den Kampf mit Sicheln.
ZKN_MOON_124_000	
ZKN_MOON_125_000	Die Menge an Elektrizität, die aus seinem Körper austritt, ist sehr viel größer als jene, die es über seine Nahrung zu sich nimmt.
ZKN_MOON_126_000	Ist es wütend, stößt es glühend heiße Flammen aus. Es hört damit erst auf, wenn von seinem Gegner nur noch Asche übrig ist.
ZKN_MOON_127_000	Ein Stoß mit seinen Hörnern reicht, um große Bäume zu zersplittern. In Alola ist Donarion sein größter Rivale.
ZKN_MOON_128_000	Obwohl es sonst für seine ungestüme Art bekannt ist, gelten Exemplare aus Alola als vergleichsweise gelassen.
ZKN_MOON_129_000	Da es immer nur leichtsinnig herumplatscht, ist es leichte Beute für hungrige Pokémon. Für viele ist es daher ein Lebensretter.
ZKN_MOON_130_000	Manche Menschen sind fest davon überzeugt, dass Orte, an denen ein Garados erscheint, dem Untergang geweiht sind.
ZKN_MOON_131_000	Es wäre einst durch übermäßiges Fischen fast ausgestorben. Durch ein strenges Abkommen zum Artenschutz gibt es nun fast zu viele.
ZKN_MOON_132_000	Dank seiner Fähigkeiten als Gestaltwandler kann es sich mit allen Lebewesen anfreunden. Nur mit Artgenossen kommt es nicht zurecht.
ZKN_MOON_133_000	Nach derzeitigem Forschungsstand kann es sich zu acht verschiedenen Pokémon entwickeln.
ZKN_MOON_134_000	Es wird eins mit dem Wasser und somit unsichtbar. So wartet es heimlich, still und leise auf Fisch-Pokémon, die es sich als Beute fängt.
ZKN_MOON_135_000	Steht ihm das Fell zu Berge, ist das ein Zeichen, dass es gleich aus seinem Mund einen Blitz abfeuert. In seiner Nähe schlagen oft Blitze ein.
ZKN_MOON_136_000	Seine Körpertemperatur beträgt im Durchschnitt 700 bis 800 ºC. In einem Flammensack im Körper erzeugt es ein Feuer von 1 700 ºC.
ZKN_MOON_137_000	Es kann seinen Körper in Daten umwandeln und somit nach Belieben den virtuellen Raum betreten und verlassen.
ZKN_MOON_138_000	
ZKN_MOON_139_000	
ZKN_MOON_140_000	
ZKN_MOON_141_000	
ZKN_MOON_142_000	Zu Urzeiten war es der Herrscher der Lüfte. Es wird allgemein angenommen, dass es infolge eines Kometenabsturzes ausstarb.
ZKN_MOON_143_000	Es nimmt jeden Tag 400 kg an Nahrung zu sich. Es schläft beim Essen ein und frisst selbst im Schlaf noch weiter.
ZKN_MOON_144_000	
ZKN_MOON_145_000	
ZKN_MOON_146_000	
ZKN_MOON_147_000	Seine Existenz konnte endlich nachgewiesen werden, nachdem es einem Angler gelang, es nach einem zehnstündigen Kampf zu fangen.
ZKN_MOON_148_000	Bauern verehren es schon seit Urzeiten, da es die Fähigkeit besitzt, das Wetter zu beeinflussen.
ZKN_MOON_149_000	Eigentlich ist es ein äußerst sanftmütiges Pokémon, aber wenn man es verärgert, schlägt es alles um sich herum kurz und klein.
ZKN_MOON_150_000	
ZKN_MOON_151_000	
ZKN_MOON_152_000	
ZKN_MOON_153_000	
ZKN_MOON_154_000	
ZKN_MOON_155_000	
ZKN_MOON_156_000	
ZKN_MOON_157_000	
ZKN_MOON_158_000	
ZKN_MOON_159_000	
ZKN_MOON_160_000	
ZKN_MOON_161_000	
ZKN_MOON_162_000	
ZKN_MOON_163_000	
ZKN_MOON_164_000	
ZKN_MOON_165_000	Es nutzt eine duftende Flüssigkeit, um mit seinen Artgenossen zu kommunizieren. Ist es wütend, nimmt diese einen stechenden Geruch an.
ZKN_MOON_166_000	Es kämpft, indem es mit seinen vier Armen Schläge verteilt. Da diese jedoch kaum Wucht haben, setzt es alles auf lange Schlagserien.
ZKN_MOON_167_000	Einige Fischer knüpfen sich aus seinem robusten Faden Netze, mit denen sie dann Fisch-Pokémon fangen.
ZKN_MOON_168_000	Es kann mit dem Hinterleib und dem Mund Fäden spinnen. Mit diesen fesselt es seine Beute und entzieht ihr gemächlich alle Flüssigkeit.
ZKN_MOON_169_000	Mit seinen vier Flügeln kann es schnell und leise fliegen. Ehe seine Beute sich versieht, hat es sie schon gebissen und ihr alles Blut ausgesaugt.
ZKN_MOON_170_000	Es lebt in den Tiefen des Meeres, zu denen kein Licht durchdringt. Es kommuniziert mit anderen Lampi, indem es seine Antennen aufblitzen lässt.
ZKN_MOON_171_000	Es blendet seine Beute mit einem starken Blitz. Sieht es eine Chance zuzuschlagen, greift es sie mit Elektrizität an.
ZKN_MOON_172_000	Pichu sind sehr niedlich, aber wer mit einem zusammenleben will, sollte sich besser auf regelmäßige Stromschläge gefasst machen.
ZKN_MOON_173_000	Aufgrund seines Aussehens wird es oft für einen Stern gehalten. Aus unbekannten Gründen liebt es Meteno über alles.
ZKN_MOON_174_000	Es bewegt sich hüpfend umher. Gerät es dabei ins Schwitzen, sondert es einen süßlichen Duft ab.
ZKN_MOON_175_000	
ZKN_MOON_176_000	
ZKN_MOON_177_000	
ZKN_MOON_178_000	
ZKN_MOON_179_000	
ZKN_MOON_180_000	
ZKN_MOON_181_000	
ZKN_MOON_182_000	
ZKN_MOON_183_000	
ZKN_MOON_184_000	
ZKN_MOON_185_000	Es ist vor allem bei alten Leuten beliebt. Je größer sein Grünanteil, desto mehr wird es in Fankreisen geschätzt.
ZKN_MOON_186_000	Es ist der Anführer von Quapsel und Quaputzi. Fängt Quaxo an seinen Unmut zu äußern, nehmen alle vor lauter Angst sofort Reißaus.
ZKN_MOON_187_000	
ZKN_MOON_188_000	
ZKN_MOON_189_000	
ZKN_MOON_190_000	
ZKN_MOON_191_000	
ZKN_MOON_192_000	
ZKN_MOON_193_000	
ZKN_MOON_194_000	
ZKN_MOON_195_000	
ZKN_MOON_196_000	Über die Kugel an seiner Stirn feuert es Psycho-Kräfte ab. Geht ihm die Kraft aus, verliert die Farbe der Kugel an Glanz.
ZKN_MOON_197_000	Sein schwarzes Fell verschmilzt mit der Nacht. Es lauert seiner Beute geduldig auf und beißt ihr bei erster Gelegenheit die Kehle durch.
ZKN_MOON_198_000	Es ist als Unglücksbringer verschrien, aber wenn es sich mit seinem Trainer gut versteht, schenkt es ihm allerlei funkelnde und glitzernde Objekte.
ZKN_MOON_199_000	Es ist so berühmt für seine Intelligenz, dass sich vielerorts das Sprichwort „Nicht verzagen, Laschoking fragen!“ durchgesetzt hat.
ZKN_MOON_200_000	Hört man ein Schluchzen in einem leeren Zimmer, handelt es sich dabei eindeutig um einen Streich von Traunfugil.
ZKN_MOON_201_000	
ZKN_MOON_202_000	
ZKN_MOON_203_000	
ZKN_MOON_204_000	
ZKN_MOON_205_000	
ZKN_MOON_206_000	
ZKN_MOON_207_000	
ZKN_MOON_208_000	
ZKN_MOON_209_000	Es brüllt, um seine Feinde zu verunsichern. Normalerweise geht es die Dinge gemütlich an und schläft den halben Tag.
ZKN_MOON_210_000	Es ist noch schüchterner als Snubbull. Der Kontrast zwischen seinem Äußeren und seinem Wesen macht es bei jungen Leuten so beliebt.
ZKN_MOON_211_000	
ZKN_MOON_212_000	Sobald es einen Gegner bemerkt, schlägt es ihn mit seinen stahlharten Scheren erbarmungslos nieder.
ZKN_MOON_213_000	
ZKN_MOON_214_000	
ZKN_MOON_215_000	Es rammt seine Krallen in Eier und schlürft ihren Inhalt aus. Pokémon-Züchter können es aus diesem Grund nicht ausstehen.
ZKN_MOON_216_000	
ZKN_MOON_217_000	
ZKN_MOON_218_000	
ZKN_MOON_219_000	
ZKN_MOON_220_000	
ZKN_MOON_221_000	
ZKN_MOON_222_000	Drohen die Arme auf seinem Kopf von einem Garstella verschlungen zu werden, wirft es diese ab und sucht das Weite.
ZKN_MOON_223_000	
ZKN_MOON_224_000	
ZKN_MOON_225_000	Es hat die Angewohnheit, seine eigene Nahrung mit Menschen und Pokémon zu teilen, und ist deshalb stets unterwegs auf Futtersuche.
ZKN_MOON_226_000	
ZKN_MOON_227_000	Sein stählerner Körper ist robust, aber anfällig für Rost. Regnerische Tage verbringt es daher geduldig in seinem Nest.
ZKN_MOON_228_000	
ZKN_MOON_229_000	
ZKN_MOON_230_000	
ZKN_MOON_231_000	
ZKN_MOON_232_000	
ZKN_MOON_233_000	Porygon erfuhr ein Upgrade auf diese Version mit dem Ziel, andere Planeten zu erschließen. Bislang bleibt diese Vision unverwirklicht.
ZKN_MOON_234_000	
ZKN_MOON_235_000	Hinterlässt allerlei Markierungen, um sein Revier zu kennzeichnen. Wände in Städten mit vielen Farbeagle sind daher ziemlich vollgeschmiert.
ZKN_MOON_236_000	
ZKN_MOON_237_000	
ZKN_MOON_238_000	
ZKN_MOON_239_000	Es muss sich oft mit Togedemaru herumärgern, das ihm Strom klauen will. Ihre Raufereien enden jedoch meist unentschieden.
ZKN_MOON_240_000	Ein berühmter Kunstkeramiker hat ein Magby als Mitbewohner. Seine Kunstwerke profitieren von den sanften Flammen, die es ausstößt.
ZKN_MOON_241_000	Den meisten Menschen dient Miltank in erster Linie als Milchlieferant, doch es ist stark genug, um auch im Kampf eine gute Figur abzugeben.
ZKN_MOON_242_000	Sein flauschiges Fell ist wie ein Sensor, mit dem es die Gefühle von Pokémon und Menschen wahrnehmen kann.
ZKN_MOON_243_000	
ZKN_MOON_244_000	
ZKN_MOON_245_000	
ZKN_MOON_246_000	
ZKN_MOON_247_000	
ZKN_MOON_248_000	
ZKN_MOON_249_000	
ZKN_MOON_250_000	
ZKN_MOON_251_000	
ZKN_MOON_252_000	
ZKN_MOON_253_000	
ZKN_MOON_254_000	
ZKN_MOON_255_000	
ZKN_MOON_256_000	
ZKN_MOON_257_000	
ZKN_MOON_258_000	
ZKN_MOON_259_000	
ZKN_MOON_260_000	
ZKN_MOON_261_000	
ZKN_MOON_262_000	
ZKN_MOON_263_000	
ZKN_MOON_264_000	
ZKN_MOON_265_000	
ZKN_MOON_266_000	
ZKN_MOON_267_000	
ZKN_MOON_268_000	
ZKN_MOON_269_000	
ZKN_MOON_270_000	
ZKN_MOON_271_000	
ZKN_MOON_272_000	
ZKN_MOON_273_000	
ZKN_MOON_274_000	
ZKN_MOON_275_000	
ZKN_MOON_276_000	
ZKN_MOON_277_000	
ZKN_MOON_278_000	Fischer halten gerne Ausschau nach Wingull, denn wo diese ihre Kreise ziehen, scharen sich unter Wasser Schwärme von Fisch-Pokémon.
ZKN_MOON_279_000	Die jungen Männchen beschaffen die Nahrung. Sie sammeln die Beute in ihrem großen Schnabel und bringen sie zurück ins Nest zu den anderen.
ZKN_MOON_280_000	
ZKN_MOON_281_000	
ZKN_MOON_282_000	
ZKN_MOON_283_000	Wittert es Gefahr, scheidet es eine süßliche Flüssigkeit aus seinem Kopf aus. Vogel-Pokémon behagt dieser Geschmack überhaupt nicht.
