~~~~~~~~~~~~~~~
Text File : itemname_fra.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	Aucun objet
ZKN_SUN_370_000	Un Lovdisc esseulé perd tout entrain et baisse sa garde. Le Bekipan n'attend que cela pour frapper.
ZKN_SUN_371_000	Sa lubie de voler lui viendrait d'une information contenue dans ses gènes.
ZKN_SUN_372_000	À l'intérieur de sa carapace, ses cellules subissent un bouleversement cataclysmique. Il se prépare ainsi à son évolution.
ZKN_SUN_373_000	Quand il est pris de colère, il perd toute mesure et détruit ce qui l'entoure. Tant qu'il lui reste une once d'énergie, il continue de tout dévaster.
ZKN_SUN_374_000	Toutes ses cellules sont en fait des aimants. Il utilise la force magnétique pour communiquer avec ses congénères.
ZKN_SUN_375_000	Lorsque deux Terhal fusionnent, leurs pouvoirs psychiques sont doublés. En revanche, ils ne deviennent pas plus futés.
ZKN_SUN_376_000	Avec ses quatre groupes de griffes et son corps imposant, il immobilise ses victimes pour ensuite mieux les dévorer.
ZKN_SUN_377_000	
ZKN_SUN_378_000	
ZKN_SUN_379_000	
ZKN_SUN_380_000	
ZKN_SUN_381_000	
ZKN_SUN_382_000	
ZKN_SUN_383_000	
ZKN_SUN_384_000	
ZKN_SUN_385_000	
ZKN_SUN_386_000	
ZKN_SUN_387_000	
ZKN_SUN_388_000	
ZKN_SUN_389_000	
ZKN_SUN_390_000	
ZKN_SUN_391_000	
ZKN_SUN_392_000	
ZKN_SUN_393_000	
ZKN_SUN_394_000	
ZKN_SUN_395_000	
ZKN_SUN_396_000	
ZKN_SUN_397_000	
ZKN_SUN_398_000	
ZKN_SUN_399_000	
ZKN_SUN_400_000	
ZKN_SUN_401_000	
ZKN_SUN_402_000	
ZKN_SUN_403_000	
ZKN_SUN_404_000	
ZKN_SUN_405_000	
ZKN_SUN_406_000	
ZKN_SUN_407_000	
ZKN_SUN_408_000	Il peuplait les jungles il y a 100 millions d'années et se débarrassait de son grand rival, Ptéra, en lui donnant des coups de tête.
ZKN_SUN_409_000	À force d'enchaîner les coups de tête, sa calotte crânienne s'est épaissie. Son cerveau a donc dû rétrécir et il est plus petit que celui du Kranidos.
ZKN_SUN_410_000	Dans les nombreux fossiles trouvés, presque aucune plaque faciale ne porte de trace de blessure ou d'ébréchure.
ZKN_SUN_411_000	S'il peut parer quasiment tous les assauts de face, il est extrêmement vulnérable aux attaques par-derrière.
ZKN_SUN_412_000	
ZKN_SUN_413_000	
ZKN_SUN_414_000	
ZKN_SUN_415_000	
ZKN_SUN_416_000	
ZKN_SUN_417_000	
ZKN_SUN_418_000	
ZKN_SUN_419_000	
ZKN_SUN_420_000	
ZKN_SUN_421_000	
ZKN_SUN_422_000	Il vit principalement sur les rivages rocheux. Sa forme et sa couleur peuvent varier selon son environnement et son alimentation.
ZKN_SUN_423_000	Il se régénère très vite. Même si des Pokémon poissons en croquent un bout, il est à nouveau comme neuf au bout de quelques heures.
ZKN_SUN_424_000	
ZKN_SUN_425_000	Il guide les petits enfants par la main vers l'autre monde. Mais seulement les plus jeunes, car après, ils sont trop lourds pour lui.
ZKN_SUN_426_000	Un jour, un homme a grimpé sur un Grodrive pour partir en voyage. Personne ne l'a jamais revu.
ZKN_SUN_427_000	
ZKN_SUN_428_000	
ZKN_SUN_429_000	Un Pokémon aux pouvoirs terrifiants : il sort de nulle part en maugréant des incantations et en lançant des malédictions.
ZKN_SUN_430_000	Un seul des puissants croassements de ce Pokémon nocturne lui permet de rassembler une centaine de Cornèbre, ses sous-fifres.
ZKN_SUN_431_000	
ZKN_SUN_432_000	
ZKN_SUN_433_000	
ZKN_SUN_434_000	
ZKN_SUN_435_000	
ZKN_SUN_436_000	
ZKN_SUN_437_000	
ZKN_SUN_438_000	Comme il a horreur de l'eau, on le trouve surtout dans les régions arides. Avec si peu de verdure alentour, on le repère tout de suite.
ZKN_SUN_439_000	
ZKN_SUN_440_000	Il transporte un petit caillou rond et blanc dans sa poche ventrale. Il arrive même qu'il le donne aux personnes qu'il aime bien.
ZKN_SUN_441_000	
ZKN_SUN_442_000	
ZKN_SUN_443_000	On le trouve dans les cavernes bien chauffées par géothermie. S'il a froid malgré tout, il dort en tas avec ses congénères pour se réchauffer.
ZKN_SUN_444_000	Il perd parfois ses écailles quand il mue. Les remèdes à base d'écailles de Carmache sont de puissants toniques.
ZKN_SUN_445_000	Il vole aussi vite qu'un avion à réaction. Si en vol il croise une nuée de Pokémon oiseaux, il les avale d'une seule bouchée.
ZKN_SUN_446_000	Il mange chaque jour l'équivalent de son propre poids. Il consomme sa nourriture en quantité, mais il se moque bien du goût qu'elle a.
ZKN_SUN_447_000	Il perçoit sous forme d'ondes les émotions des humains et des Pokémon, ainsi que tout ce qui l'entoure.
ZKN_SUN_448_000	Ne se contentant pas de percevoir les auras, il peut également les modifier. Il n'hésite pas à s'en servir en plein combat.
ZKN_SUN_449_000	
ZKN_SUN_450_000	
ZKN_SUN_451_000	
ZKN_SUN_452_000	
ZKN_SUN_453_000	
ZKN_SUN_454_000	
ZKN_SUN_455_000	
ZKN_SUN_456_000	Il stocke les rayons solaires grâce aux parties roses de sa peau, qui brillent ensuite. Il s'agirait en fait d'une technique de camouflage.
ZKN_SUN_457_000	Il attire ses proies en émettant de la lumière, mais à son grand dam, cela attire aussi ses prédateurs : les Pokémon poissons carnassiers.
ZKN_SUN_458_000	
ZKN_SUN_459_000	
ZKN_SUN_460_000	
ZKN_SUN_461_000	Il se déplace en groupe de quatre ou cinq. Lors de la chasse, il laisse des signes sur les arbres ou les rochers pour communiquer efficacement.
ZKN_SUN_462_000	Ses trois unités émettent une force magnétique. Il n'est pas rare que les gens le confondent avec un OVNI quand il vole dans le ciel.
ZKN_SUN_463_000	
ZKN_SUN_464_000	
ZKN_SUN_465_000	
ZKN_SUN_466_000	Il connecte le bout de sa queue à son ennemi et libère une violente décharge. L'ennemi est instantanément grillé.
ZKN_SUN_467_000	Il vit dans les cratères de volcans. On dit que chaque volcan ne peut abriter qu'un seul couple de Maganon.
ZKN_SUN_468_000	
ZKN_SUN_469_000	
ZKN_SUN_470_000	Sa structure cellulaire est plus proche de celle des végétaux que de celle des animaux. Il produit de l'énergie par photosynthèse.
ZKN_SUN_471_000	Il peut contrôler la température de son corps à volonté et générer des cristaux de glace en gelant l'humidité de l'air.
ZKN_SUN_472_000	
ZKN_SUN_473_000	
ZKN_SUN_474_000	Il a été modifié pour devenir encore plus efficace, mais cela a entraîné plusieurs bugs. Maintenant, il se conduit très bizarrement.
ZKN_SUN_475_000	
ZKN_SUN_476_000	Il émet un puissant champ magnétique qui rend tous les appareils électriques des alentours inutilisables.
ZKN_SUN_477_000	
ZKN_SUN_478_000	Il congèle les humains et les Pokémon qui lui plaisent. Il les emporte ensuite dans sa tanière pour les admirer à loisir.
ZKN_SUN_479_000	
ZKN_SUN_480_000	
ZKN_SUN_481_000	
ZKN_SUN_482_000	
ZKN_SUN_483_000	
ZKN_SUN_484_000	
ZKN_SUN_485_000	
ZKN_SUN_486_000	
ZKN_SUN_487_000	
ZKN_SUN_488_000	
ZKN_SUN_489_000	
ZKN_SUN_490_000	
ZKN_SUN_491_000	
ZKN_SUN_492_000	
ZKN_SUN_493_000	
ZKN_SUN_494_000	
ZKN_SUN_495_000	
ZKN_SUN_496_000	
ZKN_SUN_497_000	
ZKN_SUN_498_000	
ZKN_SUN_499_000	
ZKN_SUN_500_000	
ZKN_SUN_501_000	
ZKN_SUN_502_000	
ZKN_SUN_503_000	
ZKN_SUN_504_000	
ZKN_SUN_505_000	
ZKN_SUN_506_000	Très sage, il n'aboie et ne mord pas sans raison, ce qui en fait un Pokémon domestique très apprécié des Dresseurs casaniers.
ZKN_SUN_507_000	Son poil long et très dur pousse à une vitesse ahurissante, et son toilettage coûte un bras. Une plaie à élever.
ZKN_SUN_508_000	Sagesse, gentillesse et bravoure sont les mots qui qualifient le mieux ce Pokémon, devenu l'inséparable partenaire des équipes de secours.
ZKN_SUN_509_000	
ZKN_SUN_510_000	
ZKN_SUN_511_000	
ZKN_SUN_512_000	
ZKN_SUN_513_000	
ZKN_SUN_514_000	
ZKN_SUN_515_000	
ZKN_SUN_516_000	
ZKN_SUN_517_000	
ZKN_SUN_518_000	
ZKN_SUN_519_000	
ZKN_SUN_520_000	
ZKN_SUN_521_000	
ZKN_SUN_522_000	
ZKN_SUN_523_000	
ZKN_SUN_524_000	Ce Pokémon est né dans les entrailles de la terre. Il adore comparer sa solidité à celle de ses amis, Racaillou et Strassie.
ZKN_SUN_525_000	Chaque cristal orangé sur son corps est un condensé d'énergie pouvant fournir du carburant à une centaine de poids lourds.
ZKN_SUN_526_000	Il absorbe les rayons solaires pour tirer des balles d'énergie incroyablement destructrices. Une arme inutilisable s'il pleut ou s'il fait nuit.
ZKN_SUN_527_000	
ZKN_SUN_528_000	
ZKN_SUN_529_000	
ZKN_SUN_530_000	
ZKN_SUN_531_000	
ZKN_SUN_532_000	
ZKN_SUN_533_000	
ZKN_SUN_534_000	
ZKN_SUN_535_000	
ZKN_SUN_536_000	
ZKN_SUN_537_000	
ZKN_SUN_538_000	
ZKN_SUN_539_000	
ZKN_SUN_540_000	
ZKN_SUN_541_000	
ZKN_SUN_542_000	
ZKN_SUN_543_000	
ZKN_SUN_544_000	
ZKN_SUN_545_000	
ZKN_SUN_546_000	Les Doudouvet se collent entre eux quand ils se rencontrent. Lorsqu'ils sont assez nombreux, ils forment de véritables cumulonimbus vivants.
ZKN_SUN_547_000	Il s'introduit chez les gens à la faveur d'un courant d'air, répand du coton aux quatre coins de la pièce puis repart comme si de rien n'était.
ZKN_SUN_548_000	Les feuilles sur sa tête sont amères à en cracher ses papilles, mais peuvent requinquer les corps les plus meurtris, surtout en infusion.
ZKN_SUN_549_000	La main la plus verte au monde ne saurait faire éclore une fleur de Fragilady aussi belle que celles qui s'épanouissent à l'état sauvage.
ZKN_SUN_550_000	
ZKN_SUN_551_000	Ce Pokémon avance tapi dans le sable, une manière pour lui de se cacher des prédateurs et de maintenir sa température corporelle.
ZKN_SUN_552_000	Les Escroco se déplacent en bandes, souvent menées par une femelle. La plupart du temps, les mâles se chargent de collecter la nourriture.
ZKN_SUN_553_000	Ses yeux perçants lui permettent de détecter une petite proie à 50 km, même au cœur d'une tempête de sable.
ZKN_SUN_554_000	
ZKN_SUN_555_000	
ZKN_SUN_556_000	
ZKN_SUN_557_000	
ZKN_SUN_558_000	
ZKN_SUN_559_000	
ZKN_SUN_560_000	
ZKN_SUN_561_000	
ZKN_SUN_562_000	
ZKN_SUN_563_000	
ZKN_SUN_564_000	L'étude de sa structure squelettique suggère qu'il était autrefois capable de plonger jusqu'à 1 000 m de profondeur.
ZKN_SUN_565_000	Pour se constituer une carapace solide, il devait réduire en miettes les os et coquilles riches en minéraux de ses proies avant de les avaler.
ZKN_SUN_566_000	Il est l'ancêtre commun de tous les Pokémon oiseaux. Incapable de voler, il se déplaçait en planant depuis la cime des arbres.
ZKN_SUN_567_000	Bien qu'ayant enfin acquis la capacité de voler, ce Pokémon préférait bien souvent courir sur le sol, à une vitesse moyenne de 40 km/h.
ZKN_SUN_568_000	Il affectionne particulièrement les endroits insalubres. À Alola, il n'est pas rare de voir des Tadmorv courir après des Miamiasme.
ZKN_SUN_569_000	Méfiez-vous du poison qu'il projette de son bras droit, sans quoi ses toxines non identifiées vous feront passer un sale quart d'heure.
ZKN_SUN_570_000	
ZKN_SUN_571_000	
ZKN_SUN_572_000	
ZKN_SUN_573_000	
ZKN_SUN_574_000	
ZKN_SUN_575_000	
ZKN_SUN_576_000	
ZKN_SUN_577_000	
ZKN_SUN_578_000	
ZKN_SUN_579_000	
ZKN_SUN_580_000	
ZKN_SUN_581_000	
ZKN_SUN_582_000	Né dans une colonne de glace, ce Pokémon peut créer des flocons de neige de son souffle glacé, voire même faire tomber la neige en été.
ZKN_SUN_583_000	Son corps fond les jours de canicule. Il suffit heureusement de le congeler pour qu'il reprenne forme, mais il restera un tantinet flagada.
ZKN_SUN_584_000	Chacune de ses deux têtes possède un cerveau distinct. Elles doivent s'entendre pour que Sorbouboul souffle son blizzard sur l'ennemi.
ZKN_SUN_585_000	
ZKN_SUN_586_000	
ZKN_SUN_587_000	Telle une cape de super-héros, sa membrane de peau lui permet de planer. Il décharge alors son électricité sur ses ennemis... et ses alliés.
ZKN_SUN_588_000	
ZKN_SUN_589_000	
ZKN_SUN_590_000	
ZKN_SUN_591_000	
ZKN_SUN_592_000	
ZKN_SUN_593_000	
ZKN_SUN_594_000	Il recueille les Pokémon blessés et referme leurs plaies grâce à son mucus spécial. Par pur altruisme ? Nul ne le sait.
ZKN_SUN_595_000	
ZKN_SUN_596_000	
ZKN_SUN_597_000	
ZKN_SUN_598_000	
ZKN_SUN_599_000	
ZKN_SUN_600_000	
ZKN_SUN_601_000	
ZKN_SUN_602_000	
ZKN_SUN_603_000	
ZKN_SUN_604_000	
ZKN_SUN_605_000	
ZKN_SUN_606_000	
ZKN_SUN_607_000	
ZKN_SUN_608_000	
ZKN_SUN_609_000	
ZKN_SUN_610_000	
ZKN_SUN_611_000	
ZKN_SUN_612_000	
ZKN_SUN_613_000	
ZKN_SUN_614_000	
ZKN_SUN_615_000	
ZKN_SUN_616_000	
ZKN_SUN_617_000	
ZKN_SUN_618_000	
ZKN_SUN_619_000	
ZKN_SUN_620_000	
ZKN_SUN_621_000	
ZKN_SUN_622_000	
ZKN_SUN_623_000	
ZKN_SUN_624_000	
ZKN_SUN_625_000	
ZKN_SUN_626_000	
ZKN_SUN_627_000	Il s'attaque à tout ce qui bouge, sans discrimination. Ses blessures et échecs ne font que le rendre plus fort.
ZKN_SUN_628_000	Rien n'effraie cet intrépide Pokémon, pas même la mort. Jadis, les gens d'Alola le surnommaient « le preux chevalier du ciel » avec respect.
ZKN_SUN_629_000	Il protège son tendre popotin avec le crâne d'une de ses proies. Il en change régulièrement en grandissant.
ZKN_SUN_630_000	Les Vaututrice femelles se parent d'ossements pour leur parade nuptiale. On attend toujours de découvrir si les mâles existent ou pas.
ZKN_SUN_631_000	
ZKN_SUN_632_000	
ZKN_SUN_633_000	
ZKN_SUN_634_000	
ZKN_SUN_635_000	
ZKN_SUN_636_000	
ZKN_SUN_637_000	
ZKN_SUN_638_000	
ZKN_SUN_639_000	
ZKN_SUN_640_000	
ZKN_SUN_641_000	
ZKN_SUN_642_000	
ZKN_SUN_643_000	
ZKN_SUN_644_000	
ZKN_SUN_645_000	
ZKN_SUN_646_000	
ZKN_SUN_647_000	
ZKN_SUN_648_000	
ZKN_SUN_649_000	
ZKN_SUN_650_000	
ZKN_SUN_651_000	
ZKN_SUN_652_000	
ZKN_SUN_653_000	
ZKN_SUN_654_000	
ZKN_SUN_655_000	
ZKN_SUN_656_000	
ZKN_SUN_657_000	
ZKN_SUN_658_000	
ZKN_SUN_659_000	
ZKN_SUN_660_000	
ZKN_SUN_661_000	C'est un Pokémon affectueux et très facile à élever, mais une fois en situation de combat, il devient un adversaire implacable.
ZKN_SUN_662_000	Il crache des escarbilles par le bec, en visant sa proie. Une fois celle-ci capturée, il la fait rôtir avant de la déguster.
ZKN_SUN_663_000	Il raffole des Goélise et des Picassaut. Il déstabilise ses proies d'un bon coup de patte avant de les capturer avec ses serres acérées.
ZKN_SUN_664_000	
ZKN_SUN_665_000	
ZKN_SUN_666_000	
ZKN_SUN_667_000	
ZKN_SUN_668_000	
ZKN_SUN_669_000	
ZKN_SUN_670_000	
ZKN_SUN_671_000	
ZKN_SUN_672_000	
ZKN_SUN_673_000	
ZKN_SUN_674_000	Il grandit en copiant les poses et les mimiques de ce gros cador de Pandarbare, qu'il considère comme son mentor.
ZKN_SUN_675_000	Ses gros bras sont sa plus grande fierté. Si vous voulez devenir un Dresseur de Pandarbare, il va falloir jouer des poings !
ZKN_SUN_676_000	
ZKN_SUN_677_000	
ZKN_SUN_678_000	
ZKN_SUN_679_000	
ZKN_SUN_680_000	
ZKN_SUN_681_000	
ZKN_SUN_682_000	
ZKN_SUN_683_000	
ZKN_SUN_684_000	
ZKN_SUN_685_000	
ZKN_SUN_686_000	
ZKN_SUN_687_000	
ZKN_SUN_688_000	
ZKN_SUN_689_000	
ZKN_SUN_690_000	
ZKN_SUN_691_000	
ZKN_SUN_692_000	
ZKN_SUN_693_000	
ZKN_SUN_694_000	
ZKN_SUN_695_000	
ZKN_SUN_696_000	
ZKN_SUN_697_000	
ZKN_SUN_698_000	
ZKN_SUN_699_000	
ZKN_SUN_700_000	Grâce à ses antennes semblables à des rubans, il peut émettre des ondes neutralisant l'hostilité et ainsi endormir la méfiance de ses proies.
ZKN_SUN_701_000	
ZKN_SUN_702_000	
ZKN_SUN_703_000	Les Strassie sont nés sous la terre, à de hautes pressions et températures. Ils se défendent en lançant des lasers depuis leurs cristaux.
ZKN_SUN_704_000	C'est le plus faible de tous les Pokémon Dragon. Sa peau doit rester hydratée pour respirer, c'est pourquoi il préfère vivre tapi dans l'ombre.
ZKN_SUN_705_000	Comme il a du mal à distinguer ses alliés de ses proies, la faim peut parfois le pousser à asperger ses amis de son solvant.
ZKN_SUN_706_000	Ce Pokémon adore la compagnie humaine. Si son Dresseur ne lui donne pas assez d'amour, il pleure à grosses larmes visqueuses.
ZKN_SUN_707_000	Malgré son caractère paisible, ce Pokémon ne peut s'empêcher de se faufiler dans les foyers pour en voler les clés, qu'il aime collectionner.
ZKN_SUN_708_000	Ce Pokémon est une souche d'arbre possédée par l'âme d'un enfant mort en forêt. Son cri ressemble à des pleurs.
ZKN_SUN_709_000	On raconte que ce Pokémon mange tous ceux qui s'en prennent à sa forêt. Il est toutefois très gentil avec ses voisins sylvains.
ZKN_SUN_710_000	
ZKN_SUN_711_000	
ZKN_SUN_712_000	
ZKN_SUN_713_000	
ZKN_SUN_714_000	
ZKN_SUN_715_000	
ZKN_SUN_716_000	
ZKN_SUN_717_000	
ZKN_SUN_718_000	La forme que Zygarde prend lorsqu'il rassemble 50 % de ses Cellules. Il désintègre sans merci tout ennemi qui ose s'opposer à lui.
ZKN_SUN_719_000	
ZKN_SUN_720_000	
ZKN_SUN_721_000	
ZKN_SUN_722_000	Ce Pokémon ne baisse jamais sa garde. Pendant la journée, il accumule de l'énergie par photosynthèse, pour mieux agir la nuit venue.
ZKN_SUN_723_000	Légèrement vaniteux, il aime prendre soin de ses ailes quand il en a le temps. Il refuse parfois de se battre si ses plumes sont trop sales.
ZKN_SUN_724_000	Les plumes de ses ailes lui servent de flèches. Sa précision au tir est si grande qu'il peut atteindre un gravillon à 100 m.
ZKN_SUN_725_000	Les poils qu'il avale pendant sa toilette brûlent et forment une flamme dans son ventre. Celle-ci change selon la façon dont il la recrache.
ZKN_SUN_726_000	Il porte à son cou une cloche de feu. Lorsqu'il crache des flammes, cette dernière se met à tinter bruyamment.
ZKN_SUN_727_000	Un Pokémon brutal qui n'en fait qu'à sa tête. Selon son humeur du moment, il lui arrive d'ignorer sciemment les ordres de son Dresseur.
ZKN_SUN_728_000	Connu pour son tempérament de battant, il rassemble l'eau de son corps au bout de son museau en un ballon qu'il projette sur l'ennemi.
ZKN_SUN_729_000	Danseur hors pair, il produit des ballons d'eau à la chaîne afin d'éclabousser l'adversaire lors d'un impitoyable ballet funeste.
ZKN_SUN_730_000	Il contrôle ses ballons d'eau par son chant, dont la mélodie, apprise auprès de ses semblables, se transmet de génération en génération.
ZKN_SUN_731_000	Il creuse les arbres à raison de seize coups de bec par seconde. Le trou creusé lui sert ensuite à stocker des provisions ou à faire son nid.
ZKN_SUN_732_000	Il garde toujours dans son bec les pépins des fruits qu'il mange, ce qui lui permet de faire feu dès qu'un ennemi se présente.
ZKN_SUN_733_000	Pendant le combat, son bec chauffe et dépasse allègrement les 100 ºC. Ses adversaires repartent généralement avec de graves brûlures.
ZKN_SUN_734_000	Avec ses crocs acérés, il ne peut s'empêcher de mordre tout ce qui bouge. Il fut introduit à Alola il y a longtemps, depuis une autre région.
ZKN_SUN_735_000	Lorsqu'il est sur les traces d'une proie, ce Pokémon n'est pas du genre à abandonner. Sauf le soir, lorsqu'il tombe de sommeil.
ZKN_SUN_736_000	Il creuse l'écorce des arbres avec ses robustes mandibules pour en siroter la sève. Il vit en temps normal dans le sol.
ZKN_SUN_737_000	Avec son corps capable de stocker l'électricité comme une batterie, il a déjà sauvé la mise à plus d'un campeur peu prévoyant.
ZKN_SUN_738_000	Il virevolte dans tous les sens, guettant la faille pour frapper. Il concentre l'électricité dans ses grandes mandibules pour foudroyer l'ennemi.
ZKN_SUN_739_000	Il protège ses points faibles avec ses pinces en guettant le moment propice pour riposter. Il crache de l'écume lorsqu'il tombe K.O.
ZKN_SUN_740_000	Il rêvait d'atteindre le sommet d'un pic enneigé, mais s'est égaré en chemin. Il a dû évoluer pour survivre au froid et a acquis un pelage fourni.
ZKN_SUN_741_000	Il réunit ses ailes pour générer du feu. Sa chorégraphie envoûtante noie l'ennemi sous un torrent de flammes.
ZKN_SUN_742_000	Il se nourrit du nectar et du pollen des fleurs. Ayant la capacité de percevoir l'aura des choses, il sait quelles fleurs vont bientôt éclore.
ZKN_SUN_743_000	Il confectionne de petites boules de pollen de diverses natures, certaines lui servant de repas, d'autres à attaquer l'ennemi.
ZKN_SUN_744_000	Comme il s'attache facilement à son Dresseur, on le conseille souvent aux débutants, bien qu'il ait tendance à devenir plus rebelle avec l'âge.
ZKN_SUN_745_000	Il fait tourner en bourrique ses ennemis à cause de sa vitesse. Outre ses crocs et ses griffes, il peut compter sur le roc acéré de sa crinière.
ZKN_SUN_746_000	Quand il est dans le pétrin, ses yeux deviennent luisants. Ses semblables accourent alors et forment avec lui un banc de combat.
ZKN_SUN_747_000	Les épines sur sa tête transpercent et empoisonnent l'ennemi. Ses dix tentacules se chargent ensuite du reste.
ZKN_SUN_748_000	Il arpente le fond des océans du haut de ses douze pattes, en laissant derrière lui une traînée de miettes de Corayon.
ZKN_SUN_749_000	La boue qui lui colle aux pattes lui sert de semelle antidérapante. Il peut ainsi courir à toute allure avec vigueur et assurance.
ZKN_SUN_750_000	Une fois sèche, la boue qu'il crache reste solide même sous le vent et la pluie. Elle était autrefois très utilisée dans les revêtements muraux.
ZKN_SUN_751_000	Il lui arrive d'aller chercher sa nourriture sur la terre ferme. Sa bulle lui sert alors aussi bien à respirer qu'à protéger sa tête molle.
ZKN_SUN_752_000	Il se bat en donnant des « coups de bulle ». Les plus petits Pokémon peuvent se retrouver piégés à l'intérieur de sa bulle et mourir noyés.
ZKN_SUN_753_000	La journée, il passe son temps à flâner au soleil et à faire la sieste. Le soir venu, il part à la recherche d'un lieu plus sûr pour passer la nuit.
ZKN_SUN_754_000	Préserver ses couleurs éclatantes requiert un travail titanesque. On trouve tout de même des gens assez fous pour s'y atteler.
ZKN_SUN_755_000	Il répand des spores luminescentes qui clignotent autour de lui. Quiconque aperçoit ces lumières tombe dans un sommeil profond.
ZKN_SUN_756_000	Il est risqué de s'aventurer la nuit dans un bois peuplé de Lampignon. Attirés par leur lumière envoûtante, certains n'en sont jamais revenus.
ZKN_SUN_757_000	Il consume ses fluides corporels pour générer un gaz toxique qui étourdit ses ennemis. Il ne lui reste alors qu'à les achever.
ZKN_SUN_758_000	Curieusement, cette espèce ne compte que des femelles. Ces dernières aiment s'entourer de nombreux admirateurs Tritox mâles.
ZKN_SUN_759_000	Il est à croquer, sauf lorsqu'il s'énerve et frappe à tout va. Dans ce cas, laissez-le tranquille ou vous finirez à coup sûr dans le décor.
ZKN_SUN_760_000	Sa force physique hors norme le rend assez dangereux. D'ailleurs, les zones qu'il habite sont systématiquement interdites d'accès.
ZKN_SUN_761_000	Une odeur terriblement appétissante émane du corps des Croquine. Alléchés, les Bazoucan rappliquent et les gobent goulument.
ZKN_SUN_762_000	Pour mieux se défendre, il a fait pousser sur son corps un calice assez solide pour résister aux coups de bec des Pokémon oiseaux.
ZKN_SUN_763_000	Spécialiste du coup de pied bien placé, ce Pokémon prend un malin plaisir à savater ses ennemis au sol en riant aux éclats.
ZKN_SUN_764_000	Sa liane gluante diffuse des nutriments dans les fleurs qu'elle happe. Ces dernières dégagent alors un léger parfum.
ZKN_SUN_765_000	Célébré pour son intelligence exceptionnelle, ce Pokémon vous prendra de haut si vous débutez. À réserver aux Dresseurs aguerris.
ZKN_SUN_766_000	Ils se rassemblent par groupes de vingt. Dans cette formation très soudée, nul ne songerait une seule seconde à abandonner ses alliés.
ZKN_SUN_767_000	De nature poltronne, il prend ses nombreuses pattes à son cou au moindre danger et balaie le sol sur son passage.
ZKN_SUN_768_000	Il fait miroiter ses énormes griffes acérées avant d'attaquer. Elles sont assez puissantes pour fendre en deux l'air comme la mer.
ZKN_SUN_769_000	Ce Pokémon est né de la rancœur d'un voyageur mort dans l'indifférence, laquelle s'est incarnée dans un pâté de sable.
ZKN_SUN_770_000	Il a possédé un humain pour que ce dernier le remodèle en château de sable, décuplant au passage ses pouvoirs de malédiction.
ZKN_SUN_771_000	Il vit en bord de mer, ou en eaux peu profondes. Ses organes peuvent sortir de son corps pour saisir de la nourriture ou frapper l'ennemi.
ZKN_SUN_772_000	Le lourd masque qu'il porte est un limiteur qui l'empêche d'exprimer toute l'étendue de sa puissance. Il recèle une force mystérieuse.
ZKN_SUN_773_000	La confiance qu'il place en son Dresseur a réveillé ses pouvoirs. Il est à présent capable de changer de type à loisir durant le combat.
ZKN_SUN_774_000	Il vivait dans la couche d'ozone, avant que sa carapace, devenue trop lourde, ne finisse par le faire chuter sur la terre ferme.
ZKN_SUN_775_000	Il rejoint et quitte ce monde en dormant. Son existence se déroule comme un rêve paisible. Il dort du sommeil du juste toute sa vie durant.
ZKN_SUN_776_000	Sa carapace est très instable. Si on la heurte par mégarde, elle explose. Le creux sur son ventre est son point faible.
ZKN_SUN_777_000	Les épines de ce Pokémon sont normalement baissées, mais quand il s'énerve, elles se dressent afin de pourfendre ses agresseurs.
ZKN_SUN_778_000	Sa véritable apparence est inconnue. Les chercheurs qui ont vu sous son déguisement sont littéralement morts de peur.
ZKN_SUN_779_000	Lorsqu'il utilise l'appendice sur sa tête pour projeter ses pouvoirs psychiques, il émet un bruit aussi irritant qu'un grincement de dents.
ZKN_SUN_780_000	C'est une bonne pâte de nature, mais si par malheur il s'énerve, il peut détruire tout ce qui l'entoure de son souffle puissant.
ZKN_SUN_781_000	Avec un bon coup d'ancre bien senti, il peut même assommer un Wailord. Son véritable corps est la partie composée de limon.
ZKN_SUN_782_000	Il communique ses sentiments en frottant ses écailles. Les montagnes peuplées de Bébécaille bruissent d'un écho métallique.
ZKN_SUN_783_000	Il se jette sur ses proies en poussant un terrible cri de guerre. Il les déchiquette ensuite avec ses poings écaillés.
ZKN_SUN_784_000	Quand il voit un ennemi, il cherche à l'intimider en faisant sonner les écailles de sa queue. Les plus faibles perdent contenance et s'enfuient.
ZKN_SUN_785_000	Gardien de Mele-Mele, il est curieux de tout. Il a le pouvoir d'appeler les nuages orageux pour stocker la foudre dans son corps.
ZKN_SUN_786_000	Pokémon candide mais terriblement cruel, c'est le gardien d'Akala. Il puise son énergie dans le parfum entêtant des fleurs.
ZKN_SUN_787_000	Il arrache de grands arbres et fait des moulinets avec. Il a le pouvoir de rendre la végétation luxuriante pour ensuite se nourrir de cette force.
ZKN_SUN_788_000	Il confond ses ennemis grâce au brouillard et les pousse à s'en prendre à eux-mêmes. Il puise son énergie dans les courants marins.
ZKN_SUN_789_000	Son corps est composé d'un gaz très volatile. Il croît lentement, en accumulant les poussières atmosphériques au gré de ses déplacements.
ZKN_SUN_790_000	On pourrait le croire mort car il ne bouge pas du tout. Au toucher, il reste tiède. On le surnomme « cocon céleste » depuis l'Antiquité.
ZKN_SUN_791_000	Il viendrait d'un autre monde. Tout son corps émet une puissante lumière qui peut changer la nuit la plus noire en un jour radieux.
