~~~~~~~~~~~~~~~
Text File : itemname_tch.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	無
ZKN_ALPHA_127_001	２隻結實的角表面的刺 會深深嵌入對手體內， 一旦被夾住就無法輕易掙脫。
ZKN_ALPHA_130_001	一旦開始發狂，在把一切事物都 燃燒殆盡之前兇性都不會收斂。 過去曾留下連續大鬧了一個月的紀錄。
ZKN_ALPHA_142_001	擷取琥珀中的基因， 使其再生後復活的恐龍時代寶可夢。 人們把牠想像成了當時的空中王者。
ZKN_ALPHA_150_001	透過操作基因製造出的寶可夢。 人類的科技可以造出牠的身體， 卻無法造出一顆溫柔的心。
ZKN_ALPHA_150_002	透過操作基因製造出的寶可夢。 人類的科技可以造出牠的身體， 卻無法造出一顆溫柔的心。
ZKN_ALPHA_181_001	從宇宙中也能看到電龍的燈光。 以前的人們會利用電龍的燈光 來和遠處的夥伴互相傳遞信號。
ZKN_ALPHA_201_001	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_002	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_003	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_004	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_005	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_006	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_007	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_008	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_009	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_010	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_011	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_012	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_013	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_014	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_015	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_016	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_017	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_018	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_019	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_020	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_021	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_022	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_023	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_024	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_025	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_026	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_201_027	身體像是古代文字的寶可夢。 雖然已有人在研究先出現的是文字 還是未知圖騰，但至今仍是個謎。
ZKN_ALPHA_208_001	在地下住得比大岩蛇還深。 會朝著地球的中心挖掘， 有時深度可達１公里。
ZKN_ALPHA_212_001	有著鋼鐵般堅硬的身體， 普通的攻擊根本無法傷其分毫。 會揮動翅膀調節體溫。
ZKN_ALPHA_214_001	手腳上的利爪會深深插入地面或樹幹， 因此在用引以為傲的角將對手扔出去時， 能夠用爪子牢牢抓穩。
ZKN_ALPHA_229_001	頭上的角又大又向後彎的 黑魯加就是群體中的首領。 誰當首領是透過夥伴間的相互爭鬥來決定。
ZKN_ALPHA_248_001	有著為建造自己的住所 而讓一座大山崩塌的強大力量。 會為了尋找戰鬥對手而在山間徘徊。
ZKN_ALPHA_254_001	據說背上的種子裡儲存著許多 能讓樹木生機盎然的營養。 是會小心培育林中樹木的寶可夢。
ZKN_ALPHA_257_001	有著強韌的下盤， 連３０層大樓都能輕鬆躍過。 會用火焰拳把對手燒焦。
ZKN_ALPHA_260_001	巨沼怪能用鰭感知波濤聲和 海風的細微變化來預測暴風雨。 暴風雨來襲時，會堆積岩石保護巢穴。
ZKN_ALPHA_282_001	有著用精神力量扭曲空間， 製造出小型黑洞的力量。 是會拼命保護訓練家的寶可夢。
ZKN_ALPHA_302_001	會用鋒利的爪子從土中挖石頭吃。 石頭中含有的成分會變成結晶， 浮現在身體的表面。
ZKN_ALPHA_303_001	讓對手大意後，用大顎去咬對手。 被牠可愛的長相騙到的話是很危險的。 鋼顎是由角變化而來。
ZKN_ALPHA_306_001	如果因土石流或山林火災導致山變得荒蕪， 牠就會不斷運來土壤，種上樹苗， 把自己的地盤打掃得漂漂亮亮。
ZKN_ALPHA_308_001	瑜伽的力量讓第六感變得發達， 使得牠變得能夠操縱精神力量。 會在１個月裡不吃任何東西進行冥想。
ZKN_ALPHA_310_001	從鬃毛中釋放著強大的電流。 會將空氣中的電集中在鬃毛中， 然後在頭上製造出雷雲。
ZKN_ALPHA_319_001	能從臀部的孔中噴出海水， 以１２０公里的時速游動。 弱點是游不了太長的距離。
ZKN_ALPHA_323_001	背上的駝峰是由骨頭變形而成。 會不時噴出沸騰的熔岩。 憤怒時好像經常爆發。
ZKN_ALPHA_334_001	會用優美高音歌唱的寶可夢。 能用雲朵般的翅膀， 藉上升氣流之力飛向天空。
ZKN_ALPHA_351_001	能夠接受自然之力，把自己的樣子 變成太陽、雨水或雪雲的寶可夢。 天氣變化時，脾氣也會跟著變化。
ZKN_ALPHA_351_002	能夠接受自然之力，把自己的樣子 變成太陽、雨水或雪雲的寶可夢。 天氣變化時，脾氣也會跟著變化。
ZKN_ALPHA_351_003	能夠接受自然之力，把自己的樣子 變成太陽、雨水或雪雲的寶可夢。 天氣變化時，脾氣也會跟著變化。
ZKN_ALPHA_354_001	詛咒的能量滲入被丟棄玩偶的 棉花裡變成了寶可夢。 如果張開嘴巴，能量就會外洩。
ZKN_ALPHA_359_001	擁有感知自然災害的力量。 棲息在險峻的山岳地帶， 很少會到山腳下來。
ZKN_ALPHA_362_001	擁有自在運用冰的能力。 會讓獵物瞬間凍結動彈不得， 然後大快朵頤。
ZKN_ALPHA_373_001	終於長出了夢寐以求的翅膀。 為了表達喜悅的心情在天空飛來飛去， 開心地噴著火焰。
ZKN_ALPHA_376_001	２隻金屬怪組合起來的樣子。 一邊用巨大的身體壓住獵物， 一邊用腹部的大嘴來吃。
ZKN_ALPHA_380_001	擁有很高的智慧，能理解人類的語言。 會用玻璃般的羽毛包裹身體， 令光發生折射來改變自己的樣子。
ZKN_ALPHA_381_001	只對心地善良的人友善。 折起前肢能減少空氣阻力， 在空中能飛得比噴射機還快。
ZKN_ALPHA_382_001	據說是海洋化身的寶可夢。 傳說中為了尋求自然的能量， 牠曾不斷與固拉多爭鬥。
ZKN_ALPHA_383_001	利用自然能量進行原始回歸， 回到了原本的樣子。 擁有產生熔岩擴張大地的力量。
ZKN_ALPHA_384_001	不斷在臭氧層飛行， 吞食隕石作為食物。 用儲存在體內的隕石能量來超級進化。
ZKN_ALPHA_386_001	誕生自宇宙病毒的寶可夢。 擁有很高的智慧，會操控超能力。 從胸部的水晶體發射出雷射光。
ZKN_ALPHA_386_002	誕生自宇宙病毒的寶可夢。 擁有很高的智慧，會操控超能力。 從胸部的水晶體發射出雷射光。
ZKN_ALPHA_386_003	誕生自宇宙病毒的寶可夢。 擁有很高的智慧，會操控超能力。 從胸部的水晶體發射出雷射光。
ZKN_ALPHA_412_001	如果蓑衣在戰鬥中壞掉了， 就會用附近的材料 立刻重新做一件蓑衣。
ZKN_ALPHA_412_002	如果蓑衣在戰鬥中壞掉了， 就會用附近的材料 立刻重新做一件蓑衣。
ZKN_ALPHA_413_001	從結草兒進化過來時， 蓑衣成了身體的一部分。 一輩子都不會脫下蓑衣。
ZKN_ALPHA_413_002	從結草兒進化過來時， 蓑衣成了身體的一部分。 一輩子都不會脫下蓑衣。
ZKN_ALPHA_421_001	如果感受到強烈的陽光， 就會綻開閉著的花瓣， 讓全身沐浴在陽光下。
ZKN_ALPHA_422_001	根據棲息地的環境不同， 身體的形狀和顏色 很容易發生變化的寶可夢。
ZKN_ALPHA_423_001	在遙遠的過去， 身體好像有堅硬的殼保護。 棲息在海邊的淺灘。
ZKN_ALPHA_428_001	耳朵似乎非常敏感， 如果不溫柔小心地觸摸， 就會被牠用柔韌的腳狠踹。
ZKN_ALPHA_445_001	以不遜於噴射戰鬥機的速度 在天空中飛行。 被盯上的獵物根本無處可逃。
ZKN_ALPHA_448_001	透過讀取所有東西發出的波導， 就連遠在１公里以外的 對手的情緒也能掌握。
ZKN_ALPHA_460_001	在萬年積雪的山脈靜靜生活。 會引發暴風雪來隱藏自己。
ZKN_ALPHA_475_001	以伸縮自如的肘刀戰鬥。 是個拔刀術高手。 是重視禮節的寶可夢。
ZKN_ALPHA_479_001	身體是由等離子構成。 以會躲進電器裡搗亂而聞名。
ZKN_ALPHA_479_002	身體是由等離子構成。 以會躲進電器裡搗亂而聞名。
ZKN_ALPHA_479_003	身體是由等離子構成。 以會躲進電器裡搗亂而聞名。
ZKN_ALPHA_479_004	身體是由等離子構成。 以會躲進電器裡搗亂而聞名。
ZKN_ALPHA_479_005	身體是由等離子構成。 以會躲進電器裡搗亂而聞名。
ZKN_ALPHA_487_001	雖然因為粗暴的性格而遭到放逐， 但牠一直在名為毀壞的世界的地方， 靜靜地看著原來的世界。
ZKN_ALPHA_492_001	葛拉西蒂亞花盛開的季節裡， 據說牠會為了傳遞感謝之情 而飛向天空。
ZKN_ALPHA_493_001	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_002	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_003	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_004	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_005	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_006	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_007	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_008	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_009	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_010	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_011	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_012	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_013	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_014	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_015	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_016	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_493_017	神話裡描述牠是 在宇宙還不存在時 就誕生的最早的寶可夢。
ZKN_ALPHA_531_001	用耳朵上的觸角觸碰對方， 就可以從心跳聲 了解對方的身體狀況和情緒。
ZKN_ALPHA_550_001	紅色與藍色的野蠻鱸魚感情不好。 但不知為何會有顏色不同的個體 混在群體之中。
ZKN_ALPHA_555_001	透過燃燒體內１４００度的火焰， 製造出足以用拳頭 破壞砂石車的威力。
ZKN_ALPHA_585_001	到了季節交替之際， 體毛與氣味就會產生變化。 是通知季節來臨的寶可夢。
ZKN_ALPHA_585_002	到了季節交替之際， 體毛與氣味就會產生變化。 是通知季節來臨的寶可夢。
ZKN_ALPHA_585_003	到了季節交替之際， 體毛與氣味就會產生變化。 是通知季節來臨的寶可夢。
ZKN_ALPHA_586_001	會隨著季節的推移改變居所。 所以也有人說 萌芽鹿會運來春天。
ZKN_ALPHA_586_002	會隨著季節的推移改變居所。 所以也有人說 萌芽鹿會運來春天。
ZKN_ALPHA_586_003	會隨著季節的推移改變居所。 所以也有人說 萌芽鹿會運來春天。
ZKN_ALPHA_641_001	從龍捲雲尾部噴出的能量 會引起暴風雨。 威力足以將整棟房屋吹走。
ZKN_ALPHA_642_001	一邊在空中飛來飛去， 一邊四處打雷引發森林大火， 因此受到厭惡。
ZKN_ALPHA_645_001	吸收風與雷後轉化成的能量 能夠給予土壤營養， 讓大地變得豐饒。
ZKN_ALPHA_646_001	在體內製造出強大的冷凍能量， 但漏出的寒氣使身體結凍了。
ZKN_ALPHA_646_002	在體內製造出強大的冷凍能量， 但漏出的寒氣使身體結凍了。
ZKN_ALPHA_647_001	透過下定決心來讓全身 充滿力量並變得敏捷。 當跳躍起來的時候能看到殘影。
ZKN_ALPHA_648_001	以特殊的發聲法唱出的旋律， 能自在地操控聽者的情緒。
ZKN_ALPHA_649_001	存在於３億年前的寶可夢。 被等離子隊改造， 在背部裝了砲台。
ZKN_ALPHA_649_002	存在於３億年前的寶可夢。 被等離子隊改造， 在背部裝了砲台。
ZKN_ALPHA_649_003	存在於３億年前的寶可夢。 被等離子隊改造， 在背部裝了砲台。
ZKN_ALPHA_649_004	存在於３億年前的寶可夢。 被等離子隊改造， 在背部裝了砲台。
ZKN_ALPHA_666_001	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_002	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_003	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_004	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_005	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_006	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_007	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_008	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_009	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_010	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_011	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_012	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_013	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_014	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_015	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_016	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_017	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_018	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_666_019	翅膀花紋依棲息地的氣候和水土 而有所不同的寶可夢。 會散佈色彩鮮艷的鱗粉。
ZKN_ALPHA_669_001	一旦找到了喜歡的花， 就會一輩子與那朵花一起生活。 乘著風兒隨心所欲地飄著。
ZKN_ALPHA_669_002	一旦找到了喜歡的花， 就會一輩子與那朵花一起生活。 乘著風兒隨心所欲地飄著。
ZKN_ALPHA_669_003	一旦找到了喜歡的花， 就會一輩子與那朵花一起生活。 乘著風兒隨心所欲地飄著。
ZKN_ALPHA_669_004	一旦找到了喜歡的花， 就會一輩子與那朵花一起生活。 乘著風兒隨心所欲地飄著。
ZKN_ALPHA_670_001	精心照料的花壇裡的花朵 一旦綻放，就會現身 並以華麗的舞蹈給予祝福。
ZKN_ALPHA_670_002	精心照料的花壇裡的花朵 一旦綻放，就會現身 並以華麗的舞蹈給予祝福。
ZKN_ALPHA_670_003	精心照料的花壇裡的花朵 一旦綻放，就會現身 並以華麗的舞蹈給予祝福。
ZKN_ALPHA_670_004	精心照料的花壇裡的花朵 一旦綻放，就會現身 並以華麗的舞蹈給予祝福。
ZKN_ALPHA_671_001	以前的城堡主人們為了裝飾庭園， 因而邀請花潔夫人到來， 讓牠們打造花園。
ZKN_ALPHA_671_002	以前的城堡主人們為了裝飾庭園， 因而邀請花潔夫人到來， 讓牠們打造花園。
ZKN_ALPHA_671_003	以前的城堡主人們為了裝飾庭園， 因而邀請花潔夫人到來， 讓牠們打造花園。
ZKN_ALPHA_671_004	以前的城堡主人們為了裝飾庭園， 因而邀請花潔夫人到來， 讓牠們打造花園。
ZKN_ALPHA_676_001	在遙遠過去的卡洛斯地區， 被授予護衛國王職責的寶可夢。
ZKN_ALPHA_676_002	在遙遠過去的卡洛斯地區， 被授予護衛國王職責的寶可夢。
ZKN_ALPHA_676_003	在遙遠過去的卡洛斯地區， 被授予護衛國王職責的寶可夢。
ZKN_ALPHA_676_004	在遙遠過去的卡洛斯地區， 被授予護衛國王職責的寶可夢。
ZKN_ALPHA_676_005	在遙遠過去的卡洛斯地區， 被授予護衛國王職責的寶可夢。
ZKN_ALPHA_676_006	在遙遠過去的卡洛斯地區， 被授予護衛國王職責的寶可夢。
ZKN_ALPHA_676_007	在遙遠過去的卡洛斯地區， 被授予護衛國王職責的寶可夢。
ZKN_ALPHA_676_008	在遙遠過去的卡洛斯地區， 被授予護衛國王職責的寶可夢。
ZKN_ALPHA_676_009	在遙遠過去的卡洛斯地區， 被授予護衛國王職責的寶可夢。
ZKN_ALPHA_678_001	由於耳朵內側的眼珠花紋 釋放出的精神力量實在太過強烈， 因此總是將耳朵掩住。
ZKN_ALPHA_681_001	似乎能看出具有王者潛質的人。 據說被牠認可的人終將成為國王。
ZKN_ALPHA_710_001	據說會將徘徊的靈魂 運往死者居住的世界 以使其升天。
ZKN_ALPHA_710_002	據說會將徘徊的靈魂 運往死者居住的世界 以使其升天。
ZKN_ALPHA_710_003	據說會將徘徊的靈魂 運往死者居住的世界 以使其升天。
ZKN_ALPHA_711_001	用頭髮般的手臂綑綁獵物。 看著獵物痛苦的樣子開心唱歌。
ZKN_ALPHA_711_002	用頭髮般的手臂綑綁獵物。 看著獵物痛苦的樣子開心唱歌。
ZKN_ALPHA_711_003	用頭髮般的手臂綑綁獵物。 看著獵物痛苦的樣子開心唱歌。
ZKN_ALPHA_716_001	據說當頭上的角閃耀七色光芒時， 就會分享永恆的生命。
ZKN_ALPHA_718_001	據說生活在洞窟的深處， 監視著破壞生態系統者的一舉一動。
ZKN_ALPHA_718_004	據說生活在洞窟的深處， 監視著破壞生態系統者的一舉一動。
ZKN_ALPHA_719_001	在雙手的間隙中 壓縮空氣中的碳元素， 轉瞬間變出許多鑽石。
ZKN_ALPHA_720_001	據說會用６個圓環和 ６隻巨大的手臂奪走一切東西。 力量被封印而變成了嬌小的樣子。

~~~~~~~~~~~~~~~
Text File : zukan_comment_letsgo_tch.msbt
~~~~~~~~~~~~~~~
ZKN_LETSGO_000_000	
ZKN_LETSGO_001_000	背上的種子裡存著很多營養， 所以就算好幾天不吃東西 也能活得好好的！
ZKN_LETSGO_002_000	在吸收了養分後， 變大的花苞開始飄出香氣時， 就表示快要開花了。
ZKN_LETSGO_003_000	長在背上的大花 能夠吸收太陽光， 並轉換成能量。
ZKN_LETSGO_004_000	要是把牠帶到安靜的地方， 就能聽見牠的尾巴燃燒時 發出的微小聲音。
ZKN_LETSGO_005_000	在與強敵戰鬥的過程中， 如果情緒變得興奮起來， 有時會噴出藍白色的火焰。
ZKN_LETSGO_006_000	從口中噴出熾熱的火焰時， 尾巴尖端的紅色火焰 會燃燒得更加激烈。
ZKN_LETSGO_007_000	會從水面噴水來擊落獵物。 當遇到危險時，會把手腳 縮進甲殼裡保護自己。
ZKN_LETSGO_008_000	如果有人打牠的頭， 牠會縮進殼裡來躲避， 但會留下一小截尾巴在外面。
ZKN_LETSGO_009_000	在鎖定了目標之後， 會用比消防車的水龍 更強的力道來射出水柱。
ZKN_LETSGO_010_000	如果碰到牠頭上的觸角， 牠就會分泌強烈的臭味 來保護自己。
ZKN_LETSGO_011_000	靠著堅硬無比的外殼來保護自己。 然而一旦遭受到強烈衝擊， 殼裡的身體就會跑出來。
ZKN_LETSGO_012_000	翅膀上的劇毒鱗粉 有著能夠防水的特性， 即使在雨天也能自在飛翔。
ZKN_LETSGO_013_000	頭上長著尖銳的針。 總是躲在森林或是草叢裡， 不停地吃著葉子。
ZKN_LETSGO_014_000	雖然幾乎動也動不了， 但如果遭遇到了危險， 有時似乎會豎起毒刺來反抗。
ZKN_LETSGO_015_000	會用雙手和屁股上的 ３根毒針不斷猛刺 來攻擊對手。
ZKN_LETSGO_016_000	性情溫馴，即使遭到襲擊 也很少反擊，只會朝對手 潑沙子來保護自己。
ZKN_LETSGO_017_000	擁有著超乎尋常的體力， 會在廣大的地盤裡四處飛行， 到遠處去尋找食物。
ZKN_LETSGO_018_000	會以２馬赫的速度飛行 來尋找食物。巨大的爪子 是很可怕的武器。
ZKN_LETSGO_019_000	長著２顆大牙，碰到什麼都會 先咬上一口。只要看見１隻出沒， 附近肯定還住著40隻以上。
ZKN_LETSGO_020_000	為了取得水中的食物， 牠會利用後腳上的小蹼 在河裡游泳。
ZKN_LETSGO_021_000	不擅長高空飛行。 會以超高速在地盤裡四處盤旋， 確保自己的地盤不被侵犯。
ZKN_LETSGO_022_000	從很久以前就已存在的寶可夢。 只要察覺到絲毫的危險， 就會立刻飛上高空躲避。
ZKN_LETSGO_023_000	身體會隨著年齡增長不斷變長。 每到夜裡就會把身體 纏繞在樹枝上歇息。
ZKN_LETSGO_024_000	根據目前已知的研究結果， 長在牠肚子上的可怕花紋 一共有６種不同的類型。
ZKN_LETSGO_025_000	棲息在森林裡的寶可夢。 臉頰上的囊能夠儲存電力， 用手去摸會被電得麻麻的。
ZKN_LETSGO_026_000	體內的電力累積到一定程度時， 性情會變得帶有攻擊性。 在昏暗處看起來就像是在發亮。
ZKN_LETSGO_027_000	牠的身體十分乾燥， 但當夜裡溫度降低時， 表皮上會有露水凝結。
ZKN_LETSGO_028_000	擅長用爪子來抓敵人。 爪子有時會在戰鬥中折斷， 但到了隔天就會長回來。
ZKN_LETSGO_029_000	性情溫馴不喜歡戰鬥。 但由於牠的小角中含有毒液， 因此還是要小心提防。
ZKN_LETSGO_030_000	待在巢穴深處的時候， 牠一定會把身上的刺收起來。 這代表牠正處於放鬆狀態。
ZKN_LETSGO_031_000	堅硬的鱗片包裹著牠 強壯的身體。這些鱗片 似乎會不斷生長替換。
ZKN_LETSGO_032_000	總是豎起大大的耳朵， 探查著周遭的狀況。 察覺到危險時會用毒針來應付。
ZKN_LETSGO_033_000	頭上的角含有毒素， 當角撞穿了什麼東西時， 毒素就會隨著衝擊而流出。
ZKN_LETSGO_034_000	會利用全身鋼鐵般的皮膚， 使出威力強大的撞擊。 頭上的角連鑽石也能穿透。
ZKN_LETSGO_035_000	可愛的外型和動作使牠深受歡迎。 但可能因為數量稀少的緣故， 人們很難發現牠的蹤跡。
ZKN_LETSGO_036_000	妖精的一種。 似乎非常珍惜自己的世界， 很少在人們面前現身。
ZKN_LETSGO_037_000	有著美麗的毛皮和尾巴。 尾巴會隨著年齡增長而分開， 逐漸形成多條尾巴。
ZKN_LETSGO_038_000	傳說中這隻寶可夢 是由９位聖人 合而為一所誕生的。
ZKN_LETSGO_039_000	會用圓圓的大眼睛凝視對手， 然後唱出令人舒服的奇妙歌曲， 讓對手陷入夢鄉。
ZKN_LETSGO_040_000	身體非常有彈性， 當牠用力吸氣時， 身體可以無限制地膨脹。
ZKN_LETSGO_041_000	會一邊飛行一邊從口中 發出超音波，這麼做是為了 在飛行時探查前方有什麼東西。
ZKN_LETSGO_042_000	會無聲無息地靠近過來， 用銳利的獠牙咬住對手， 盡情吸食對手的血液。
ZKN_LETSGO_043_000	如果把牠當成普通的雜草去拔， 牠就會發出叫聲，讓聽見的人 莫名地感到異常恐怖。
ZKN_LETSGO_044_000	味道奇臭無比！然而 每1000人裡總會有 １個人喜歡聞這個味道。
ZKN_LETSGO_045_000	當牠為了散佈有毒的花粉 而搖晃大大的花瓣時， 會發出震耳欲聾的聲響。
ZKN_LETSGO_046_000	會挖掘洞穴，從樹木的根部 獲取營養，但幾乎所有的營養 都會被背上的蘑菇奪走。
ZKN_LETSGO_047_000	由於蟲子的精華不斷被吸走， 在思考的似乎已經不是蟲子， 而是背上的蘑菇了。
ZKN_LETSGO_048_000	在明亮的地方看就會發現 那對有著雷達作用的大眼睛， 是由許多小眼睛聚集而成的。
ZKN_LETSGO_049_000	翅膀上的鱗粉一旦沾到身上 就很難甩掉，而且鱗粉帶有的 毒素還會逐漸滲入體內。
ZKN_LETSGO_050_000	喜歡待在陰暗的地方。 大部分時間都待在地下， 只有在洞窟裡會經常探頭出來。
ZKN_LETSGO_051_000	會以三胞胎的力量一路 往下挖到100公里的深度。 有報告指出這是地震的成因之一。
ZKN_LETSGO_052_000	夜裡比白天更有活力。 喜歡圓滾滾又會發亮的東西， 一看到就會忍不住去撿起來。
ZKN_LETSGO_053_000	額頭上有顆閃亮亮的寶石！ 行走的姿勢也十分優雅， 看起來就像女王般雍容華貴。
ZKN_LETSGO_054_000	總是因為頭痛所苦。 會使用念力，但無法確認 是不是出於牠自己的意志。
ZKN_LETSGO_055_000	會用修長的四肢以及 功能發達的巨大水蹼 在湖面上優雅地游泳。
