~~~~~~~~~~~~~~~
Text File : monsname_ita.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	Uovo
ZKN_ALPHA_717_000	Secondo la leggenda, quando la sua lunga esistenza giunge al termine, assorbe l'energia di tutti gli esseri viventi e si trasforma in un bozzolo.
ZKN_ALPHA_718_000	Si dice che viva nelle profondità di una caverna e protegga l'equilibrio dell'ecosistema da qualsiasi minaccia.
ZKN_ALPHA_719_000	È in grado di creare una grande quantità di diamanti in un istante comprimendo tra le mani il carbonio presente nell'aria.
ZKN_ALPHA_720_000	Si dice che possa rubare tutto ciò che vuole grazie ai suoi sei anelli e alle sue sei enormi braccia. La sua potenza è stata sigillata, riducendo di molto le sue dimensioni effettive.
ZKN_ALPHA_721_000	Emette il vapore generato nel suo corpo dalle braccia congiunte ad anello sul dorso. La potenza del getto potrebbe spazzare via una montagna.
ZKN_ALPHA_003_001	C'è un grande fiore sulla schiena di Venusaur. Si dice che i colori diventino più vividi con il giusto nutrimento e i raggi solari. Il suo profumo calma le reazioni emotive delle persone.
ZKN_ALPHA_006_001	Charizard solca i cieli in cerca di nemici molto forti. Riesce a emettere fiammate di un calore tale da fondere ogni cosa. Tuttavia, non rivolge mai le sue micidiali lingue di fuoco contro avversari più deboli di lui.
ZKN_ALPHA_006_002	Charizard solca i cieli in cerca di nemici molto forti. Riesce a emettere fiammate di un calore tale da fondere ogni cosa. Tuttavia, non rivolge mai le sue micidiali lingue di fuoco contro avversari più deboli di lui.
ZKN_ALPHA_009_001	Blastoise è dotato di cannoni ad acqua che fuoriescono dalla corazza. I getti emessi sono così precisi da riuscire a colpire un bersaglio a una distanza di 50 m.
ZKN_ALPHA_015_001	Beedrill difende strenuamente il proprio territorio. Per ragioni di sicurezza nessuno può avvicinarsi al suo nido. Se vengono disturbati, questi Pokémon attaccano violentemente in sciami.
ZKN_ALPHA_018_001	Questo Pokémon è caratterizzato da uno stupendo piumaggio dai colori vivaci e brillanti. Molti Allenatori sono colpiti dall'evidente bellezza delle piume sulla testa. Per questo spesso scelgono Pidgeot come loro Pokémon.
ZKN_ALPHA_065_001	Il cervello di Alakazam cresce in continuazione, moltiplicando all'infinito le cellule cerebrali. Questo gli assegna un sorprendente QI di 5.000. Ricorda nei minimi dettagli ogni evento accaduto nel mondo.
ZKN_ALPHA_080_001	Slowbro ha uno Shellder saldamente attaccato alla coda, che quindi non può più essere usata per pescare. Così Slowbro può essere visto nuotare di malavoglia per catturare una preda.
ZKN_ALPHA_094_001	Talvolta, nelle notti buie, può accadere che un passante sia improvvisamente assalito dalla propria ombra. È opera di Gengar, che usa avvicinarsi fingendosi un'ombra.
ZKN_ALPHA_115_001	Vedendo un cucciolo di Kangaskhan giocare per conto suo, non bisogna mai disturbarlo o cercare di catturarlo. Il suo genitore, infatti, è sicuramente nei paraggi e potrebbe reagire molto violentemente.
ZKN_ALPHA_127_001	Pinsir è dotato di due chele enormi sul capo, dalla cui superficie sporgono aculei. Questi vengono conficcati nel corpo del nemico quando le chele si chiudono, per impedirne la fuga.
ZKN_ALPHA_130_001	Quando Gyarados s'infuria, la sua indole feroce e violenta non si placa finché non ha incendiato ogni cosa. Ci sono testimonianze di sfuriate di questo Pokémon durate anche un mese intero.
ZKN_ALPHA_142_001	Aerodactyl risale all'epoca dei dinosauri. È stato rigenerato da materiale genetico estratto dall'ambra. Si suppone che in tempi antichi fosse considerato il signore dei cieli.
ZKN_ALPHA_150_001	Mewtwo è stato creato grazie a una manipolazione genetica. Tuttavia, sebbene la scienza sia riuscita a creare un corpo di Pokémon, ha fallito nell'intento di dare a Mewtwo un animo generoso.
ZKN_ALPHA_150_002	Mewtwo è stato creato grazie a una manipolazione genetica. Tuttavia, sebbene la scienza sia riuscita a creare un corpo di Pokémon, ha fallito nell'intento di dare a Mewtwo un animo generoso.
ZKN_ALPHA_181_001	Ampharos emana una luce così intensa da essere visibile anche dallo spazio. In passato si usava questo Pokémon per mandare segnali luminosi a persone molto lontane.
ZKN_ALPHA_201_001	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_002	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_003	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_004	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_005	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_006	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_007	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_008	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_009	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_010	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_011	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_012	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_013	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_014	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_015	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_016	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_017	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_018	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_019	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_020	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_021	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_022	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_023	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_024	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_025	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_026	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_201_027	Questo Pokémon pare una lettera di un alfabeto antico. A tutt'oggi rimane un mistero chi sia comparso prima, se l'alfabeto o Unown. Sono in corso ricerche in merito ma non si sa ancora praticamente nulla.
ZKN_ALPHA_208_001	Steelix è noto per i suoi scavi in profondità, a distanze maggiori rispetto a Onix. Sono stati riportati record di profondità pari a 1 km sottoterra.
ZKN_ALPHA_212_001	Il corpo di Scizor è duro come l'acciaio. Gli attacchi più comuni non riescono neanche a scalfirlo. Sbatte le ali per regolare la propria temperatura corporea.
ZKN_ALPHA_214_001	Heracross è dotato di artigli affilati sulle zampe inferiori, che conficca nel terreno o nella corteccia degli alberi per guadagnare stabilità mentre incorna violentemente i nemici e li scaglia lontano.
ZKN_ALPHA_229_001	In un branco di Houndoom, il capobranco è riconoscibile dalle corna fortemente arcuate all'indietro ed è quello che si dimostra più forte nella lotta contro gli altri.
ZKN_ALPHA_248_001	Tyranitar ha una potenza tale da abbattere anche un'intera montagna per crearsi la tana. Vaga tra i monti alla ricerca di nuovi avversari con cui lottare.
ZKN_ALPHA_254_001	Sulla schiena di Sceptile crescono alcuni semi che si dice siano ricchi di nutrienti per gli alberi. Questo Pokémon coltiva amorevolmente le sue piante nella foresta.
ZKN_ALPHA_257_001	Blaziken è dotato di zampe molto potenti in grado di radere al suolo un edificio di 30 piani in un colpo solo. I suoi pugni fulminei lasciano il nemico ustionato e talvolta carbonizzato.
ZKN_ALPHA_260_001	Swampert prevede le tempeste poiché grazie alle pinne percepisce le sottili differenze nel suono delle onde e dei venti dovuti alle maree. In caso di burrasca imminente, crea delle pile di massi per proteggere la tana.
ZKN_ALPHA_282_001	Gardevoir ha il potere psicocinetico di distorcere le dimensioni creando un piccolo buco nero. Questo Pokémon cerca di proteggere il proprio Allenatore anche a rischio della sua stessa vita.
ZKN_ALPHA_302_001	Sableye scava il terreno con i suoi artigli affilati per trovare le pietre di cui si nutre. Le sostanze ingerite si cristallizzano ed emergono a livello epidermico.
ZKN_ALPHA_303_001	Non bisogna mai farsi ingannare dallo sguardo mansueto di Mawile, che è invece estremamente pericoloso. Tenta così di far abbassare la guardia al nemico per attaccare con le possenti mascelle formate da corna trasformate.
ZKN_ALPHA_306_001	Aggron difende strenuamente il proprio territorio. In caso di frana o incendio, questo Pokémon è in grado di risistemare il terreno, ripiantare gli alberi e ristabilire al meglio il proprio ambiente naturale.
ZKN_ALPHA_308_001	Grazie alla propria abilità meditativa Medicham ha sviluppato il sesto senso. Ha acquisito anche la capacità di usare i poteri psicocinetici. È noto per rimanere fermo in meditazione un mese intero senza mangiare.
ZKN_ALPHA_310_001	Manectric scarica forti scosse elettriche dalla propria criniera, usata come collettore dell'elettricità presente nell'atmosfera. Crea inoltre nubi temporalesche sopra la sua testa.
ZKN_ALPHA_319_001	Sharpedo riesce a nuotare fino alla velocità di 120 km/h, espellendo acqua di mare dalla parte posteriore del corpo come un propulsore. La sua unica debolezza è la mancanza di resistenza sulle lunghe distanze.
ZKN_ALPHA_323_001	Le gobbe sulla schiena di Camerupt si sono formate dalla trasformazione delle sue ossa. Talvolta emettono magma fuso. Pare che questo Pokémon erutti spesso quando è infuriato.
ZKN_ALPHA_334_001	Altaria canta con una sublime voce di soprano. Le sue ali spumeggianti, che sembrano nubi di cotone, gli consentono di sfruttare le correnti ascensionali e di risalire verso l'infinito cielo blu.
ZKN_ALPHA_351_001	Castform usa il potere della natura per trasformarsi in sole, gocce di pioggia e nubi nevose. Il tipo di questo Pokémon varia con i mutamenti meteorologici.
ZKN_ALPHA_351_002	Castform usa il potere della natura per trasformarsi in sole, gocce di pioggia e nubi nevose. Il tipo di questo Pokémon varia con i mutamenti meteorologici.
ZKN_ALPHA_351_003	Castform usa il potere della natura per trasformarsi in sole, gocce di pioggia e nubi nevose. Il tipo di questo Pokémon varia con i mutamenti meteorologici.
ZKN_ALPHA_354_001	Un'energia maledetta ha permeato l'imbottitura di un peluche vecchio e dimenticato, dando vita a Banette. Questo Pokémon deve tenere sempre la bocca chiusa per evitare che l'energia accumulata scappi fuori.
ZKN_ALPHA_359_001	Absol ha l'abilità di predire le catastrofi naturali. Vive negli ambienti montani più aspri e inospitali. Soltanto raramente si allontana dalle montagne per avventurarsi a valle.
ZKN_ALPHA_362_001	Glalie ha la capacità di sfruttare il ghiaccio a suo vantaggio. Ad esempio riesce a congelare la preda all'istante. Dopo averla immobilizzata nel ghiaccio, se la mangia con gusto e in tutta calma.
ZKN_ALPHA_373_001	Evolvendosi in Salamence, questo Pokémon realizza finalmente il suo antico sogno di volare. Per esprimere la sua gioia, volteggia e turbina nel cielo sputando fiamme dalla bocca.
ZKN_ALPHA_376_001	Metagross è il risultato della fusione di due Metang. Nella caccia questo Pokémon blocca la preda al suolo con il proprio corpo massiccio. Poi divora la vittima indifesa con la grande bocca posta sullo stomaco.
ZKN_ALPHA_380_001	Estremamente intelligente, Latias è in grado di capire il linguaggio umano. Il suo corpo è ricoperto di piumino vetroso che usa per rifrangere la luce e mutare il proprio aspetto.
ZKN_ALPHA_381_001	Latios apre il proprio cuore ad Allenatori d'animo buono e generoso. Il Pokémon riesce a volare più veloce di un aereo a reazione, piegando le zampe anteriori per minimizzare l'attrito dell'aria.
ZKN_ALPHA_382_001	Si dice che questo Pokémon abbia un profondo legame con le distese dei mari. Le leggende narrano dei suoi continui scontri con Groudon per ottenere l'energia della natura.
ZKN_ALPHA_383_001	L'energia della natura può causare l'archeorisveglio di questo Pokémon, facendolo tornare al suo aspetto originario. Può produrre fiumi di magma in grado di espandere le terre emerse.
ZKN_ALPHA_384_001	Risiede nello strato di ozono, dove si nutre di meteoriti. Grazie alla loro energia che si accumula all'interno del suo corpo, può megaevolversi.
ZKN_ALPHA_386_001	Deoxys è nato da un virus proveniente dallo spazio. È dotato di estrema intelligenza e di poteri psicocinetici. Spara raggi laser dall'organo cristallino del proprio corpo.
ZKN_ALPHA_386_002	Deoxys è nato da un virus proveniente dallo spazio. È dotato di estrema intelligenza e di poteri psicocinetici. Spara raggi laser dall'organo cristallino del proprio corpo.
ZKN_ALPHA_386_003	Deoxys è nato da un virus proveniente dallo spazio. È dotato di estrema intelligenza e di poteri psicocinetici. Spara raggi laser dall'organo cristallino del proprio corpo.
ZKN_ALPHA_412_001	Se il suo manto si rompe mentre lotta, lo rifà velocemente con ciò che trova attorno a sé.
ZKN_ALPHA_412_002	Se il suo manto si rompe mentre lotta, lo rifà velocemente con ciò che trova attorno a sé.
ZKN_ALPHA_413_001	Con l'evoluzione, il manto di Burmy diventa parte del corpo di questo Pokémon. Non se ne separa mai.
ZKN_ALPHA_413_002	Con l'evoluzione, il manto di Burmy diventa parte del corpo di questo Pokémon. Non se ne separa mai.
ZKN_ALPHA_421_001	Quando splende il sole, ama aprire i suoi petali per assorbire i raggi solari con tutto il corpo.
ZKN_ALPHA_422_001	Cambia facilmente aspetto e colore secondo il luogo di provenienza.
ZKN_ALPHA_423_001	Pare che in passato il suo corpo fosse protetto da un enorme carapace. Vive in bacini poco profondi.
ZKN_ALPHA_428_001	Ha delle orecchie molto delicate. Se le si tocca con forza, scalcia con le sue graziose gambe.
ZKN_ALPHA_445_001	Vola alla velocità di un aereo da combattimento a reazione. Non lascia mai fuggire la preda.
ZKN_ALPHA_448_001	Sa decifrare le onde emesse da ogni cosa. Questo gli permette di capire le emozioni di creature lontane anche 1 km.
ZKN_ALPHA_460_001	Vive nella pace delle cime montuose tra le nevi eterne: scatena bufere di neve e poi si nasconde.
ZKN_ALPHA_475_001	Pokémon elegante e ottimo spadaccino, combatte allungando le lame che ha sui gomiti.
ZKN_ALPHA_479_001	Il suo corpo è composto di plasma. È solito infiltrarsi negli strumenti elettronici per provocare caos.
ZKN_ALPHA_479_002	Il suo corpo è composto di plasma. È solito infiltrarsi negli strumenti elettronici per provocare caos.
ZKN_ALPHA_479_003	Il suo corpo è composto di plasma. È solito infiltrarsi negli strumenti elettronici per provocare caos.
ZKN_ALPHA_479_004	Il suo corpo è composto di plasma. È solito infiltrarsi negli strumenti elettronici per provocare caos.
ZKN_ALPHA_479_005	Il suo corpo è composto di plasma. È solito infiltrarsi negli strumenti elettronici per provocare caos.
ZKN_ALPHA_487_001	È stato bandito per la sua violenza. Osserva il vecchio mondo in silenzio dal Mondo Distorto.
ZKN_ALPHA_492_001	Si narra che Shaymin si alzi in volo per esprimere commossa gratitudine per la fioritura delle gracidee.
ZKN_ALPHA_493_001	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_002	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_003	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_004	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_005	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_006	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_007	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_008	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_009	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_010	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_011	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_012	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_013	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_014	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_015	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_016	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_493_017	Nei racconti mitologici si dice che questo Pokémon sia nato ancor prima dell'universo.
ZKN_ALPHA_531_001	Quando tocca qualcuno con le antenne delle orecchie, ne percepisce lo stato fisico e psicologico dal battito cardiaco.
ZKN_ALPHA_550_001	I Basculin con la linea rossa e quelli con la linea blu non vanno d'accordo ma, chissà perché, in gruppo si mescolano.
ZKN_ALPHA_555_001	La sua fiamma interna, alla temperatura di 1.400 ºC, sviluppa una potenza tale da distruggere un autocarro.
ZKN_ALPHA_585_001	Al cambio di stagione, muta la pelliccia e l'odore. È un Pokémon che annuncia il passaggio delle stagioni.
ZKN_ALPHA_585_002	Al cambio di stagione, muta la pelliccia e l'odore. È un Pokémon che annuncia il passaggio delle stagioni.
ZKN_ALPHA_585_003	Al cambio di stagione, muta la pelliccia e l'odore. È un Pokémon che annuncia il passaggio delle stagioni.
ZKN_ALPHA_586_001	Si spostano da un luogo all'altro al mutare delle stagioni. Per questo alcuni dicono che portano con sé la primavera.
ZKN_ALPHA_586_002	Si spostano da un luogo all'altro al mutare delle stagioni. Per questo alcuni dicono che portano con sé la primavera.
ZKN_ALPHA_586_003	Si spostano da un luogo all'altro al mutare delle stagioni. Per questo alcuni dicono che portano con sé la primavera.
ZKN_ALPHA_641_001	L'energia sprigionata dalla coda di Tornadus provoca una violenta tempesta in grado di spazzare via le case.
ZKN_ALPHA_642_001	Non è molto amato perché durante il suo peregrinare nei cieli fa cadere fulmini qua e là che causano incendi nei boschi.
ZKN_ALPHA_645_001	Rende fertile la terra trasformando l'energia del vento e dei fulmini in nutrimento per il suolo.
ZKN_ALPHA_646_001	Produce all'interno del suo corpo una potente e gelida energia. Ma l'aria fredda che esala lo ha congelato.
ZKN_ALPHA_646_002	Produce all'interno del suo corpo una potente e gelida energia. Ma l'aria fredda che esala lo ha congelato.
ZKN_ALPHA_647_001	Quando è pronto a passare all'azione, si carica d'energia e diventa così veloce che è impossibile seguirlo con gli occhi.
ZKN_ALPHA_648_001	Controlla a suo piacimento le emozioni di coloro che ascoltano i suoi singolari vocalizzi.
ZKN_ALPHA_649_001	Esiste da più di 300 milioni di anni. Il Team Plasma ne ha modificato il corpo montandogli un cannone sul dorso.
ZKN_ALPHA_649_002	Esiste da più di 300 milioni di anni. Il Team Plasma ne ha modificato il corpo montandogli un cannone sul dorso.
ZKN_ALPHA_649_003	Esiste da più di 300 milioni di anni. Il Team Plasma ne ha modificato il corpo montandogli un cannone sul dorso.
ZKN_ALPHA_649_004	Esiste da più di 300 milioni di anni. Il Team Plasma ne ha modificato il corpo montandogli un cannone sul dorso.
ZKN_ALPHA_666_001	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_002	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_003	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_004	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_005	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_006	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_007	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_008	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_009	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_010	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_011	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_012	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_013	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_014	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_015	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_016	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_017	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_018	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_666_019	I motivi sulle sue ali cambiano a seconda della zona e del clima in cui vive. Dal suo corpo si staccano scaglie dai colori vivaci.
ZKN_ALPHA_669_001	Una volta trovato un fiore di suo gradimento, rimane in simbiosi con esso per tutta la vita. Va in giro lasciandosi trasportare dal vento.
ZKN_ALPHA_669_002	Una volta trovato un fiore di suo gradimento, rimane in simbiosi con esso per tutta la vita. Va in giro lasciandosi trasportare dal vento.
ZKN_ALPHA_669_003	Una volta trovato un fiore di suo gradimento, rimane in simbiosi con esso per tutta la vita. Va in giro lasciandosi trasportare dal vento.
ZKN_ALPHA_669_004	Una volta trovato un fiore di suo gradimento, rimane in simbiosi con esso per tutta la vita. Va in giro lasciandosi trasportare dal vento.
ZKN_ALPHA_670_001	Quando i fiori di un'aiuola ben curata sbocciano, appare e celebra l'evento con una danza graziosa.
ZKN_ALPHA_670_002	Quando i fiori di un'aiuola ben curata sbocciano, appare e celebra l'evento con una danza graziosa.
ZKN_ALPHA_670_003	Quando i fiori di un'aiuola ben curata sbocciano, appare e celebra l'evento con una danza graziosa.
ZKN_ALPHA_670_004	Quando i fiori di un'aiuola ben curata sbocciano, appare e celebra l'evento con una danza graziosa.
ZKN_ALPHA_671_001	Anticamente, i padroni dei castelli ricorrevano al suo aiuto per abbellire i loro giardini con tanti fiori diversi.
ZKN_ALPHA_671_002	Anticamente, i padroni dei castelli ricorrevano al suo aiuto per abbellire i loro giardini con tanti fiori diversi.
ZKN_ALPHA_671_003	Anticamente, i padroni dei castelli ricorrevano al suo aiuto per abbellire i loro giardini con tanti fiori diversi.
ZKN_ALPHA_671_004	Anticamente, i padroni dei castelli ricorrevano al suo aiuto per abbellire i loro giardini con tanti fiori diversi.
ZKN_ALPHA_676_001	Nell'antica Kalos, questo Pokémon aveva il compito di proteggere i re.
ZKN_ALPHA_676_002	Nell'antica Kalos, questo Pokémon aveva il compito di proteggere i re.
ZKN_ALPHA_676_003	Nell'antica Kalos, questo Pokémon aveva il compito di proteggere i re.
ZKN_ALPHA_676_004	Nell'antica Kalos, questo Pokémon aveva il compito di proteggere i re.
ZKN_ALPHA_676_005	Nell'antica Kalos, questo Pokémon aveva il compito di proteggere i re.
ZKN_ALPHA_676_006	Nell'antica Kalos, questo Pokémon aveva il compito di proteggere i re.
ZKN_ALPHA_676_007	Nell'antica Kalos, questo Pokémon aveva il compito di proteggere i re.
ZKN_ALPHA_676_008	Nell'antica Kalos, questo Pokémon aveva il compito di proteggere i re.
ZKN_ALPHA_676_009	Nell'antica Kalos, questo Pokémon aveva il compito di proteggere i re.
ZKN_ALPHA_678_001	I motivi a forma di occhio all'interno delle orecchie sono la fonte del suo potere psichico. Li tiene coperti per controllarne l'immensa potenza.
ZKN_ALPHA_681_001	Si dice che sia in grado di riconoscere chi possiede le qualità per diventare re e che le persone da lui indicate siano effettivamente destinate al trono.
