~~~~~~~~~~~~~~~
Text File : monsname_jpn.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	タマゴ
ZKN_OMEGA_676_009	ボサボサの　たいもうを　かりこむと すがたが　うつくしくなる　だけでなく からだの　キレが　よくなるのだ。
ZKN_OMEGA_678_001	きけんが　せまると　みみを　もちあげ １０トン　トラックを　ひねりつぶす サイコパワーを　かいほうする。
ZKN_OMEGA_681_001	れきだいの　おうが　つれていた。 れいりょくで　ひとや　ポケモンの こころを　あやつり　したがわせる。
ZKN_OMEGA_710_001	じょうぶつできない　たましいを かぼちゃの　からだに　いれている。 ひぐれと　ともに　うごきはじめる。
ZKN_OMEGA_710_002	じょうぶつできない　たましいを かぼちゃの　からだに　いれている。 ひぐれと　ともに　うごきはじめる。
ZKN_OMEGA_710_003	じょうぶつできない　たましいを かぼちゃの　からだに　いれている。 ひぐれと　ともに　うごきはじめる。
ZKN_OMEGA_711_001	しんげつの　よるに　ぶきみな　こえで うたいながら　まちなかを　さまよう。 その　うたを　きくと　のろわれる。
ZKN_OMEGA_711_002	しんげつの　よるに　ぶきみな　こえで うたいながら　まちなかを　さまよう。 その　うたを　きくと　のろわれる。
ZKN_OMEGA_711_003	しんげつの　よるに　ぶきみな　こえで うたいながら　まちなかを　さまよう。 その　うたを　きくと　のろわれる。
ZKN_OMEGA_716_001	えいえんの　いのちを　わけあたえると いわれている。じゅもくの　すがたで １０００ねん　ねむり　ふっかつする。
ZKN_OMEGA_718_001	カロスちほうの　せいたいけいが くずれると　すがたを　あらわして ひめた　ちからを　はっきするらしい。
ZKN_OMEGA_718_004	カロスちほうの　せいたいけいが くずれると　すがたを　あらわして ひめた　ちからを　はっきするらしい。
ZKN_OMEGA_719_001	メレシーの　とつぜんへんい。 ピンクいろに　かがやく　からだは せかいいち　うつくしいと　いわれる。
ZKN_OMEGA_720_001	しんのすがたは　きょだいな　ちからを　もっている。 ざいほう　ほしさに　それが　かくされた　しろ　ごと ひきぬき　うばいさった　という　でんせつが　ある。

~~~~~~~~~~~~~~~
Text File : zukan_comment_shield_jpn.msbt
~~~~~~~~~~~~~~~
ZKN_SHIELD_000_000	
ZKN_SHIELD_001_000	
ZKN_SHIELD_002_000	
ZKN_SHIELD_003_000	
ZKN_SHIELD_004_000	うまれたときから　しっぽに　ほのおが ともっている。　ほのおが　きえたとき その　いのちは　おわって　しまう。
ZKN_SHIELD_005_000	たたかいで　きもちが　たかぶると しゃくねつの　ほのおを　ふきながら あたりを　もやしてまわる。
ZKN_SHIELD_006_000	ちじょう　１４００メートル　まで ハネを　つかって　とぶことができる。 こうねつの　ほのおを　はく。
ZKN_SHIELD_007_000	
ZKN_SHIELD_008_000	
ZKN_SHIELD_009_000	
ZKN_SHIELD_010_000	あしは　みじかいが　きゅうばんに なっているので　さかでも　かべでも くたびれることなく　すすんでいく。
ZKN_SHIELD_011_000	かたい　カラに　つつまれているが なかみは　やわらかいので つよい　こうげきには　たえられない。
ZKN_SHIELD_012_000	まいにち　ミツを　あつめまわる。 あしの　うぶげに　ミツを　ぬりこんで すに　もちかえる　しゅうせいをもつ。
ZKN_SHIELD_013_000	
ZKN_SHIELD_014_000	
ZKN_SHIELD_015_000	
ZKN_SHIELD_016_000	
ZKN_SHIELD_017_000	
ZKN_SHIELD_018_000	
ZKN_SHIELD_019_000	
ZKN_SHIELD_020_000	
ZKN_SHIELD_021_000	
ZKN_SHIELD_022_000	
ZKN_SHIELD_023_000	
ZKN_SHIELD_024_000	
ZKN_SHIELD_025_000	おたがいの　しっぽを　くっつけて でんきを　ながしあうのが ピカチュウ　どうしの　あいさつだ。
ZKN_SHIELD_026_000	でんきぶくろが　からっぽに　なると しっぽを　まっすぐ　たてて くうきちゅうの　でんきを　あつめる。
ZKN_SHIELD_027_000	
ZKN_SHIELD_028_000	
ZKN_SHIELD_029_000	
ZKN_SHIELD_030_000	
ZKN_SHIELD_031_000	
ZKN_SHIELD_032_000	
ZKN_SHIELD_033_000	
ZKN_SHIELD_034_000	
ZKN_SHIELD_035_000	あいくるしい　しぐさと　なきごえで かわいいと　だいにんきの　ポケモン。 だが　めったに　みつからない。
ZKN_SHIELD_036_000	１キロさきに　おちた　はりの　おとも きこえるほど　みみが　いいので ふだんは　しずかな　ところに　いる。
ZKN_SHIELD_037_000	６ぽんの　しっぽは　そだつごとに けなみが　よくなり　うつくしくなる。 だきしめると　ほんのり　あたたかい。
ZKN_SHIELD_038_000	あたまがよくて　しゅうねんぶかい。 ふざけて　しっぽを　つかむと １０００ねん　たたられるという。
ZKN_SHIELD_039_000	
ZKN_SHIELD_040_000	
ZKN_SHIELD_041_000	
ZKN_SHIELD_042_000	
ZKN_SHIELD_043_000	ひるまは　たいようを　さけるため つめたい　じめんに　もぐっている。 つきのひかりを　あびて　そだつ。
ZKN_SHIELD_044_000	よだれのように　みえる　あまいミツ。 とても　ねばねば　しており　ふれると いつまでも　まとわりつく。
ZKN_SHIELD_045_000	はなびらが　おおきいほど　たくさん かふんを　だすが　あたまが おもたくて　つかれてしまうという。
ZKN_SHIELD_046_000	
ZKN_SHIELD_047_000	
ZKN_SHIELD_048_000	
ZKN_SHIELD_049_000	
ZKN_SHIELD_050_000	ちちゅうの　あさいところを　いどう。 ほりすすんだあとは　じめんが もりあがっているので　すぐわかる。
ZKN_SHIELD_051_000	ちか１００キロまで　ほりすすむ パワーをひめた　みつごの　ディグダ。 じめんのしたは　だれも　しらない。
ZKN_SHIELD_052_000	ひたいの　こばんが　よごれないよう まめに　かおを　あらう。　ガラルの ニャースとは　なかが　わるい。
ZKN_SHIELD_053_000	ゆうがで　じょうひんな　みのこなし。 やばんな　ニャイキングとは　そりが あわず　おたがいを　みくだしている。
ZKN_SHIELD_054_000	
ZKN_SHIELD_055_000	
ZKN_SHIELD_056_000	
ZKN_SHIELD_057_000	
ZKN_SHIELD_058_000	ちゅうじつな　せいかくで　おやの トレーナーを　まもるため　ひっしに あいてに　ほえかかる。
ZKN_SHIELD_059_000	むかしから　おおくの　ひとを とりこにした　うつくしい　ポケモン。 とぶように　かろやかに　はしる。
ZKN_SHIELD_060_000	
ZKN_SHIELD_061_000	
ZKN_SHIELD_062_000	
ZKN_SHIELD_063_000	
ZKN_SHIELD_064_000	
ZKN_SHIELD_065_000	
ZKN_SHIELD_066_000	いつも　パワフル。　たいりょくが ありあまっているので　ひまつぶしに いわをもちあげ　さらに　つよくなる。
ZKN_SHIELD_067_000	つかれることのない　きょうじんな にくたいを　もつ。　おもい　にもつの うんぱんなどの　しごとを　てつだう。
ZKN_SHIELD_068_000	４ほんの　うでは　かんがえるより はやく　はんしゃてきに　うごき なんぱつもの　パンチを　くりだせる。
ZKN_SHIELD_069_000	
ZKN_SHIELD_070_000	
ZKN_SHIELD_071_000	
ZKN_SHIELD_072_000	
ZKN_SHIELD_073_000	
ZKN_SHIELD_074_000	
ZKN_SHIELD_075_000	
ZKN_SHIELD_076_000	
ZKN_SHIELD_077_000	ポニータに　みとめられると もえる　たてがみに　さわっても ふしぎと　あつくなくなるのだ。
ZKN_SHIELD_078_000	いちばん　あしが　はやい　ものが リーダー。　むれが　いく　ばしょや はしる　そくどを　きめている。
ZKN_SHIELD_079_000	
ZKN_SHIELD_080_000	
ZKN_SHIELD_081_000	
ZKN_SHIELD_082_000	
ZKN_SHIELD_083_000	しょくぶつの　クキで　たたかう。 クキの　ふりかたには　いくつかの りゅうはの　ようなものが　ある。
ZKN_SHIELD_084_000	
ZKN_SHIELD_085_000	
ZKN_SHIELD_086_000	
ZKN_SHIELD_087_000	
ZKN_SHIELD_088_000	
ZKN_SHIELD_089_000	
ZKN_SHIELD_090_000	かたいカラは　どんな　こうげきも はねかえす。　ひらいた　ときに なかを　こうげき　されると　よわい。
ZKN_SHIELD_091_000	いちど　カラを　とじてしまうと どんな　かいりきの　もちぬしでも あけることは　ふかのうだ。
ZKN_SHIELD_092_000	うすい　ガスのような　からだで どこにでも　しのびこむが かぜが　ふくと　ふきとばされる。
ZKN_SHIELD_093_000	くらやみで　だれもいないのに みられているような　きがしたら そこに　ゴーストが　いるのだ。
ZKN_SHIELD_094_000	やまで　そうなんしたとき いのちを　うばいに　くらやみから あらわれることが　あるという。
ZKN_SHIELD_095_000	おおきく　じょうぶな　からだを くねらせ　よじらせ　じそく８０キロで じめんを　いきおいよく　ほりすすむ。
ZKN_SHIELD_096_000	
ZKN_SHIELD_097_000	
ZKN_SHIELD_098_000	きけんがせまると　くちから　はきだす あわで　ぜんしんを　つつんで からだを　おおきく　みせようとする。
ZKN_SHIELD_099_000	はかいりょく　ばつぐんの　おおきな ハサミだが　おもすぎるので たたかわないときは　じゃまになる。
ZKN_SHIELD_100_000	
ZKN_SHIELD_101_000	
ZKN_SHIELD_102_000	
ZKN_SHIELD_103_000	
ZKN_SHIELD_104_000	
ZKN_SHIELD_105_000	
ZKN_SHIELD_106_000	あしが　じゆうに　のびちぢみして とおく　はなれている　ばあいでも あいてを　けりあげることが　できる。
ZKN_SHIELD_107_000	くうきをも　きりさく　パンチ。 だが　３ぷんかん　こうげきすると ひとやすみ　したくなるらしい。
ZKN_SHIELD_108_000	
ZKN_SHIELD_109_000	きたない　くうきが　ごちそう。 むかしの　ガラルちほうには　いまより たくさんの　ドガースが　いたという。
ZKN_SHIELD_110_000	ガラルの　マタドガスよりも　くうきを すいこむ　ちからは　すこし　よわいが つくりだす　どくそは　きょうりょく。
ZKN_SHIELD_111_000	ひとつの　ことしか　おぼえられない。 とっしんを　はじめると　りゆうは どうでもよくなり　すぐに　わすれる。
ZKN_SHIELD_112_000	ぜんしんを　よろいのような　ひふで まもっている。　２０００どの マグマの　なかでも　いきられる。
ZKN_SHIELD_113_000	
ZKN_SHIELD_114_000	
ZKN_SHIELD_115_000	
ZKN_SHIELD_116_000	
ZKN_SHIELD_117_000	
ZKN_SHIELD_118_000	せビレ　むなビレが　きんにくのように はったつしており　すいちゅうを ５ノットの　はやさで　およぐ。
ZKN_SHIELD_119_000	ツノで　かわぞこの　いわを　くりぬき すをつくるのは　うみつけた　タマゴが ながされないように　するためだ。
ZKN_SHIELD_120_000	
ZKN_SHIELD_121_000	
ZKN_SHIELD_122_000	パントマイムが　とくい。　ゆびから だした　はどうで　かべを　つくり あまたの　こうげきから　みをまもる。
ZKN_SHIELD_123_000	
ZKN_SHIELD_124_000	
ZKN_SHIELD_125_000	
ZKN_SHIELD_126_000	
ZKN_SHIELD_127_000	
ZKN_SHIELD_128_000	
ZKN_SHIELD_129_000	ながれの　はやい　ところでは ただ　ながされて　いくだけの ひよわで　なさけない　ポケモン。
ZKN_SHIELD_130_000	いちど　あばれだした　ギャラドスは あらしが　ふきすさんでいようとも どんなものでも　やきつくしてしまう。
ZKN_SHIELD_131_000	さむさに　つよく　こおりの　うみも へいき。　ひふは　スベスベで すこしだけ　ひんやり　しているよ。
ZKN_SHIELD_132_000	メタモンどうし　であってしまうと あいてそっくりの　かたちに　なろうと いつもより　はげしく　うごく。
ZKN_SHIELD_133_000	ふあんていな　いでんしの　おかげで さまざまな　しんかの　かのうせいを ひめている　とくしゅな　ポケモン。
ZKN_SHIELD_134_000	からだの　さいぼうの　つくりが みずの　ぶんしと　にている。 みずに　とけると　みえなくなる。
ZKN_SHIELD_135_000	くうきちゅうの　マイナスイオンを すいこんで　やく１００００ボルトの でんきを　はきだすことができる。
ZKN_SHIELD_136_000	すいこんだ　くうきの　いちぶは たいないの　ほのおぶくろに　おくられ １７００どの　ほのおに　なる。
ZKN_SHIELD_137_000	
ZKN_SHIELD_138_000	
ZKN_SHIELD_139_000	
ZKN_SHIELD_140_000	
ZKN_SHIELD_141_000	
ZKN_SHIELD_142_000	
ZKN_SHIELD_143_000	がんじょうな　いぶくろは　カビの はえたものや　くさったものを たべても　こわれることはない。
ZKN_SHIELD_144_000	
ZKN_SHIELD_145_000	
ZKN_SHIELD_146_000	
ZKN_SHIELD_147_000	
ZKN_SHIELD_148_000	
ZKN_SHIELD_149_000	
ZKN_SHIELD_150_000	
ZKN_SHIELD_151_000	
ZKN_SHIELD_152_000	
ZKN_SHIELD_153_000	
ZKN_SHIELD_154_000	
ZKN_SHIELD_155_000	
ZKN_SHIELD_156_000	
ZKN_SHIELD_157_000	
ZKN_SHIELD_158_000	
ZKN_SHIELD_159_000	
ZKN_SHIELD_160_000	
ZKN_SHIELD_161_000	
ZKN_SHIELD_162_000	
ZKN_SHIELD_163_000	いつも　きまった　じかんになると なきだすので　とけいがわりに つれてあるく　トレーナーもいる。
ZKN_SHIELD_164_000	ものごとを　かんがえだすと くびを　１８０ど　かいてん　させて あたまの　はたらきを　たかめる。
ZKN_SHIELD_165_000	
ZKN_SHIELD_166_000	
ZKN_SHIELD_167_000	
ZKN_SHIELD_168_000	
ZKN_SHIELD_169_000	
ZKN_SHIELD_170_000	くらい　かいていでは　いつも てんめつ　している　しょくしゅの あかり　だけが　つうしんしゅだん。
ZKN_SHIELD_171_000	つよい　ひかりを　はなち　えものの めを　くらませる。　スキが　できたら でんげきを　おみまいする。
ZKN_SHIELD_172_000	ほほの　でんきぶくろは　ちいさく ちょっとでも　でんきが　あふれると じぶんじしんが　しびれてしまう。
ZKN_SHIELD_173_000	おほしさまのような　シルエット。 そのすがたから　ながれぼしにのって やってくると　しんじられている。
ZKN_SHIELD_174_000	
ZKN_SHIELD_175_000	こううんの　シンボル。 カラの　なかには　しあわせが たくさん　つまっている　という。
ZKN_SHIELD_176_000	やさしいひとの　そばに　いないと げんきが　でなくなってしまう。 はねをうごかさずに　そらにうかべる。
ZKN_SHIELD_177_000	はねが　そだちきって　おらず とびはねるようにして　いどうする。 いつも　なにかを　みつめている。
ZKN_SHIELD_178_000	かこと　みらいを　みとおせる。 まいにち　たいようの　うごきを みつづけている　ふしぎな　ポケモン。
ZKN_SHIELD_179_000	
ZKN_SHIELD_180_000	
ZKN_SHIELD_181_000	
ZKN_SHIELD_182_000	ときおり　キレイハナが　あつまって おどるような　しぐさを　みせる。 たいようをよぶ　ぎしき　といわれる。
ZKN_SHIELD_183_000	
ZKN_SHIELD_184_000	
ZKN_SHIELD_185_000	おそわれないように　きのまねをする。 みずがにがてで　あめが　ふりだすと いつのまにか　すがたを　けす。
ZKN_SHIELD_186_000	
ZKN_SHIELD_187_000	
ZKN_SHIELD_188_000	
ZKN_SHIELD_189_000	
ZKN_SHIELD_190_000	
ZKN_SHIELD_191_000	
ZKN_SHIELD_192_000	
ZKN_SHIELD_193_000	
ZKN_SHIELD_194_000	ちじょうを　あるくときは　ひふが かんそう　しないように　どくの ねんまくで　からだを　おおっている。
ZKN_SHIELD_195_000	からだは　いつも　ぬめっている。 およぐたびに　かわぞこに　あたまを ぶつけているが　きに　していない。
ZKN_SHIELD_196_000	ひたいの　たまから　サイコパワーを ほうしゃして　たたかう。　パワーが つきると　たまの　いろが　くすむ。
ZKN_SHIELD_197_000	まんげつの　よるや　こうふん したとき　ぜんしんの　わっかもようは きいろく　ひかる。
ZKN_SHIELD_198_000	
ZKN_SHIELD_199_000	
ZKN_SHIELD_200_000	
ZKN_SHIELD_201_000	
ZKN_SHIELD_202_000	まっくろな　シッポを　かくすため くらやみで　ひっそりと　いきている。 じぶんからは　こうげき　しない。
ZKN_SHIELD_203_000	
ZKN_SHIELD_204_000	
ZKN_SHIELD_205_000	
ZKN_SHIELD_206_000	
ZKN_SHIELD_207_000	
ZKN_SHIELD_208_000	つちと　いっしょに　のみこんだ てつぶんが　たまっていって　からだが へんかしたとも　かんがえられる。
ZKN_SHIELD_209_000	
ZKN_SHIELD_210_000	
ZKN_SHIELD_211_000	ぜんしんの　ちいさな　ハリは うろこが　へんかしたもの。 ささると　どくで　きをうしなう。
ZKN_SHIELD_212_000	
ZKN_SHIELD_213_000	ツボのような　こうらの　なかに ためこんだ　きのみは　いつのまにか ドロドロの　ジュースに　かわる。
ZKN_SHIELD_214_000	
ZKN_SHIELD_215_000	ずるがしこく　どうもうな　せいしつ。 おやが　いない　スキに　すあなに しんにゅう。　タマゴを　ぬすみだす。
ZKN_SHIELD_216_000	
ZKN_SHIELD_217_000	
ZKN_SHIELD_218_000	
ZKN_SHIELD_219_000	
ZKN_SHIELD_220_000	いい　においを　かぎつけると あとさき　かんがえず　においの ほうこうへ　ダッシュしてしまう。
ZKN_SHIELD_221_000	４ほんの　あしは　みじかいが ヒヅメは　ひろく　ギザギザ　なので ゆきのうえでも　すべらず　あるける。
ZKN_SHIELD_222_000	あたたかい　うみで　くらす。 たいこは　ガラルきんかい　にも かずおおく　せいそく　していた。
ZKN_SHIELD_223_000	きゅうばんの　ように　へんかした せびれで　マンタインに　くっつき たべのこしを　わけてもらっている。
ZKN_SHIELD_224_000	がんじょうな　いしあたま。 きゅうばんつきの　あしを　からませ ひたすら　あたまで　うちすえる。
ZKN_SHIELD_225_000	じぶんの　エサを　ひとや　ポケモンに わける　しゅうせいが　あるため いつも　エサを　さがしまわっている。
ZKN_SHIELD_226_000	ゆうぜんと　うみを　およぐ。 たべのこしを　ねらった　テッポウオが くっついていても　きにしていない。
ZKN_SHIELD_227_000	
ZKN_SHIELD_228_000	
ZKN_SHIELD_229_000	
ZKN_SHIELD_230_000	
ZKN_SHIELD_231_000	
ZKN_SHIELD_232_000	
ZKN_SHIELD_233_000	
ZKN_SHIELD_234_000	
ZKN_SHIELD_235_000	
ZKN_SHIELD_236_000	てごろな　あいてを　みつけると すぐに　なぐりかかってくるので ちいさくても　ゆだんならない。
ZKN_SHIELD_237_000	さかだちを　することで　あいての タイミングを　くるわせ　そのすきに はでな　キックわざを　おみまいする。
ZKN_SHIELD_238_000	
ZKN_SHIELD_239_000	
ZKN_SHIELD_240_000	
ZKN_SHIELD_241_000	
ZKN_SHIELD_242_000	
ZKN_SHIELD_243_000	
ZKN_SHIELD_244_000	
ZKN_SHIELD_245_000	
ZKN_SHIELD_246_000	つちを　たべて　いきている。 おおきな　やまひとつ　たべおわると せいちょうのため　ねむりはじめる。
ZKN_SHIELD_247_000	さなぎだが　じっと　していない。 がんじょうな　カラの　したでは すでに　てあしが　できている。
ZKN_SHIELD_248_000	じひびきを　ならしながら　あるくと おおきな　やまでさえ　くずれ まわりの　ちけいは　かわってしまう。
ZKN_SHIELD_249_000	
ZKN_SHIELD_250_000	
ZKN_SHIELD_251_000	
ZKN_SHIELD_252_000	
ZKN_SHIELD_253_000	
ZKN_SHIELD_254_000	
ZKN_SHIELD_255_000	
ZKN_SHIELD_256_000	
ZKN_SHIELD_257_000	
ZKN_SHIELD_258_000	
ZKN_SHIELD_259_000	
ZKN_SHIELD_260_000	
ZKN_SHIELD_261_000	
ZKN_SHIELD_262_000	
ZKN_SHIELD_263_000	ガラルの　ジグザグマが　ほかの ちいきに　てきおうした　すがた。 さがしものを　みつけるのが　とくい。
ZKN_SHIELD_264_000	バツグンの　しゅんぱつりょくと するどいツメで　エモノを　しとめる。 まがった　みちを　はしるのは　ヘタ。
ZKN_SHIELD_265_000	
ZKN_SHIELD_266_000	
ZKN_SHIELD_267_000	
ZKN_SHIELD_268_000	
ZKN_SHIELD_269_000	
ZKN_SHIELD_270_000	はっぱが　おおきく　なりすぎて おもくなって　しまったため　みずに うかんで　くらすように　なった。
ZKN_SHIELD_271_000	ひあたりの　よい　みずべに　すむ。 ひるまは　みずくさの　ベッドで ねむり　ひが　くれると　うごきだす。
ZKN_SHIELD_272_000	ようきな　リズムに　あわせて からだを　うごかす　ことで パワーを　ぞうふくさせて　いるのだ。
ZKN_SHIELD_273_000	あたまの　さきを　えだに　くっつけて ぶらさがる。　きょうふうに　あおられ おちてしまう　ことも　あるのだ。
ZKN_SHIELD_274_000	コノハナの　ふく　くさぶえの　おとは きいた　ものを　ふあんに　させる。 たいぼくに　あいた　あなで　くらす。
ZKN_SHIELD_275_000	もりの　おくで　ひっそりと　くらす。 おおきな　うちわを　あおぐと こがらしが　ふくと　いわれている。
ZKN_SHIELD_276_000	
ZKN_SHIELD_277_000	
ZKN_SHIELD_278_000	くうきの　ながれを　りようして はばたかずに　そらへ　まいあがる。 うみべの　がけに　すを　つくる。
ZKN_SHIELD_279_000	かいめん　すれすれを　とんで おおきな　くちばしで　かいすいごと エサを　すくいとって　はこぶのだ。
ZKN_SHIELD_280_000	あかいツノで　ひとや　ポケモンの あたたかな　きもちを　キャッチすると ぜんしんが　ほのかに　あつくなる。
ZKN_SHIELD_281_000	サイコパワーを　あやつり　まわりの くうかんを　ねじまげる　ことで みらいを　みとおす　ことが　できる。
ZKN_SHIELD_282_000	トレーナーを　まもるためなら サイコパワーを　つかいきり　ちいさな ブラックホールを　つくりだす。
ZKN_SHIELD_283_000	
ZKN_SHIELD_284_000	
ZKN_SHIELD_285_000	
ZKN_SHIELD_286_000	
ZKN_SHIELD_287_000	
ZKN_SHIELD_288_000	
ZKN_SHIELD_289_000	
ZKN_SHIELD_290_000	１０ねん　いじょう　つちの　なかで くらす　ことも　ある。　じゅもくの ねっこから　えいようを　すいとる。
ZKN_SHIELD_291_000	どんな　こうげきでも　よけてしまうと いわれるほど　すばやい　ポケモン。 あまい　じゅえきが　だいこうぶつ。
ZKN_SHIELD_292_000	ハネを　うごかさずに　とびまわる。 からだの　なかは　からっぽで いきを　しない　ふしぎな　ポケモン。
ZKN_SHIELD_293_000	
ZKN_SHIELD_294_000	
ZKN_SHIELD_295_000	
ZKN_SHIELD_296_000	
ZKN_SHIELD_297_000	
ZKN_SHIELD_298_000	
ZKN_SHIELD_299_000	
ZKN_SHIELD_300_000	
ZKN_SHIELD_301_000	
ZKN_SHIELD_302_000	ほうせきの　けっしょうを　たべる。 くらやみの　なかでは　りょうめが ほうせきの　かがやきを　はなつ。
ZKN_SHIELD_303_000	はがねの　ツノが　へんけいして できた　おおきな　アゴで あいてに　がぶりと　かみつくのだ。
ZKN_SHIELD_304_000	
ZKN_SHIELD_305_000	
ZKN_SHIELD_306_000	
ZKN_SHIELD_307_000	
ZKN_SHIELD_308_000	
ZKN_SHIELD_309_000	せいでんきを　たいもうに　ためる。 くうきの　かんそうした　きせつには ぜんしんから　ひばなを　ちらす。
ZKN_SHIELD_310_000	ひとまえには　めったに　すがたを みせない。　かみなりの　おちた ばしょに　すみかが　あると　いう。
ZKN_SHIELD_311_000	
ZKN_SHIELD_312_000	
ZKN_SHIELD_313_000	
ZKN_SHIELD_314_000	
ZKN_SHIELD_315_000	みぎてと　ひだりてで　２しゅるいの どくを　つかいわけて　こうげきする。 かおりが　つよいほど　げんきだ。
ZKN_SHIELD_316_000	
ZKN_SHIELD_317_000	
ZKN_SHIELD_318_000	
ZKN_SHIELD_319_000	
ZKN_SHIELD_320_000	かいすいを　たくさん　のみこむと からだが　ボールの　ように　はずむ。 まいにち　１トンの　エサを　たべる。
ZKN_SHIELD_321_000	とにかく　どでかいので　にんき。 ホエルオーウォッチングは　かくちで にんきの　かんこうプラン　なのだ。
ZKN_SHIELD_322_000	
ZKN_SHIELD_323_000	
ZKN_SHIELD_324_000	つかわれなくなった　たんこうには たくさんの　コータスが　すみついて せきたんを　せっせと　ほっている。
ZKN_SHIELD_325_000	
ZKN_SHIELD_326_000	
ZKN_SHIELD_327_000	
ZKN_SHIELD_328_000	ぜったいに　だっしゅつ　ふかのうな すりばちじょうの　すあなを　つくって えものが　おちてくるのを　まつ。
ZKN_SHIELD_329_000	ハネを　せいちょう　させるために まいにち　たいりょうの　えものを しょうかえきで　とかして　すする。
ZKN_SHIELD_330_000	はばたく　おとが　おんなのひとの うつくしい　うたごえに　にているため さばくのせいれい　と　よばれている。
ZKN_SHIELD_331_000	
ZKN_SHIELD_332_000	
ZKN_SHIELD_333_000	
ZKN_SHIELD_334_000	
ZKN_SHIELD_335_000	
ZKN_SHIELD_336_000	
ZKN_SHIELD_337_000	４０ねんまえに　いんせきの　おちた ばしょで　はじめて　みつかった。 にらむ　だけで　てきを　ねむらせる。
ZKN_SHIELD_338_000	たいようエネルギーが　パワーの みなもと　なので　ひるまは　つよい。 かいてんすると　からだが　ひかる。
ZKN_SHIELD_339_000	２ほんの　ながい　ヒゲで　にごった かわぞこを　さぐる。　ヌルヌルした ねんまくが　からだを　まもっている。
ZKN_SHIELD_340_000	おおきな　ぬまを　なわばりにする。 てきが　ちかづくと　おおあばれして おおきな　じしんを　おこすのだ。
ZKN_SHIELD_341_000	がいこくから　やってきた　ポケモンが やせいかした。　どんなに　きたない かわでも　てきおうしてしまう。
ZKN_SHIELD_342_000	たたかいを　このむ　せいかく。 すみかに　ちかづく　あいてを ようしゃなく　たたきのめす。
ZKN_SHIELD_343_000	こだい　いせきで　はっけんされた。 かいてん　しながら　いどう。　よる ねむる　ときも　いっぽんあしだ。
ZKN_SHIELD_344_000	こだいじんの　どろにんぎょうから うまれたらしい。　ねんりきを　つかい くうちゅうに　ういて　いどうする。
ZKN_SHIELD_345_000	
ZKN_SHIELD_346_000	
ZKN_SHIELD_347_000	
ZKN_SHIELD_348_000	
ZKN_SHIELD_349_000	みすぼらしく　みにくい　ポケモンだが しぶとい　せいめいりょくを　もち わずかな　みずだけでも　いきのびる。
ZKN_SHIELD_350_000	ミロカロスの　うつくしい　すがたを みた　ものは　すさんだ　こころが いやされると　いわれている。
ZKN_SHIELD_351_000	
ZKN_SHIELD_352_000	
ZKN_SHIELD_353_000	
ZKN_SHIELD_354_000	
ZKN_SHIELD_355_000	すがたを　とうめいに　して　そっと えものに　ちかよる。　あつい　カベを とおりぬける　のうりょくを　もつ。
ZKN_SHIELD_356_000	さまよっている　ひとだまを　みつけ からっぽの　たいないに　すいこむ。 すいこまれて　どうなるかは　なぞ。
ZKN_SHIELD_357_000	
ZKN_SHIELD_358_000	
ZKN_SHIELD_359_000	
ZKN_SHIELD_360_000	むれで　こうどうする　しゅうせい。 ねむる　ときは　どうくつの　なかで なかまたちと　からだを　よせあう。
ZKN_SHIELD_361_000	さむい　とちでしか　いきられない。 マイナス　１００どの　かんきょうでも げんきに　はねまわっているよ。
ZKN_SHIELD_362_000	くうきちゅうの　すいぶんを いっしゅんで　こおらせる　ちからで えものを　れいとうして　しまう。
ZKN_SHIELD_363_000	
ZKN_SHIELD_364_000	
ZKN_SHIELD_365_000	
ZKN_SHIELD_366_000	
ZKN_SHIELD_367_000	
ZKN_SHIELD_368_000	
ZKN_SHIELD_369_000	
ZKN_SHIELD_370_000	
ZKN_SHIELD_371_000	
ZKN_SHIELD_372_000	
ZKN_SHIELD_373_000	
ZKN_SHIELD_374_000	
ZKN_SHIELD_375_000	
ZKN_SHIELD_376_000	
ZKN_SHIELD_377_000	
ZKN_SHIELD_378_000	
ZKN_SHIELD_379_000	
ZKN_SHIELD_380_000	
ZKN_SHIELD_381_000	
ZKN_SHIELD_382_000	
ZKN_SHIELD_383_000	
ZKN_SHIELD_384_000	
ZKN_SHIELD_385_000	
ZKN_SHIELD_386_000	
ZKN_SHIELD_387_000	
ZKN_SHIELD_388_000	
ZKN_SHIELD_389_000	
ZKN_SHIELD_390_000	
ZKN_SHIELD_391_000	
ZKN_SHIELD_392_000	
ZKN_SHIELD_393_000	
ZKN_SHIELD_394_000	
ZKN_SHIELD_395_000	
ZKN_SHIELD_396_000	
ZKN_SHIELD_397_000	
ZKN_SHIELD_398_000	
ZKN_SHIELD_399_000	
ZKN_SHIELD_400_000	
ZKN_SHIELD_401_000	
ZKN_SHIELD_402_000	
ZKN_SHIELD_403_000	
ZKN_SHIELD_404_000	
ZKN_SHIELD_405_000	
ZKN_SHIELD_406_000	きおんの　へんかに　びんかん。 つぼみが　ひらきはじめたら はるの　おとずれは　もうすぐだ。
ZKN_SHIELD_407_000	みぎての　どくは　そっこうせい。 ひだりての　どくは　ちこうせい。 どちらも　いのちに　かかわるぞ。
ZKN_SHIELD_408_000	
ZKN_SHIELD_409_000	
ZKN_SHIELD_410_000	
