~~~~~~~~~~~~~~~
Text File : itemname_esp.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	Ningún objeto
ZKN_MOON_792_000	Se dice que vive en otro mundo. Devora la luz con tamaña fruición que es capaz de provocar la penumbra más absoluta en pleno día.
ZKN_MOON_793_000	Se desconoce si este Ultraente posee consciencia propia, pero en ocasiones se comporta como una chica joven.
ZKN_MOON_794_000	Un Ultraente rodeado de misterio. Se le ha visto reducir a añicos un camión de un solo puñetazo.
ZKN_MOON_795_000	Este Ultraente se muestra reacio al contacto, probablemente porque percibe inmundicia en todo cuanto le rodea.
ZKN_MOON_796_000	Este Ultraente surgió de un Ultraumbral. Se cree que la electricidad es su fuente de energía, ya que una vez asaltó una central eléctrica.
ZKN_MOON_797_000	Varios testigos afirman haber visto como este Ultraente carbonizaba un bosque entero con el gas expelido por sus extremidades.
ZKN_MOON_798_000	Varios testigos han observado como este Ultraente cortaba en dos una enorme torre de acero como si fuera mantequilla.
ZKN_MOON_799_000	Un Ultraente extremadamente peligroso. Engulle todo lo que encuentra, pero, por alguna razón, no se han encontrado excrementos suyos.
ZKN_MOON_800_000	Este Ultraente parece alimentarse de luz. Posee un carácter muy hostil y no duda en lanzar rayos láser.
ZKN_MOON_801_000	El mecanismo que conforma su cuerpo es tan solo un recipiente. Su verdadera esencia es un alma artificial llamada Coránima.
ZKN_MOON_802_000	Se infiltra en la sombra de su oponente y copia sus movimientos y su fuerza. Es un Pokémon tímido y un poco cobardica.
ZKN_MOON_803_000	
ZKN_MOON_003_001	
ZKN_MOON_006_001	
ZKN_MOON_006_002	
ZKN_MOON_009_001	
ZKN_MOON_015_001	
ZKN_MOON_018_001	
ZKN_MOON_019_001	Comienza su actividad cuando se pone el sol. Recorre la ciudad en pos de buena comida para su jefe, que suele ser un Raticate.
ZKN_MOON_020_001	Este gourmet es muy exigente con el sabor y la frescura de la comida. Si Raticate vive en un restaurante, no cabe duda de que es uno bueno.
ZKN_MOON_020_002	
ZKN_MOON_025_001	Un Pikachu que lleva puesta la gorra de su Entrenador, aunque le queda un poco grande.
ZKN_MOON_025_002	Un Pikachu que lleva puesta la gorra de su Entrenador, aunque le queda un poco grande.
ZKN_MOON_025_003	Un Pikachu que lleva puesta la gorra de su Entrenador, aunque le queda un poco grande.
ZKN_MOON_025_004	Un Pikachu que lleva puesta la gorra de su Entrenador, aunque le queda un poco grande.
ZKN_MOON_025_005	Un Pikachu que lleva puesta la gorra de su Entrenador, aunque le queda un poco grande.
ZKN_MOON_025_006	Un Pikachu que lleva puesta la gorra de su Entrenador, aunque le queda un poco grande.
ZKN_MOON_026_001	Controla la electricidad a voluntad. Puede subirse a su propia cola y desplazarse flotando con sus poderes telequinéticos.
ZKN_MOON_027_001	Un festival ancestral que se sigue celebrando en Alola consiste en hacer deslizar a un Sandshrew sobre el hielo para ver quién lo lanza más lejos.
ZKN_MOON_028_001	Sus púas de acero están cubiertas de hielo. Cuando pincha con ellas, además de profundas heridas también causa daño por congelación.
ZKN_MOON_037_001	Cuando hace calor, crea rocas de hielo con sus seis colas y las disemina por los alrededores para enfriar su cuerpo.
ZKN_MOON_038_001	Tiene un temperamento muy tranquilo. Hasta que se supo que era la forma regional de Ninetales, se le veneraba como a una deidad.
ZKN_MOON_050_001	Los pelillos dorados que tiene en la cabeza funcionan como sensores. Los hace asomar por el agujero para explorar su entorno.
ZKN_MOON_051_001	En Alola son Pokémon muy importantes porque se piensa que son encarnaciones de las divinidades de la tierra.
ZKN_MOON_052_001	Si se hiere su frágil orgullo o se le mancha la moneda que lleva en la frente, sufre tales ataques de histeria que parece enajenado.
ZKN_MOON_053_001	Muestra arrogancia hacia cualquier otro ser. Combate con tácticas rastreras y cobardes, atacando por sorpresa o desde la oscuridad.
ZKN_MOON_065_001	Todo su poder psíquico se ha liberado por fin. Con solo ver a su oponente, puede saberlo todo acerca de su pasado, presente y futuro.
ZKN_MOON_074_001	Si alguien pisa por error a un Geodude que esté durmiendo en el suelo, se oirá un chasquido y un calambre le recorrerá todo el cuerpo.
ZKN_MOON_075_001	Se pelea por las rocas con las que se alimenta. Al chocar contra otros Graveler, se oyen detonaciones y saltan chispas.
ZKN_MOON_076_001	Cuando no le quedan piedras alrededor, echa mano de los Geodude que tenga cerca y los lanza como proyectiles.
ZKN_MOON_080_001	La energía de la megaevolución ha convertido a Shellder en una armadura impenetrable. No hay ningún cambio aparente en Slowpoke.
ZKN_MOON_088_001	Está formado por un cúmulo de toxinas. Grimer exuda por su cuerpo una sustancia extremadamente tóxica.
ZKN_MOON_089_001	A pesar de su apariencia, tiene un carácter bastante dócil, pero, si no se le da basura para comer, la emprende con los muebles de la casa.
ZKN_MOON_094_001	La energía de la megaevolución le ha hecho despertar. Se esconde en otra dimensión, a la espera de una buena oportunidad para atacar.
ZKN_MOON_103_001	Su poder psíquico ha desaparecido al crecer, pero ha despertado en cambio el poder dragón que tenía latente.
ZKN_MOON_105_001	Llora mucho la pérdida de sus compañeros y les da sepultura en los recesos del camino, donde forma pequeños montículos de arena.
ZKN_MOON_115_001	Gracias a la megaevolución, su cría ha crecido. Como esta es de naturaleza muy competitiva, a su madre le preocupa un poco su futuro.
ZKN_MOON_127_001	La energía de la megaevolución ha hecho que sus alas crezcan de forma desmesurada. Puede desplazarse a unos 50 km/h.
ZKN_MOON_130_001	Expulsa agua a presión por las agallas de sus costados para así poder volar a una velocidad supersónica.
ZKN_MOON_142_001	Tras la megaevolución, se vuelve mucho más feroz que antes. Se dice que es por el sufrimiento que le causa el exceso de poder.
ZKN_MOON_150_001	
ZKN_MOON_150_002	
ZKN_MOON_181_001	
ZKN_MOON_201_001	
ZKN_MOON_201_002	
ZKN_MOON_201_003	
ZKN_MOON_201_004	
ZKN_MOON_201_005	
ZKN_MOON_201_006	
ZKN_MOON_201_007	
ZKN_MOON_201_008	
ZKN_MOON_201_009	
ZKN_MOON_201_010	
ZKN_MOON_201_011	
ZKN_MOON_201_012	
ZKN_MOON_201_013	
ZKN_MOON_201_014	
ZKN_MOON_201_015	
ZKN_MOON_201_016	
ZKN_MOON_201_017	
ZKN_MOON_201_018	
ZKN_MOON_201_019	
ZKN_MOON_201_020	
ZKN_MOON_201_021	
ZKN_MOON_201_022	
ZKN_MOON_201_023	
ZKN_MOON_201_024	
ZKN_MOON_201_025	
ZKN_MOON_201_026	
ZKN_MOON_201_027	
ZKN_MOON_208_001	
ZKN_MOON_212_001	La megaevolución ha convertido sus pinzas en instrumentos atroces, capaces de hacer trizas todo lo que cae en ellas.
ZKN_MOON_214_001	
ZKN_MOON_229_001	
ZKN_MOON_248_001	
ZKN_MOON_254_001	
ZKN_MOON_257_001	
ZKN_MOON_260_001	
ZKN_MOON_282_001	
ZKN_MOON_302_001	El peso de su gema le dificulta cambiar de dirección con rapidez. Su punto débil son los ataques por la espalda.
ZKN_MOON_303_001	
ZKN_MOON_306_001	
ZKN_MOON_308_001	
ZKN_MOON_310_001	
ZKN_MOON_319_001	Su habilidad en combate aumenta muchísimo cuando megaevoluciona. Las marcas amarillas de su cuerpo son cicatrices de batallas pasadas.
ZKN_MOON_323_001	
ZKN_MOON_334_001	
ZKN_MOON_351_001	Castform adopta esta forma cuando hace un tiempo espléndido. Su cuerpo comienza a irradiar calor.
ZKN_MOON_351_002	Castform adopta esta forma cuando llueve a cántaros. Su cuerpo se empapa de humedad y se vuelve escurridizo.
ZKN_MOON_351_003	Castform adopta esta forma cuando graniza. Su piel se vuelve tan fría y resbaladiza como el hielo.
ZKN_MOON_354_001	
ZKN_MOON_359_001	Al megaevolucionar, el pelaje del dorso se le eriza de tal forma que parece tener alas. Pero al no tratarse de verdaderas alas, no puede volar.
ZKN_MOON_362_001	Atrapa a sus presas con la boca y estas se congelan al instante. Sin embargo, su mandíbula está desencajada y no puede comérselas.
ZKN_MOON_373_001	Se vuelve tan violento que incluso puede llegar a atacar a su Entrenador. Su silueta recuerda a una luna creciente de color carmesí.
ZKN_MOON_376_001	Cuando megaevoluciona, se vuelve frío y despiadado, y no le importan los medios con tal de conseguir la victoria.
ZKN_MOON_380_001	
ZKN_MOON_381_001	
ZKN_MOON_382_001	
ZKN_MOON_383_001	
ZKN_MOON_384_001	
ZKN_MOON_386_001	
ZKN_MOON_386_002	
ZKN_MOON_386_003	
ZKN_MOON_412_001	
ZKN_MOON_412_002	
ZKN_MOON_413_001	
ZKN_MOON_413_002	
ZKN_MOON_421_001	
ZKN_MOON_422_001	El tipo de alimentación determina el color de su cuerpo, aunque no se observan cambios notables en su fuerza.
ZKN_MOON_423_001	Se están llevando a cabo experimentos para comprobar cómo cambia Gastrodon cuando no se le entrena en el mar en el que nació.
ZKN_MOON_428_001	
ZKN_MOON_445_001	Presa de la ira al ver que sus preciadas alas se han fundido con sus extremidades, las usa para golpear la tierra con fuerza.
ZKN_MOON_448_001	Se concentra al máximo para atacar a su oponente, al que se enfrenta de forma despiadada.
ZKN_MOON_460_001	
ZKN_MOON_475_001	
ZKN_MOON_479_001	
ZKN_MOON_479_002	
ZKN_MOON_479_003	
ZKN_MOON_479_004	
ZKN_MOON_479_005	
ZKN_MOON_487_001	
ZKN_MOON_492_001	
ZKN_MOON_493_001	
ZKN_MOON_493_002	
ZKN_MOON_493_003	
ZKN_MOON_493_004	
ZKN_MOON_493_005	
ZKN_MOON_493_006	
ZKN_MOON_493_007	
ZKN_MOON_493_008	
ZKN_MOON_493_009	
ZKN_MOON_493_010	
ZKN_MOON_493_011	
ZKN_MOON_493_012	
ZKN_MOON_493_013	
ZKN_MOON_493_014	
ZKN_MOON_493_015	
ZKN_MOON_493_016	
ZKN_MOON_493_017	
ZKN_MOON_531_001	
ZKN_MOON_550_001	
ZKN_MOON_555_001	
ZKN_MOON_585_001	
ZKN_MOON_585_002	
ZKN_MOON_585_003	
ZKN_MOON_586_001	
ZKN_MOON_586_002	
ZKN_MOON_586_003	
ZKN_MOON_641_001	
ZKN_MOON_642_001	
ZKN_MOON_645_001	
ZKN_MOON_646_001	
ZKN_MOON_646_002	
ZKN_MOON_647_001	
ZKN_MOON_648_001	
ZKN_MOON_649_001	
ZKN_MOON_649_002	
ZKN_MOON_649_003	
ZKN_MOON_649_004	
ZKN_MOON_658_001	
ZKN_MOON_658_002	
ZKN_MOON_666_001	
ZKN_MOON_666_002	
ZKN_MOON_666_003	
ZKN_MOON_666_004	
ZKN_MOON_666_005	
ZKN_MOON_666_006	
ZKN_MOON_666_007	
ZKN_MOON_666_008	
ZKN_MOON_666_009	
ZKN_MOON_666_010	
ZKN_MOON_666_011	
ZKN_MOON_666_012	
ZKN_MOON_666_013	
ZKN_MOON_666_014	
ZKN_MOON_666_015	
ZKN_MOON_666_016	
ZKN_MOON_666_017	
ZKN_MOON_666_018	
ZKN_MOON_666_019	
ZKN_MOON_669_001	
ZKN_MOON_669_002	
ZKN_MOON_669_003	
ZKN_MOON_669_004	
ZKN_MOON_670_001	
ZKN_MOON_670_002	
ZKN_MOON_670_003	
ZKN_MOON_670_004	
ZKN_MOON_670_005	
ZKN_MOON_671_001	
ZKN_MOON_671_002	
ZKN_MOON_671_003	
ZKN_MOON_671_004	
ZKN_MOON_676_001	
ZKN_MOON_676_002	
ZKN_MOON_676_003	
ZKN_MOON_676_004	
ZKN_MOON_676_005	
ZKN_MOON_676_006	
ZKN_MOON_676_007	
ZKN_MOON_676_008	
ZKN_MOON_676_009	
ZKN_MOON_678_001	
ZKN_MOON_681_001	
ZKN_MOON_710_001	
ZKN_MOON_710_002	
ZKN_MOON_710_003	
ZKN_MOON_711_001	
ZKN_MOON_711_002	
ZKN_MOON_711_003	
ZKN_MOON_716_001	
ZKN_MOON_718_001	Zygarde adopta esta forma al reunir cerca del 10% de sus células. Puede desplazarse a 100 km/h.
ZKN_MOON_718_002	Zygarde adopta esta forma al reunir cerca del 10% de sus células. Puede desplazarse a 100 km/h.
ZKN_MOON_718_003	Se cree que este Pokémon vela por el equilibrio del ecosistema. Se rumorea que en su interior yace un poder que va más allá de la imaginación.
ZKN_MOON_718_004	Zygarde adopta esta forma al reunir el 100% de sus células. Su poder sobrepasa incluso al de Xerneas e Yveltal.
ZKN_MOON_719_001	
ZKN_MOON_720_001	
ZKN_MOON_735_001	
ZKN_MOON_738_001	
ZKN_MOON_741_001	Electrifica su plumaje mediante fricción. Se acerca al rival como si bailara y le asesta una potente descarga.
ZKN_MOON_741_002	Forma que toma Oricorio al libar Néctar Rosa. Con su suave contoneo de caderas, derrite el corazón de sus rivales.
ZKN_MOON_741_003	Su refinada danza le permite contactar con las almas de los fallecidos y canalizar su energía negativa contra el enemigo.
ZKN_MOON_745_001	Provoca al enemigo antes de atacarlo. Desgarra carne y rompe huesos golpeándolo con su melena de piedra.
ZKN_MOON_746_001	En esta forma, es temido incluso por Gyarados. Cuando combinan sus fuerzas, el poder de su Pistola Agua puede superar al de Hidrobomba.
ZKN_MOON_754_001	
ZKN_MOON_758_001	
ZKN_MOON_773_001	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_002	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_003	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_004	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_005	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_006	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_007	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_008	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_009	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_010	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_011	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_012	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_013	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_014	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_015	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_016	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_773_017	Al despertar, se activa su Sistema Alfa, lo que le permite usar ciertos discos para cambiar de tipo y adaptarse al rival.
ZKN_MOON_774_001	
ZKN_MOON_774_002	
ZKN_MOON_774_003	
ZKN_MOON_774_004	
ZKN_MOON_774_005	
ZKN_MOON_774_006	
ZKN_MOON_774_007	Si su núcleo queda expuesto, su vida corre peligro, aunque puede sobrevivir si se introduce rápidamente dentro de una Poké Ball.
ZKN_MOON_774_008	Si su núcleo queda expuesto, su vida corre peligro, aunque puede sobrevivir si se introduce rápidamente dentro de una Poké Ball.
ZKN_MOON_774_009	Si su núcleo queda expuesto, su vida corre peligro, aunque puede sobrevivir si se introduce rápidamente dentro de una Poké Ball.
ZKN_MOON_774_010	Si su núcleo queda expuesto, su vida corre peligro, aunque puede sobrevivir si se introduce rápidamente dentro de una Poké Ball.
ZKN_MOON_774_011	Si su núcleo queda expuesto, su vida corre peligro, aunque puede sobrevivir si se introduce rápidamente dentro de una Poké Ball.
ZKN_MOON_774_012	Si su núcleo queda expuesto, su vida corre peligro, aunque puede sobrevivir si se introduce rápidamente dentro de una Poké Ball.
ZKN_MOON_774_013	Si su núcleo queda expuesto, su vida corre peligro, aunque puede sobrevivir si se introduce rápidamente dentro de una Poké Ball.
ZKN_MOON_778_001	Si durante un combate se le desgarra el saco que usa para disfrazarse, se pasa la noche entera reparando los daños.
ZKN_MOON_778_002	
ZKN_MOON_778_003	
ZKN_MOON_784_001	
ZKN_MOON_801_001	Forma que tenía Magearna en el momento de su concepción. Sus magníficos ornamentos hicieron muy feliz a la hija de un rey.

~~~~~~~~~~~~~~~
Text File : zukan_comment_omega_esp.msbt
~~~~~~~~~~~~~~~
ZKN_OMEGA_000_000	
ZKN_OMEGA_001_000	A Bulbasaur es fácil verle echándose una siesta al sol. La semilla que tiene en el lomo va creciendo cada vez más a medida que absorbe los rayos del sol.
ZKN_OMEGA_002_000	Este Pokémon lleva un bulbo en el lomo y, para poder con su peso, tiene unas patas y un tronco gruesos y fuertes. Si empieza a pasar más tiempo al sol, será porque el bulbo está a punto de hacerse una flor grande.
ZKN_OMEGA_003_000	Venusaur tiene una flor enorme en el lomo que, según parece, adquiere unos colores muy vivos si está bien nutrido y le da mucho el sol. El aroma delicado de la flor tiene un efecto relajante en el ánimo de las personas.
ZKN_OMEGA_004_000	La llama que tiene en la punta de la cola arde según sus sentimientos. Llamea levemente cuando está alegre y arde vigorosamente cuando está enfadado.
ZKN_OMEGA_005_000	Charmeleon no tiene reparo en acabar con su rival usando las afiladas garras que tiene. Si su enemigo es fuerte, se vuelve agresivo, y la llama que tiene en el extremo de la cola empieza a arder con mayor intensidad tornándose azulada.
ZKN_OMEGA_006_000	Charizard se dedica a volar por los cielos en busca de oponentes fuertes. Echa fuego por la boca y es capaz de derretir cualquier cosa. No obstante, si su rival es más débil que él, no usará este ataque.
ZKN_OMEGA_007_000	El caparazón de Squirtle no le sirve de protección únicamente. Su forma redondeada y las hendiduras que tiene le ayudan a deslizarse en el agua y le permiten nadar a gran velocidad.
ZKN_OMEGA_008_000	Tiene una cola larga y cubierta de un pelo abundante y grueso que se torna más oscuro a medida que crece. Los arañazos que tiene en el caparazón dan fe de lo buen guerrero que es.
ZKN_OMEGA_009_000	Blastoise lanza chorros de agua con gran precisión por los tubos que le salen del caparazón que tiene en la espalda. Puede disparar chorros de agua con tanta puntería que no fallaría al tirar contra una lata pequeña a 50 m.
ZKN_OMEGA_010_000	Caterpie tiene un apetito voraz. Es capaz de devorar hojas que superen su tamaño en un abrir y cerrar de ojos. Atención a la antena que tiene: libera un hedor realmente fuerte.
ZKN_OMEGA_011_000	La capa que recubre el cuerpo de este Pokémon es tan dura como una plancha de hierro. Metapod apenas se mueve. Permanece inmóvil para que las vísceras evolucionen dentro de la coraza que le rodea.
ZKN_OMEGA_012_000	Butterfree tiene una habilidad especial para encontrar delicioso polen en las flores. Puede localizar, extraer y transportar polen de flores que estén floreciendo a 10 km de distancia de su nido.
ZKN_OMEGA_013_000	Weedle tiene un finísimo sentido del olfato. Es capaz de distinguir las hojas que le gustan de las que no le gustan olisqueando un poco con la gran nariz que tiene.
ZKN_OMEGA_014_000	Kakuna permanece prácticamente inmóvil al encaramarse a los árboles, aunque la actividad interna de su organismo tiene un ritmo frenético, pues se prepara para su evolución. Prueba de esto es la alta temperatura de su caparazón.
ZKN_OMEGA_015_000	Los Beedrill defienden su territorio a toda costa. No es conveniente acercarse a su colmena, por seguridad. Si se les molesta, todo un enjambre atacará ferozmente.
ZKN_OMEGA_016_000	Pidgey tiene un sentido de la orientación muy desarrollado. Es capaz de regresar a su nido, por lejos que se encuentre de las zonas que le resultan familiares.
ZKN_OMEGA_017_000	Pidgeotto se apodera de una zona muy vasta como su territorio y la sobrevuela para controlarla. Si alguien invade su espacio vital, no tendrá ningún reparo en castigarlo con sus afiladas garras.
ZKN_OMEGA_018_000	El plumaje de este Pokémon es bonito e hipnótico. Muchos Entrenadores se quedan embobados ante la belleza impactante de las plumas que tiene en la cabeza, lo que les lleva a elegir a Pidgeot como su Pokémon.
ZKN_OMEGA_019_000	Rattata es cauto como él solo. Hasta cuando duerme mueve las orejas para oír todos los ruidos. No es nada delicado a la hora de elegir su hábitat. Cualquier sitio es bueno para cavar su madriguera.
ZKN_OMEGA_020_000	A Raticate le crecen los incisivos firmes y fuertes. Para mantenerlos afilados roe troncos y rocas, e incluso las paredes de las casas.
ZKN_OMEGA_021_000	Spearow pía con tanta fuerza que se le puede oír a 1 km de distancia. Si al agudo chillido le sigue una especie de eco, estaremos oyendo la respuesta de otros Spearow que contestan ante el aviso de peligro.
ZKN_OMEGA_022_000	A Fearow se le reconoce por tener un pescuezo y un pico largos que le permiten cazar en tierra y agua. Tiene una gran habilidad moviendo el fino pico para atrapar a sus presas.
ZKN_OMEGA_023_000	Ekans se enrosca para descansar. Adoptando esta posición puede responder rápidamente a cualquier amenaza que le aceche desde cualquier lugar, levantando la cabeza con una feroz mirada.
ZKN_OMEGA_024_000	Este Pokémon es tremendamente fuerte, puede oprimir cualquier cosa con su cuerpo y hasta es capaz de estrujar un barril de acero. Una vez que Arbok se enrosca a su víctima, no hay forma de escapar de su asfixiante abrazo.
ZKN_OMEGA_025_000	Cada vez que un Pikachu se encuentra con algo nuevo, le lanza una descarga eléctrica. Cuando se ve alguna baya chamuscada, es muy probable que sea obra de un Pikachu, ya que a veces no controlan la intensidad de la descarga.
ZKN_OMEGA_026_000	Si las bolsas de los mofletes se le cargan demasiado, Raichu planta la cola en el suelo para liberar electricidad. Es común encontrar zonas chamuscadas cerca de la madriguera de este Pokémon.
ZKN_OMEGA_027_000	Sandshrew es capaz de absorber agua y no perder ni una gota, algo que le permite sobrevivir en el desierto. Este Pokémon se enrosca para defenderse de los enemigos.
ZKN_OMEGA_028_000	Sandslash está recubierto de duras púas que son partes endurecidas de la piel. Suele mudarlas una vez al año; debajo de las viejas púas crecen unas nuevas que las sustituyen.
ZKN_OMEGA_029_000	Nidoran♀ tiene púas que segregan un veneno muy potente. Se piensa que las desarrolló como protección del cuerpo tan pequeño que tiene. Cuando se enfada, libera una horrible sustancia tóxica por el cuerno.
ZKN_OMEGA_030_000	Cuando están en familia o con sus amigos, esconden las púas para evitar accidentes. Según parece, se alteran bastante si se separan del grupo.
ZKN_OMEGA_031_000	Nidoqueen tiene el cuerpo totalmente recubierto de escamas durísimas. Suele lanzar por los aires a sus rivales de los violentos golpes que les propina. Cuando se trata de defender a sus crías, alcanza su nivel máximo de fuerza.
ZKN_OMEGA_032_000	Nidoran♂ ha desarrollado músculos para mover las orejas y orientarlas en cualquier dirección. De este modo, es capaz de captar hasta el sonido más leve.
ZKN_OMEGA_033_000	Nidorino tiene un cuerno de dureza superior a la del diamante. Si siente una presencia hostil, se le erizan las púas del lomo enseguida y carga contra el enemigo con todas sus fuerzas.
ZKN_OMEGA_034_000	La gruesa cola de Nidoking encierra una fuerza realmente destructora. Con una vez que la agite, es capaz de tumbar una torre metálica de transmisión. Una vez que este Pokémon se desboca, no hay quien lo pare.
ZKN_OMEGA_035_000	Siempre que hay luna llena, salen en grupo para jugar. Al amanecer, los Clefairy, agotados, regresan a sus refugios de montaña para dormir acurrucados unos con otros.
ZKN_OMEGA_036_000	Clefable se mueve dando saltitos como si fuera haciendo uso de las alas. Estos pequeños brincos le permiten caminar por el agua. De todos es sabido que le encanta darse paseos por los lagos en tranquilas noches de luna llena.
ZKN_OMEGA_037_000	Al nacer, Vulpix tiene una cola blanca que se divide en seis si recibe cariño por parte de su Entrenador. Las seis colas se le rizan de forma majestuosa.
ZKN_OMEGA_038_000	Ninetales emite una siniestra luz a través de los brillantes ojos rojos que tiene, para conseguir controlar del todo la mente de su rival. Dicen que este Pokémon llega a vivir mil años.
ZKN_OMEGA_039_000	Jigglypuff tiene unas cuerdas vocales que ajustan sin problema la longitud de onda de su voz. Este Pokémon usa la habilidad que tiene para cantar con la longitud de onda necesaria para adormecer a su rival.
ZKN_OMEGA_040_000	Wigglytuff tiene unos ojos enormes con forma de platillo, que siempre están cubiertos de lágrimas. Si se le metiera algo en el ojo, enseguida se le saldría solo.
ZKN_OMEGA_041_000	Durante el día, Zubat permanece inmóvil y a oscuras. Si este Pokémon pasara mucho tiempo expuesto al sol, correría el peligro de sufrir quemaduras.
ZKN_OMEGA_042_000	A Golbat le encanta chuparles la sangre a los seres vivos. Este Pokémon es más activo en la oscuridad de la noche. Es al caer la noche cuando sale a revolotear y a buscar sangre fresca.
ZKN_OMEGA_043_000	Durante el día, Oddish se entierra en el suelo para absorber nutrientes valiéndose de todo el cuerpo. Cuanto más fértil sea el suelo, mayor brillo tendrá en las hojas.
ZKN_OMEGA_044_000	Gloom libera un fétido olor por el pistilo de la flor. Cuando está en peligro, el hedor se intensifica. Si este Pokémon está tranquilo y no se siente amenazado, no libera el desagradable olor.
ZKN_OMEGA_045_000	El polen que contienen las esporas tóxicas de Vileplume causa unos ataques de alergia muy agudos. Por eso, no es aconsejable acercarse a ninguna flor selvática, por muy bonita que sea.
ZKN_OMEGA_046_000	Paras lleva dos setas parásitas a cuestas llamadas tochukaso. Estas crecen alimentándose de los nutrientes de este Pokémon de tipo Bicho y Planta que les sirve de huésped. Las setas se usan como elixir de vida.
ZKN_OMEGA_047_000	Parasect es conocido por destruir en plaga grandes árboles, absorbiendo los nutrientes que tienen en la parte baja del tronco y las raíces. Cuando un árbol azotado por la plaga muere, los Parasect van a por el siguiente al instante.
ZKN_OMEGA_048_000	Dicen que durante su evolución Venonat desarrolló una fina capa de espeso pelo alrededor de todo el cuerpo para protegerse. Tiene unos ojos tan grandes que no hay presa que le pase desapercibida.
ZKN_OMEGA_049_000	Venomoth es nocturno, solo actúa en la oscuridad. Su alimento preferido son los pequeños insectos que se concentran cerca de los focos de luz en la oscuridad de la noche.
ZKN_OMEGA_050_000	En la mayoría de las granjas se suelen criar Diglett por la sencilla razón de que, excaven donde excaven, dejan la tierra perfectamente labrada para sembrar. El terreno queda listo para plantar ricas verduras.
ZKN_OMEGA_051_000	Los Dugtrio son trillizos que se originaron a partir de un solo cuerpo, por eso piensan de la misma forma. A la hora de excavar, trabajan en equipo y sin descanso.
ZKN_OMEGA_052_000	Meowth retrae las afiladas uñas de sus zarpas para caminar a hurtadillas, dando sigilosos pasos para pasar inadvertido. No se sabe muy bien por qué, pero este Pokémon adora las monedas brillantes que resplandecen con la luz.
ZKN_OMEGA_053_000	Persian tiene seis llamativos bigotes que le dan un aspecto feroz. Además, le sirven para detectar el movimiento del aire, delator de la presencia cercana de algún Pokémon. Si se le agarra por los bigotes, se vuelve dócil.
ZKN_OMEGA_054_000	Psyduck tiene un extraño poder, que consiste en generar ondas cerebrales iguales a las que se generan cuando se está dormido. Este descubrimiento levantó una gran polémica entre eruditos.
ZKN_OMEGA_055_000	Golduck alcanza una velocidad de vértigo gracias a las aletas palmípedas de las extremidades y a la forma aerodinámica de su cuerpo. Realmente, la velocidad de este Pokémon supera la de cualquier nadador.
ZKN_OMEGA_056_000	Cuando Mankey empieza a temblar y a respirar con más intensidad, seguro que va a enfadarse. Aunque prever su enfado no sirve de nada porque alcanza un estado de rabia tan rápido que no hay escapatoria.
ZKN_OMEGA_057_000	Cuando Primeape se enfada, se le acelera el ritmo cardíaco y se le fortalecen los músculos. Con todo, pierde en inteligencia.
ZKN_OMEGA_058_000	Growlithe tiene un sentido del olfato excepcional y una memoria sensitiva tremenda, nunca olvida una esencia. Este Pokémon saca provecho de este don para identificar las sensaciones que tienen otros seres vivos.
ZKN_OMEGA_059_000	Arcanine es conocido por lo veloz que es. Dicen que es capaz de correr 10 000 km en 24 horas. El fuego que arde con vigor en el interior de este Pokémon constituye su fuente de energía.
